"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00440937","1952-02-07","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","   83",",,0","   11",",,0",,,,,"   72",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-08","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","  -22",",,0",,,,,"  139",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-09","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  139",",,0","   50",",,0",,,,,"   94",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-10","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   -6",",,0",,,,,"  133",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-11","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0","T,,0","    0",",,0","    0",",,0","  150",",,0","   89",",,0",,,,,"  100",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-12","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  128",",,0","  -28",",,0",,,,,"  117",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-13","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  117",",,0","   28",",,0",,,,,"   83",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-14","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0","T,,0","    0",",,0","    0",",,0","   83",",,0","    6",",,0",,,,,"   56",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-15","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","   56",",,0","  -44",",,0",,,,,"   56",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-16","38.05","-77.35","70.1","BOWLING GREEN, VA US","  112",",,0","    0",",,0","    0",",,0","   61",",,0","   11",",,0",,,,,"   44",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-17","38.05","-77.35","70.1","BOWLING GREEN, VA US","  130",",,0","    0",",,0","    0",",,0","  106",",,0","   22",",,0",,,,,"   78",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-18","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  128",",,0","    6",",,0",,,,,"  117",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-19","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","  -28",",,0",,,,,"  133",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-20","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  133",",,0","   -6",",,0",,,,,"  106",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-21","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  139",",,0","   28",",,0",,,,,"  111",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-22","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  111",",,0","  -33",",,0",,,,,"   72",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-23","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","   72",",,0","  -17",",,0",,,,,"   56",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-24","38.05","-77.35","70.1","BOWLING GREEN, VA US","   10",",,0","    0","T,,0","    0",",,0","   56",",,0","    0",",,0",,,,,"   44",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-25","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0","T,,0","    0",",,0","    0",",,0","  100",",,0","    6",",,0",,,,,"  100",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-26","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  100",",,0","  -17",",,0",,,,,"   44",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-27","38.05","-77.35","70.1","BOWLING GREEN, VA US","   23",",,0","   25",",,0","    0",",,0","  100",",,0","  -17",",,0",,,,,"   94",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-28","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  150",",,0","  -22",",,0",,,,,"  144",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-02-29","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   67",",,0",,,,,"  106",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-01","38.05","-77.35","70.1","BOWLING GREEN, VA US","  173",",,0","    0","T,,0","    0",",,0","  106",",,0","    0",",,0",,,,,"   50",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-02","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","   72",",,0","  -22",",,0",,,,,"   67",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-03","38.05","-77.35","70.1","BOWLING GREEN, VA US","  122",",,0","    0",",,0","    0",",,0","   67",",,0","   11",",,0",,,,,"   33",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-04","38.05","-77.35","70.1","BOWLING GREEN, VA US","   41",",,0","    0",",,0","    0",",,0","   50",",,0","   22",",,0",,,,,"   50",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-05","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  106",",,0","   -6",",,0",,,,,"   83",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-06","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","   83",",,0","  -33",",,0",,,,,"   72",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-07","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","   72",",,0","  -28",",,0",,,,,"   61",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-08","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","   67",",,0","  -22",",,0",,,,,"   56",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-09","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","   72",",,0","  -28",",,0",,,,,"   61",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-10","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","    6",",,0",,,,,"  144",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-11","38.05","-77.35","70.1","BOWLING GREEN, VA US","  249",",,0","    0",",,0","    0",",,0","  200",",,0","  117",",,0",,,,,"  150",",,0",,,,,,,,,,,,,,,,,"    1",",,0"
"USC00440937","1952-03-12","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","    0",",,0",,,,,"  161",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-13","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0","T,,0","    0",",,0","    0",",,0","  217",",,0","   39",",,0",,,,,"  172",",,0",,,,,,,,,,,,,,,,,"    1",",,0"
"USC00440937","1952-03-14","38.05","-77.35","70.1","BOWLING GREEN, VA US","    8",",,0","    0",",,0","    0",",,0","  172",",,0","   44",",,0",,,,,"  100",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-15","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  100",",,0","  -22",",,0",,,,,"   72",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-16","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","   72",",,0","  -17",",,0",,,,,"   50",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-17","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  128",",,0","   -6",",,0",,,,,"  122",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-18","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0",,,"    0",",,0",,,,,"  100",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-19","38.05","-77.35","70.1","BOWLING GREEN, VA US","  221",",,0","    0",",,0","    0",",,0","  172",",,0","   33",",,0",,,,,"  156",",,0",,,,,,,,,,,,,,,,,"    1",",,0"
"USC00440937","1952-03-20","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","   17",",,0",,,,,"  256",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-21","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  294",",,0","  100",",,0",,,,,"  272",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-22","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","  167",",,0",,,,,"  189",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-23","38.05","-77.35","70.1","BOWLING GREEN, VA US","  119",",,0","    0",",,0","    0",",,0","  206",",,0","  111",",,0",,,,,"  161",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-24","38.05","-77.35","70.1","BOWLING GREEN, VA US","  287",",,0","    0",",,0","    0",",,0","  183",",,0","   56",",,0",,,,,"   56",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-25","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","    0",",,0",,,,,"  144",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-26","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  172",",,0","   33",",,0",,,,,"  161",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-27","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  178",",,0","   33",",,0",,,,,"  167",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-28","38.05","-77.35","70.1","BOWLING GREEN, VA US","   13",",,0","    0",",,0","    0",",,0","  167",",,0","   39",",,0",,,,,"  122",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-29","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0","T,,0","    0",",,0","    0",",,0","  150",",,0","    0",",,0",,,,,"  150",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-30","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  156",",,0","   17",",,0",,,,,"  156",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-03-31","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  194",",,0","   22",",,0",,,,,"  172",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-01","38.05","-77.35","70.1","BOWLING GREEN, VA US","   15",",,0","    0",",,0","    0",",,0","  217",",,0","  128",",,0",,,,,"  200",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-02","38.05","-77.35","70.1","BOWLING GREEN, VA US","    8",",,0","    0",",,0","    0",",,0","  211",",,0","  128",",,0",,,,,"  183",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-03","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  183",",,0","   61",",,0",,,,,"  172",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-04","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","   61",",,0",,,,,"  194",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-05","38.05","-77.35","70.1","BOWLING GREEN, VA US","  208",",,0","    0",",,0","    0",",,0","  233",",,0","  156",",,0",,,,,"  172",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-06","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  172",",,0","   39",",,0",,,,,"  100",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-07","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  122",",,0","   22",",,0",,,,,"  111",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-08","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  111",",,0","    0",",,0",,,,,"  106",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-09","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  172",",,0","   28",",,0",,,,,"  156",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-10","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  211",",,0","   22",",,0",,,,,"  200",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-11","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","  111",",,0",,,,,"  167",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-12","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  172",",,0","   83",",,0",,,,,"  172",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-13","38.05","-77.35","70.1","BOWLING GREEN, VA US","    8",",,0","    0",",,0","    0",",,0","  239",",,0","  100",",,0",,,,,"  206",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-14","38.05","-77.35","70.1","BOWLING GREEN, VA US","   58",",,0","    0",",,0","    0",",,0","  239",",,0","  133",",,0",,,,,"  211",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-15","38.05","-77.35","70.1","BOWLING GREEN, VA US","  104",",,0","    0","T,,0","    0",",,0","  211",",,0","   89",",,0",,,,,"  106",",,0",,,"    1",",,0",,,,,,,,,,,,,,
"USC00440937","1952-04-16","38.05","-77.35","70.1","BOWLING GREEN, VA US","   43",",,0","    0",",,0","    0",",,0","  178",",,0","   44",",,0",,,,,"  178",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-17","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  239",",,0","   67",",,0",,,,,"  233",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-18","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","   89",",,0",,,,,"  256",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-19","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","  100",",,0",,,,,"  267",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-20","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  300",",,0","  100",",,0",,,,,"  294",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-21","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  311",",,0","  133",",,0",,,,,"  300",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-22","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  328",",,0","  139",",,0",,,,,"  306",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-23","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  311",",,0","  172",",,0",,,,,"  294",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-24","38.05","-77.35","70.1","BOWLING GREEN, VA US","  328",",,0","    0",",,0","    0",",,0","  294",",,0","  106",",,0",,,,,"  117",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-25","38.05","-77.35","70.1","BOWLING GREEN, VA US","  257",",,0","    0",",,0","    0",",,0","  117",",,0","  100",",,0",,,,,"  106",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-26","38.05","-77.35","70.1","BOWLING GREEN, VA US","  239",",,0","    0",",,0","    0",",,0","  117",",,0","   89",",,0",,,,,"  106",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-27","38.05","-77.35","70.1","BOWLING GREEN, VA US","  274",",,0","    0",",,0","    0",",,0","  122",",,0","  100",",,0",,,,,"  122",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-28","38.05","-77.35","70.1","BOWLING GREEN, VA US","   99",",,0","    0",",,0","    0",",,0","  144",",,0","  122",",,0",,,,,"  139",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-29","38.05","-77.35","70.1","BOWLING GREEN, VA US","   10",",,0","    0",",,0","    0",",,0","  178",",,0","  117",",,0",,,,,"  167",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-04-30","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","  122",",,0",,,,,"  256",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-01","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","   78",",,0",,,,,"  261",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-02","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","  100",",,0",,,,,"  261",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-03","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","   89",",,0",,,,,"  233",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-04","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","   72",",,0",,,,,"  233",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-05","38.05","-77.35","70.1","BOWLING GREEN, VA US","    5",",,0","    0",",,0","    0",",,0","  256",",,0","  133",",,0",,,,,"  228",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-06","38.05","-77.35","70.1","BOWLING GREEN, VA US","   56",",,0","    0",",,0","    0",",,0","  294",",,0","  133",",,0",,,,,"  294",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-07","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  294",",,0","  139",",,0",,,,,"  222",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-08","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","   94",",,0",,,,,"  217",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-09","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","  139",",,0",,,,,"  228",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-10","38.05","-77.35","70.1","BOWLING GREEN, VA US","  142",",,0","    0",",,0","    0",",,0","  250",",,0","  144",",,0",,,,,"  233",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-11","38.05","-77.35","70.1","BOWLING GREEN, VA US","    8",",,0","    0",",,0","    0",",,0","  244",",,0","  139",",,0",,,,,"  200",",,0",,,"    1",",,0",,,,,,,,,,,,,,
"USC00440937","1952-05-12","38.05","-77.35","70.1","BOWLING GREEN, VA US","  173",",,0","    0",",,0","    0",",,0","  200",",,0","   83",",,0",,,,,"  178",",,0",,,"    1",",,0",,,,,,,,,,,,,,
"USC00440937","1952-05-13","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0","T,,0","    0",",,0","    0",",,0","  200",",,0","   78",",,0",,,,,"  172",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-14","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  239",",,0","   83",",,0",,,,,"  233",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-15","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  289",",,0","  144",",,0",,,,,"  272",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-16","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","  161",",,0",,,,,"  222",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-17","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  256",",,0","  128",",,0",,,,,"  244",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-18","38.05","-77.35","70.1","BOWLING GREEN, VA US","    8",",,0","    0",",,0","    0",",,0","  244",",,0","  139",",,0",,,,,"  150",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-19","38.05","-77.35","70.1","BOWLING GREEN, VA US","   10",",,0","    0",",,0","    0",",,0","  172",",,0","  133",",,0",,,,,"  139",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-20","38.05","-77.35","70.1","BOWLING GREEN, VA US","  119",",,0","    0",",,0","    0",",,0","  167",",,0","  111",",,0",,,,,"  167",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-21","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  256",",,0","  150",",,0",,,,,"  239",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-22","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","  100",",,0",,,,,"  250",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-23","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","  139",",,0",,,,,"  261",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-24","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","  139",",,0",,,,,"  206",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-25","38.05","-77.35","70.1","BOWLING GREEN, VA US","   81",",,0","    0",",,0","    0",",,0","  289",",,0","  172",",,0",,,,,"  261",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-26","38.05","-77.35","70.1","BOWLING GREEN, VA US","  160",",,0","    0",",,0","    0",",,0","  261",",,0","  161",",,0",,,,,"  233",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-27","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","  139",",,0",,,,,"  256",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-28","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  289",",,0","  128",",,0",,,,,"  267",",,0",,,,,,,,,,,,,"    1",",,0",,,,
"USC00440937","1952-05-29","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","  167",",,0",,,,,"  217",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-30","38.05","-77.35","70.1","BOWLING GREEN, VA US","   71",",,0","    0",",,0","    0",",,0","  217",",,0","  156",",,0",,,,,"  167",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-05-31","38.05","-77.35","70.1","BOWLING GREEN, VA US","  147",",,0","    0",",,0","    0",",,0","  222",",,0","  139",",,0",,,,,"  222",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-06-01","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0","T,,0","    0",",,0","    0",",,0","  294",",,0","  183",",,0",,,,,"  278",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-06-02","38.05","-77.35","70.1","BOWLING GREEN, VA US","   64",",,0","    0",",,0","    0",",,0","  278",",,0","  156",",,0",,,,,"  222",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-06-03","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  289",",,0","  122",",,0",,,,,"  278",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-06-04","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  317",",,0","  183",",,0",,,,,"  294",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-06-05","38.05","-77.35","70.1","BOWLING GREEN, VA US","   69",",,0","    0",",,0","    0",",,0","  300",",,0","  194",",,0",,,,,"  278",",,0",,,"    1",",,0",,,,,,,,,,,,,,
"USC00440937","1952-06-06","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  339",",,0","  183",",,0",,,,,"  328",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-06-07","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  333",",,0","  228",",,0",,,,,"  306",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-06-08","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  311",",,0",,,,,,,"  294",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-06-09","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0","T,,0","    0",",,0","    0",",,0","  344",",,0",,,,,,,"  278",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-06-10","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  311",",,0",,,,,,,"  278",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-06-11","38.05","-77.35","70.1","BOWLING GREEN, VA US","   15",",,0","    0",",,0","    0",",,0","  278",",,0",,,,,,,"  256",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-06-12","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  267",",,0",,,,,,,"  233",",,0",,,,,,,,,,,,,,,,,,
"USC00440937","1952-06-13","38.05","-77.35","70.1","BOWLING GREEN, VA US","    0",",,0","    0",",,0","    0",",,0","  289",",,0",,,,,,,"  261",",,0",,,,,,,,,,,,,,,,,,
