"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00351329","1967-10-05","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   13",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-06","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   51",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-07","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-08","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-09","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-10","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-11","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  175",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-12","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   58",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-13","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   48",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-14","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   20",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-15","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-16","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-17","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-18","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-19","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   23",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-20","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-21","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  152",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-22","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   25",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-23","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  155",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-24","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-25","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   41",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-26","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-27","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  117",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-28","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  307",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-29","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    5",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-30","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-10-31","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-01","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-02","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-03","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-04","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-05","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-06","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-07","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-08","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   20",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-09","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   71",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-10","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  157",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-11","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   69",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-12","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    8",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-13","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-14","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   53",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-15","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-16","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-17","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-18","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   15",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-19","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-20","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-21","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-22","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-23","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-24","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   10",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-25","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   25",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-26","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-27","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-28","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-29","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  109",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-11-30","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  122",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-01","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-02","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   76",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-03","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  147",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-04","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  160",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-05","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  229",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-06","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   25",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-07","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  124",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-08","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    3",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-09","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    3",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-10","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    3",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-11","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-12","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   25",",,0,0900","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,
"USC00351329","1967-12-13","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-14","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-15","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-16","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,
"USC00351329","1967-12-17","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   10",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-18","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  122",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-19","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   13",",,0,0900","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,
"USC00351329","1967-12-20","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   18",",,0,0900","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,
"USC00351329","1967-12-21","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   13",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-22","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   89",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-23","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  180",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-24","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    3",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-25","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-26","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   51",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-27","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   18",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-28","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    8",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-29","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-30","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1967-12-31","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-01","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   30",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-02","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-03","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-04","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-05","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   15",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-06","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    3",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-07","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   48",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-08","45.28333","-122.66667","27.1","CANBY 2 NE, OR US",,,"    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-09","45.28333","-122.66667","27.1","CANBY 2 NE, OR US",,,"    0",",,0","    0",",,0",,,"    2",",,0","  180",",,0",,,,,,,,
"USC00351329","1968-01-10","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  188",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-11","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   51",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-12","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-13","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   81",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-14","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  196",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-15","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   30",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-16","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  185",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-17","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   56",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-18","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-19","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   10",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-20","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   43",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-21","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   38",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-22","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    3",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-23","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-24","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    3",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-25","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-26","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   53",",,0,0900","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,
"USC00351329","1968-01-27","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-28","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-29","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   23",",,0,0900","   30",",,0","   25",",,0",,,,,,,,,,,,,,
"USC00351329","1968-01-30","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  112",",,0,0900","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,
"USC00351329","1968-01-31","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   46",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-01","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   84",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-02","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  145",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-03","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  262",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-04","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  152",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-05","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-06","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-07","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-08","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-09","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-10","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-11","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-12","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-13","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-14","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-15","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-16","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-17","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  114",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-18","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  145",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-19","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  643",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-20","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  269",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-21","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  137",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-22","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   71",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-23","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  152",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-24","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   13",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-25","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-26","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-27","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-28","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-02-29","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-01","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-02","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-03","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-04","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-05","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   18",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-06","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   25",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-07","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   61",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-08","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   28",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-09","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-10","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-11","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    3",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-12","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   10",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-13","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   86",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-14","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   79",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-15","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   51",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-16","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   69",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-17","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   58",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-18","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-19","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-20","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1968-03-21","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
