"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00166818","1952-09-01","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-02","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   41",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-03","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-04","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-05","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-06","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-07","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-08","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-09","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-10","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-11","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-12","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-13","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  267",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-14","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  445",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-15","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  305",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-16","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-17","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-18","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-19","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  246",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-20","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-21","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  196",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-22","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-23","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-24","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-25","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-26","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-27","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-28","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-29","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-09-30","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-01","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-02","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-03","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-04","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-05","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-06","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-07","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-08","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-09","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-10","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-11","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-12","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-13","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-14","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-15","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-16","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-17","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-18","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-19","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-20","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-21","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-22","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-23","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-24","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-25","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-26","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-27","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-28","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-29","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-30","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-10-31","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-01","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-02","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-03","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-04","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-05","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-06","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  132",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-07","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-08","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-09","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-10","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  152",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-11","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  127",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-12","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-13","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-14","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-15","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-16","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-17","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-18","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-19","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  163",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-20","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-21","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-22","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-23","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-24","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-25","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-26","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   13",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-27","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-28","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-29","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-11-30","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  203",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-01","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-02","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   71",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-03","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-04","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-05","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   51",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-06","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-07","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-08","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-09","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-10","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   53",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-11","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-12","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-13","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-14","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   15",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-15","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-16","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-17","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-18","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-19","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-20","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  457",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-21","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-22","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-23","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   79",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-24","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   81",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-25","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  272",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-26","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   69",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-27","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   25",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-28","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-29","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-30","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  508",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1952-12-31","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  323",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-01","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-02","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-03","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-04","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-05","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-06","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-07","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-08","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   30",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-09","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-10","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-11","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-12","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-13","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-14","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-15","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   25",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-16","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-17","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  165",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-18","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-19","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-20","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-21","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-22","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-23","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  203",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-24","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-25","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-26","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-27","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-28","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   38",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-29","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   25",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-30","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-01-31","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-01","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-02","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  178",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-03","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-04","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-05","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-06","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-07","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  203",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-08","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-09","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-10","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-11","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-12","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   38",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-13","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-14","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-15","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  533",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-16","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-17","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-18","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-19","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-20","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   76",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-21","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  114",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-22","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  330",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-23","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   51",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-24","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   79",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-25","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","  130",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-26","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","   51",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-27","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-02-28","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-03-01","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-03-02","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-03-03","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-03-04","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
"USC00166818","1953-03-05","30.35","-90.01667","3.0","NOTT FIRE TOWER, LA US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,
