"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00344820","1951-05-24","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-05-25","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-05-26","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-05-27","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-05-28","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-05-29","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-05-30","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-05-31","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-01","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-02","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-03","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  406",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-04","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   61",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-05","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   13",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-06","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  175",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-07","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  353",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-08","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-09","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  259",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-10","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-11","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  284",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-12","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  330",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-13","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-14","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-15","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  338",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-16","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   48",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-17","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-18","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-19","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-20","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  104",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-21","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  208",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-22","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-23","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-24","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-25","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-26","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-27","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-28","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-29","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-06-30","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-01","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-02","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  912",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-03","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  145",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-04","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   79",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-05","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-06","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-07","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-08","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-09","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-10","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-11","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-12","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-13","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-14","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-15","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-16","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   89",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-17","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-18","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-19","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-20","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-21","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-22","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-23","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-24","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-25","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-26","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-27","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  876",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-28","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-29","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   13",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,
"USC00344820","1951-07-30","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-07-31","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-01","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-02","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-03","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-04","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-05","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-06","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-07","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-08","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-09","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-10","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-11","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-12","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   28",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-13","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-14","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-15","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-16","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-17","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-18","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-19","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   97",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-20","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   38",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-21","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-22","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  119",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-23","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-24","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-25","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-26","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-27","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-28","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-29","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-30","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-08-31","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-01","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-02","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-03","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   46",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-04","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-05","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-06","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  246",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-07","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  119",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-08","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  132",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-09","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-10","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  300",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-11","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-12","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-13","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  340",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-14","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-15","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-16","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   53",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-17","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   56",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-18","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-19","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-20","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-21","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   15",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-22","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  124",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-23","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-24","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-25","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-26","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-27","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  549",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-28","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-29","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-09-30","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-10-01","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-10-02","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-10-03","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-10-04","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-10-05","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-10-06","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1951-10-07","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   48",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
