"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00424970","2011-05-20","41.0972","-111.9972","1359.4","LAYTON, UT US","   66",",,7,1700","    0",",,7","    0",",,7","  150",",,7","   56",",,7","  144",",,7,1700",,,,,,,,
"USC00424970","2011-05-21","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  200",",,7","   89",",,7","  200",",,7,1700",,,,,,,,
"USC00424970","2011-05-22","41.0972","-111.9972","1359.4","LAYTON, UT US","   30",",,7,1700","    0",",,7","    0",",,7","  200",",,7","  111",",,7","  172",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-05-23","41.0972","-111.9972","1359.4","LAYTON, UT US","    8",",,7,1700","    0",",,7","    0",",,7","  183",",,7","   89",",,7","  172",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-05-24","41.0972","-111.9972","1359.4","LAYTON, UT US","  152",",,7,1700","    0",",,7","    0",",,7","  172",",,7","   61",",,7","  156",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-05-25","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  200",",,7","   50",",,7","  194",",,7,1700",,,,,,,,
"USC00424970","2011-05-26","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  200",",,7","   78",",,7","  139",",,7,1700",,,,,,,,
"USC00424970","2011-05-27","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  172",",,7","   44",",,7","  172",",,7,1700",,,,,,,,
"USC00424970","2011-05-28","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  172",",,7","   78",",,7","  133",",,7,1700",,,,,,,,
"USC00424970","2011-05-29","41.0972","-111.9972","1359.4","LAYTON, UT US","  259",",,7,1700","    0",",,7","    0",",,7","  133",",,7","   33",",,7","   83",",,7,1700",,,,,,,,
"USC00424970","2011-05-30","41.0972","-111.9972","1359.4","LAYTON, UT US","  282",",,7,1700","   18",",,7","    0",",,7","  139",",,7","    0",",,7","  117",",,7,1700",,,"    1",",,7",,,"    1",",,7"
"USC00424970","2011-06-01","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  256",",,7","   83",",,7","  233",",,7,1700",,,,,,,,
"USC00424970","2011-06-02","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  233",",,7","   83",",,7","  122",",,7,1700",,,,,,,,
"USC00424970","2011-06-03","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  178",",,7","   39",",,7","  167",",,7,1700",,,,,,,,
"USC00424970","2011-06-04","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  250",",,7","   67",",,7","  244",",,7,1700",,,,,,,,
"USC00424970","2011-06-05","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  294",",,7","   94",",,7","  289",",,7,1700",,,,,,,,
"USC00424970","2011-06-06","41.0972","-111.9972","1359.4","LAYTON, UT US","    0","T,,7,1700","    0",",,7","    0",",,7","  289",",,7","  117",",,7","  189",",,7,1700",,,,,,,,
"USC00424970","2011-06-07","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  211",",,7","   83",",,7","  206",",,7,1700",,,,,,,,
"USC00424970","2011-06-08","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  239",",,7","   83",",,7","  211",",,7,1700",,,,,,,,
"USC00424970","2011-06-09","41.0972","-111.9972","1359.4","LAYTON, UT US","   46",",,7,1700","    0",",,7","    0",",,7","  211",",,7","   72",",,7","  178",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-06-10","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  244",",,7","   72",",,7","  211",",,7,1700",,,,,,,,
"USC00424970","2011-06-11","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  239",",,7","  133",",,7","  228",",,7,1700",,,,,,,,
"USC00424970","2011-06-12","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  233",",,7","  133",",,7","  222",",,7,1700",,,,,,,,
"USC00424970","2011-06-13","41.0972","-111.9972","1359.4","LAYTON, UT US","   28",",,7,1700","    0",",,7","    0",",,7","  244",",,7","  111",",,7","  217",",,7,1700",,,,,,,,
"USC00424970","2011-06-14","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  239",",,7","  111",",,7","  233",",,7,1700",,,,,,,,
"USC00424970","2011-06-15","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  289",",,7","  128",",,7","  272",",,7,1700",,,,,,,,
"USC00424970","2011-06-16","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  272",",,7","  117",",,7","  144",",,7,1700",,,,,,,,
"USC00424970","2011-06-17","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  261",",,7","   94",",,7","  239",",,7,1700",,,,,,,,
"USC00424970","2011-06-18","41.0972","-111.9972","1359.4","LAYTON, UT US","   91",",,7,1700","    0",",,7","    0",",,7","  239",",,7","  100",",,7","  128",",,7,1700",,,,,,,,
"USC00424970","2011-06-20","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  217",",,7","   83",",,7","  206",",,7,1700",,,,,,,,
"USC00424970","2011-06-21","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  267",",,7","  100",",,7","  256",",,7,1700",,,,,,,,
"USC00424970","2011-06-22","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  306",",,7","  139",",,7","  294",",,7,1700",,,,,,,,
"USC00424970","2011-06-23","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  317",",,7","  178",",,7","  317",",,7,1700",,,,,,,,
"USC00424970","2011-06-24","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  317",",,7","  156",",,7","  283",",,7,1700",,,,,,,,
"USC00424970","2011-06-25","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  289",",,7","  139",",,7","  278",",,7,1700",,,,,,,,
"USC00424970","2011-06-26","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  283",",,7","  150",",,7","  244",",,7,1700",,,,,,,,
"USC00424970","2011-06-27","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  306",",,7","  156",",,7","  300",",,7,1700",,,,,,,,
"USC00424970","2011-06-28","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  339",",,7","  161",",,7","  317",",,7,1700",,,,,,,,
"USC00424970","2011-06-29","41.0972","-111.9972","1359.4","LAYTON, UT US","    0","T,,7,1700","    0",",,7","    0",",,7","  322",",,7","  200",",,7","  289",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-06-30","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  289",",,7","  161",",,7","  261",",,7,1700",,,,,,,,
"USC00424970","2011-07-01","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  289",",,7","  150",",,7","  278",",,7,1700",,,,,,,,
"USC00424970","2011-07-02","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  333",",,7","  167",",,7","  328",",,7,1700",,,,,,,,
"USC00424970","2011-07-03","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  361",",,7","  189",",,7","  361",",,7,1700",,,,,,,,
"USC00424970","2011-07-04","41.0972","-111.9972","1359.4","LAYTON, UT US","    0","T,,7,1700","    0",",,7","    0",",,7","  361",",,7","  222",",,7","  283",",,7,1700",,,,,,,,
"USC00424970","2011-07-05","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  294",",,7","  206",",,7","  289",",,7,1700",,,,,,,,
"USC00424970","2011-07-06","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  300",",,7","  161",",,7","  267",",,7,1700",,,,,,,,
"USC00424970","2011-07-07","41.0972","-111.9972","1359.4","LAYTON, UT US","    0","T,,7,1700","    0",",,7","    0",",,7","  294",",,7","  194",",,7","  250",",,7,1700",,,,,,,,
"USC00424970","2011-07-08","41.0972","-111.9972","1359.4","LAYTON, UT US","   33",",,7,1700","    0",",,7","    0",",,7","  278",",,7","  167",",,7","  278",",,7,1700",,,,,,,,
"USC00424970","2011-07-09","41.0972","-111.9972","1359.4","LAYTON, UT US","   36",",,7,1700","    0",",,7","    0",",,7","  311",",,7","  150",",,7","  183",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-07-10","41.0972","-111.9972","1359.4","LAYTON, UT US","   13",",,7,1700","    0",",,7","    0",",,7","  311",",,7","  156",",,7","  189",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-07-11","41.0972","-111.9972","1359.4","LAYTON, UT US","   25",",,7,1700","    0",",,7","    0",",,7","  311",",,7","  167",",,7","  300",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-07-12","41.0972","-111.9972","1359.4","LAYTON, UT US","    8",",,7,1700","    0",",,7","    0",",,7","  300",",,7","  183",",,7","  294",",,7,1700",,,,,,,,
"USC00424970","2011-07-13","41.0972","-111.9972","1359.4","LAYTON, UT US","    0","T,,7,1700","    0",",,7","    0",",,7","  306",",,7","  194",",,7","  300",",,7,1700",,,,,,,,
"USC00424970","2011-07-14","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  300",",,7","  178",",,7","  300",",,7,1700",,,,,,,,
"USC00424970","2011-07-15","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  306",",,7","  150",",,7","  300",",,7,1700",,,,,,,,
"USC00424970","2011-07-16","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  317",",,7","  150",",,7","  311",",,7,1700",,,,,,,,
"USC00424970","2011-07-17","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  339",",,7","  167",",,7","  317",",,7,1700",,,,,,,,
"USC00424970","2011-07-18","41.0972","-111.9972","1359.4","LAYTON, UT US","    0","T,,7,1700","    0",",,7","    0",",,7","  328",",,7","  228",",,7","  322",",,7,1700",,,,,,,,
"USC00424970","2011-07-19","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  328",",,7","  222",",,7","  306",",,7,1700",,,,,,,,
"USC00424970","2011-07-20","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  306",",,7","  161",",,7","  294",",,7,1700",,,,,,,,
"USC00424970","2011-07-21","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  311",",,7","  156",",,7","  306",",,7,1700",,,,,,,,
"USC00424970","2011-07-22","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  322",",,7","  161",",,7","  311",",,7,1700",,,,,,,,
"USC00424970","2011-07-23","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  311",",,7","  161",",,7","  300",",,7,1700",,,,,,,,
"USC00424970","2011-07-24","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  344",",,7","  156",",,7","  344",",,7,1700",,,,,,,,
"USC00424970","2011-07-25","41.0972","-111.9972","1359.4","LAYTON, UT US","    0","T,,7,1700","    0",",,7","    0",",,7","  344",",,7","  194",",,7","  267",",,7,1700",,,,,,,,
"USC00424970","2011-07-26","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  317",",,7","  183",",,7","  289",",,7,1700",,,,,,,,
"USC00424970","2011-07-27","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  300",",,7","  178",",,7","  289",",,7,1700",,,,,,,,
"USC00424970","2011-07-28","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  322",",,7","  172",",,7","  300",",,7,1700",,,,,,,,
"USC00424970","2011-07-29","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  339",",,7","  178",",,7","  328",",,7,1700",,,,,,,,
"USC00424970","2011-07-30","41.0972","-111.9972","1359.4","LAYTON, UT US","    0","T,,7,1700","    0",",,7","    0",",,7","  328",",,7","  211",",,7","  233",",,7,1700",,,,,,,,
"USC00424970","2011-08-01","41.0972","-111.9972","1359.4","LAYTON, UT US","  152",",,7,1700","    0",",,7","    0",",,7","  267",",,7","  183",",,7","  256",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-08-02","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  300",",,7","  167",",,7","  289",",,7,1700",,,,,,,,
"USC00424970","2011-08-03","41.0972","-111.9972","1359.4","LAYTON, UT US","   25",",,7,1700","    0",",,7","    0",",,7","  294",",,7","  161",",,7","  272",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-08-04","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  322",",,7","  167",",,7","  294",",,7,1700",,,,,,,,
"USC00424970","2011-08-05","41.0972","-111.9972","1359.4","LAYTON, UT US","    3",",,7,1700","    0",",,7","    0",",,7","  311",",,7","  167",",,7","  300",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-08-06","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  322",",,7","  161",",,7","  306",",,7,1700",,,,,,,,
"USC00424970","2011-08-07","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  311",",,7","  161",",,7","  300",",,7,1700",,,,,,,,
"USC00424970","2011-08-08","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  317",",,7","  172",",,7","  228",",,7,1700",,,,,,,,
"USC00424970","2011-08-09","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  306",",,7","  167",",,7","  294",",,7,1700",,,,,,,,
"USC00424970","2011-08-10","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  311",",,7","  156",",,7","  300",",,7,1700",,,,,,,,
"USC00424970","2011-08-11","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  317",",,7","  161",",,7","  300",",,7,1700",,,,,,,,
"USC00424970","2011-08-12","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  306",",,7","  150",",,7","  300",",,7,1700",,,,,,,,
"USC00424970","2011-08-13","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  339",",,7","  172",",,7","  272",",,7,1700",,,,,,,,
"USC00424970","2011-08-14","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  311",",,7","  189",",,7","  306",",,7,1700",,,,,,,,
"USC00424970","2011-08-15","41.0972","-111.9972","1359.4","LAYTON, UT US","   28",",,7,1700","    0",",,7","    0",",,7","  306",",,7","  167",",,7","  272",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-08-16","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  294",",,7","  161",",,7","  289",",,7,1700",,,,,,,,
"USC00424970","2011-08-17","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  328",",,7","  167",",,7","  311",",,7,1700",,,,,,,,
"USC00424970","2011-08-18","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  322",",,7","  161",",,7","  228",",,7,1700",,,,,,,,
"USC00424970","2011-08-19","41.0972","-111.9972","1359.4","LAYTON, UT US","   10",",,7,1700","    0",",,7","    0",",,7","  317",",,7","  206",",,7","  311",",,7,1700",,,,,,,,
"USC00424970","2011-08-20","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  333",",,7","  183",",,7","  322",",,7,1700",,,,,,,,
"USC00424970","2011-08-21","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  333",",,7","  178",",,7","  322",",,7,1700",,,,,,,,
"USC00424970","2011-08-22","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  339",",,7","  178",",,7","  311",",,7,1700",,,,,,,,
"USC00424970","2011-08-23","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  339",",,7","  189",",,7","  322",",,7,1700",,,,,,,,
"USC00424970","2011-08-24","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  356",",,7","  183",",,7","  339",",,7,1700",,,,,,,,
"USC00424970","2011-08-25","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  356",",,7","  222",",,7","  328",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-08-26","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  356",",,7","  200",",,7","  339",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-08-27","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  344",",,7","  200",",,7","  328",",,7,1700",,,,,,,,
"USC00424970","2011-08-28","41.0972","-111.9972","1359.4","LAYTON, UT US","   89",",,7,1700","    0",",,7","    0",",,7","  328",",,7","  183",",,7","  294",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-08-29","41.0972","-111.9972","1359.4","LAYTON, UT US","   33",",,7,1700","    0",",,7","    0",",,7","  306",",,7","  161",",,7","  294",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-08-30","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  311",",,7","  172",",,7","  311",",,7,1700",,,,,,,,
"USC00424970","2011-08-31","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  328",",,7","  211",",,7","  322",",,7,1700",,,,,,,,
"USC00424970","2011-09-01","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  328",",,7","  133",",,7","  261",",,7,1700",,,,,,,,
"USC00424970","2011-09-02","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  261",",,7","  122",",,7","  250",",,7,1700",,,,,,,,
"USC00424970","2011-09-03","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  283",",,7","  122",",,7","  267",",,7,1700",,,,,,,,
"USC00424970","2011-09-04","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  306",",,7","  122",",,7","  283",",,7,1700",,,,,,,,
"USC00424970","2011-09-05","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  283",",,7","  161",",,7","  244",",,7,1700",,,,,,,,
"USC00424970","2011-09-06","41.0972","-111.9972","1359.4","LAYTON, UT US","   18",",,7,1700","    0",",,7","    0",",,7","  261",",,7","  156",",,7","  250",",,7,1700",,,,,,,,
"USC00424970","2011-09-07","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  283",",,7","  144",",,7","  267",",,7,1700",,,,,,,,
"USC00424970","2011-09-08","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  278",",,7","  167",",,7","  267",",,7,1700",,,,,,,,
"USC00424970","2011-09-09","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  294",",,7","  178",",,7","  272",",,7,1700",,,,,,,,
"USC00424970","2011-09-10","41.0972","-111.9972","1359.4","LAYTON, UT US","    0","T,,7,1700","    0",",,7","    0",",,7","  278",",,7","  128",",,7","  228",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-09-11","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  256",",,7","  139",",,7","  244",",,7,1700",,,,,,,,
"USC00424970","2011-09-12","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  256",",,7","  128",",,7","  244",",,7,1700",,,,,,,,
"USC00424970","2011-09-13","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  261",",,7","  122",",,7","  250",",,7,1700",,,,,,,,
"USC00424970","2011-09-14","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  261",",,7","  122",",,7","  250",",,7,1700",,,,,,,,
"USC00424970","2011-09-15","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  250",",,7","  133",",,7","  239",",,7,1700",,,,,,,,
"USC00424970","2011-09-16","41.0972","-111.9972","1359.4","LAYTON, UT US","    0","T,,7,1700","    0",",,7","    0",",,7","  239",",,7","  133",",,7","  183",",,7,1700",,,,,,,,
"USC00424970","2011-09-17","41.0972","-111.9972","1359.4","LAYTON, UT US","  190",",,7,1700","    0",",,7","    0",",,7","  211",",,7","  106",",,7","  189",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-09-18","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  233",",,7","  106",",,7","  222",",,7,1700",,,,,,,,
"USC00424970","2011-09-19","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  261",",,7","  100",",,7","  244",",,7,1700",,,,,,,,
"USC00424970","2011-09-20","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  261",",,7","  117",",,7","  233",",,7,1700",,,,,,,,
"USC00424970","2011-09-21","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  256",",,7","  106",",,7","  239",",,7,1700",,,,,,,,
"USC00424970","2011-09-22","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  261",",,7","  111",",,7","  250",",,7,1700",,,,,,,,
"USC00424970","2011-09-23","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  272",",,7","  106",",,7","  244",",,7,1700",,,,,,,,
"USC00424970","2011-09-24","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  272",",,7","  111",",,7","  256",",,7,1700",,,,,,,,
"USC00424970","2011-09-25","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  289",",,7","  117",",,7","  267",",,7,1700",,,,,,,,
"USC00424970","2011-09-26","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  267",",,7","  144",",,7","  250",",,7,1700",,,,,,,,
"USC00424970","2011-09-27","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  278",",,7","  117",",,7","  261",",,7,1700",,,,,,,,
"USC00424970","2011-09-28","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  283",",,7","  139",",,7","  267",",,7,1700",,,,,,,,
"USC00424970","2011-09-29","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  294",",,7","  139",",,7","  278",",,7,1700",,,,,,,,
"USC00424970","2011-09-30","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  289",",,7","  133",",,7","  278",",,7,1700",,,,,,,,
"USC00424970","2011-10-01","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  289",",,7","  133",",,7","  267",",,7,1700",,,,,,,,
"USC00424970","2011-10-02","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  267",",,7","  150",",,7","  217",",,7,1700",,,,,,,,
"USC00424970","2011-10-03","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  278",",,7","  128",",,7","  256",",,7,1700",,,,,,,,
"USC00424970","2011-10-04","41.0972","-111.9972","1359.4","LAYTON, UT US","   91",",,7,1700","    0",",,7","    0",",,7","  256",",,7","  133",",,7","  189",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-10-05","41.0972","-111.9972","1359.4","LAYTON, UT US","   41",",,7,1700","    0",",,7","    0",",,7","  189",",,7","  100",",,7","  100",",,7,1700",,,,,,,,
"USC00424970","2011-10-06","41.0972","-111.9972","1359.4","LAYTON, UT US","  226",",,7,1700","    0",",,7","    0",",,7","  117",",,7","   28",",,7","   56",",,7,1700",,,"    1",",,7","    1",",,7",,
"USC00424970","2011-10-07","41.0972","-111.9972","1359.4","LAYTON, UT US","   43",",,7,1700","    0",",,7","    0",",,7","   67",",,7","   39",",,7","   61",",,7,1700",,,"    1",",,7",,,,
"USC00424970","2011-10-08","41.0972","-111.9972","1359.4","LAYTON, UT US","   10",",,7,1700","    0",",,7","    0",",,7","  128",",,7","   44",",,7","  111",",,7,1700",,,,,,,,
"USC00424970","2011-10-09","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  150",",,7","   22",",,7","  139",",,7,1700",,,,,,,,
"USC00424970","2011-10-10","41.0972","-111.9972","1359.4","LAYTON, UT US","    0",",,7,1700","    0",",,7","    0",",,7","  167",",,7","   33",",,7","  150",",,7,1700",,,,,,,,
