"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00240821","1950-05-18","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","  140",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-19","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-20","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-21","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-22","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-23","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-24","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-25","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-26","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-27","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-28","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-29","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-30","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-31","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-09-01","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  361",",,0","   56",",,0",,,,,,,,,"  111",",,0",,,,,,,,,,,,
"USC00240821","1950-09-02","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  350",",,0","   56",",,0",,,,,,,,,"  161",",,0",,,,,,,,,,,,
"USC00240821","1950-09-03","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  383",",,0","  100",",,0",,,,,,,,,"  272",",,0",,,,,,,,,,,,
"USC00240821","1950-09-04","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  378",",,0","  100",",,0",,,,,,,,,"  267",",,0",,,,,,,,,,,,
"USC00240821","1950-09-05","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  344",",,0","   83",",,0",,,,,,,,,"  283",",,0",,,,,,,,,,,,
"USC00240821","1950-09-06","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  367",",,0","   83",",,0",,,,,,,,,"  211",",,0",,,,,,,,,,,,
"USC00240821","1950-09-07","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","   89",",,0",,,,,,,,,"  156",",,0",,,,,,,,,,,,
"USC00240821","1950-09-08","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","   56",",,0",,,,,,,,,"  183",",,0",,,,,,,,,,,,
"USC00240821","1950-09-09","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","   83",",,0",,,,,,,,,"   89",",,0",,,,,,,,,,,,
"USC00240821","1950-09-10","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","   56",",,0",,,,,,,,,"   83",",,0",,,,,,,,,,,,
"USC00240821","1950-09-11","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","    0",",,0","  122",",,0","   28",",,0",,,,,,,,,"   56",",,0",,,,,,,,,,,,
"USC00240821","1950-09-12","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   38",",,0","    0",",,0","    0",",,0","  117",",,0","  -11",",,0",,,,,,,,,"   44",",,0",,,,,,,,,,,,
"USC00240821","1950-09-13","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","    0",",,0","  139",",,0","  -39",",,0",,,,,,,,,"   72",",,0",,,,,,,,,,,,
"USC00240821","1950-09-14","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","    0",",,0","  106",",,0","   44",",,0",,,,,,,,,"   61",",,0",,,,,,,,,,,,
"USC00240821","1950-09-15","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  111",",,0","    0",",,0",,,,,,,,,"   50",",,0",,,,,,,,,,,,
"USC00240821","1950-09-16","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  183",",,0","  -22",",,0",,,,,,,,,"   72",",,0",,,,,,,,,,,,
"USC00240821","1950-09-17","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  211",",,0","  -11",",,0",,,,,,,,,"  106",",,0",,,,,,,,,,,,
"USC00240821","1950-09-18","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  194",",,0","  -17",",,0",,,,,,,,,"   67",",,0",,,,,,,,,,,,
"USC00240821","1950-09-19","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","    0",",,0","  272",",,0","   39",",,0",,,,,,,,,"  156",",,0",,,,,,,,,,,,
"USC00240821","1950-09-20","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   91",",,0","    0",",,0","    0",",,0","  233",",,0","   17",",,0",,,,,,,,,"  100",",,0",,,,,,,,,,,,
"USC00240821","1950-09-21","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","    0",",,0","  283",",,0","   44",",,0",,,,,,,,,"  161",",,0",,,,,,,,,,,,
"USC00240821","1950-09-22","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","   33",",,0",,,,,,,,,"  111",",,0",,,,,,,,,,,,
"USC00240821","1950-09-23","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","   17",",,0",,,,,,,,,"  100",",,0",,,,,,,,,,,,
"USC00240821","1950-09-24","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0","   28",",,0",,,,,,,,,"  111",",,0",,,,,,,,,,,,
"USC00240821","1950-09-25","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  289",",,0","   22",",,0",,,,,,,,,"  156",",,0",,,,,,,,,,,,
"USC00240821","1950-09-26","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","   -6",",,0",,,,,,,,,"  133",",,0",,,,,,,,,,,,
"USC00240821","1950-09-27","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","   28",",,0",,,,,,,,,"   44",",,0",,,,,,,,,,,,
"USC00240821","1950-09-28","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","  -22",",,0",,,,,,,,,"   56",",,0",,,,,,,,,,,,
"USC00240821","1950-09-29","45.28333","-106.35","915.0","BIRNEY 7 E, MT US",,,,,,,"  167",",,0","  -17",",,0",,,,,,,,,"   -6",",,0",,,,,,,,,,,,
"USC00240821","1950-09-30","45.28333","-106.35","915.0","BIRNEY 7 E, MT US",,,,,,,"   78",",,0","  -17",",,0","    2",",,0","    2",",,0","  193",",,0","  114",",,0","   28",",,0",,,,,,,,,,,,
"USC00240821","1950-10-01","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0","T,,0",,,"   44",",,0","  -28",",,0",,,,,,,,,"  -11",",,0",,,,,,,,,,,,
"USC00240821","1950-10-02","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0","T,,0",,,"   39",",,0","  -67",",,0",,,,,,,,,"   11",",,0",,,,,,,,,,,,
"USC00240821","1950-10-03","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","   83",",,0","  -17",",,0",,,,,,,,,"    0",",,0",,,,,,,,,,,,
"USC00240821","1950-10-04","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","  -67",",,0",,,,,,,,,"  100",",,0",,,,,,,,,,,,
"USC00240821","1950-10-05","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","    0",",,0",,,,,,,,,"   94",",,0",,,,,,,,,,,,
"USC00240821","1950-10-06","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","   61",",,0",,,,,,,,,"  100",",,0",,,,,,,,,"    1",",,0",,
"USC00240821","1950-10-07","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  178",",,0","   22",",,0",,,,,,,,,"   44",",,0",,,,,,,,,,,,
"USC00240821","1950-10-08","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  256",",,0","  -28",",,0",,,,,,,,,"  106",",,0",,,,,,,,,,,,
"USC00240821","1950-10-09","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","  -44",",,0",,,,,,,,,"  156",",,0",,,,,,,,,,,,
"USC00240821","1950-10-10","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  233",",,0","  -11",",,0",,,,,,,,,"  100",",,0",,,,,,,,,,,,
"USC00240821","1950-10-11","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  294",",,0","   44",",,0",,,,,,,,,"  111",",,0",,,,,,,,,,,,
"USC00240821","1950-10-12","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","   39",",,0",,,,,,,,,"  100",",,0",,,,,,,,,,,,
"USC00240821","1950-10-13","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","   28",",,0",,,,,,,,,"  122",",,0",,,,,,,,,,,,
"USC00240821","1950-10-14","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","   22",",,0",,,,,,,,,"   56",",,0",,,,,,,,,,,,
"USC00240821","1950-10-15","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","    0",",,0","  139",",,0","   44",",,0",,,,,,,,,"  100",",,0",,,,,,,,,,,,
"USC00240821","1950-10-16","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","   22",",,0",,,,,,,,,"  167",",,0",,,,,,,,,,,,
"USC00240821","1950-10-17","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","   -6",",,0",,,,,,,,,"   83",",,0",,,,,,,,,,,,
"USC00240821","1950-10-18","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","  -56",",,0",,,,,,,,,"  100",",,0",,,,,,,,,,,,
"USC00240821","1950-10-19","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  239",",,0","  -17",",,0",,,,,,,,,"   94",",,0",,,,,,,,,,,,
"USC00240821","1950-10-20","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","   11",",,0",,,,,,,,,"   67",",,0",,,,,,,,,,,,
"USC00240821","1950-10-21","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","   83",",,0","   17",",,0",,,,,,,,,"   56",",,0",,,,,,,,,,,,
"USC00240821","1950-10-22","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  178",",,0","  -61",",,0",,,,,,,,,"   44",",,0",,,,,,,,,,,,
"USC00240821","1950-10-23","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","  -50",",,0",,,,,,,,,"   61",",,0",,,,,,,,,,,,
"USC00240821","1950-10-24","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","  -67",",,0",,,,,,,,,"   56",",,0",,,,,,,,,,,,
"USC00240821","1950-10-25","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  233",",,0","  -11",",,0",,,,,,,,,"   83",",,0",,,,,,,,,,,,
"USC00240821","1950-10-26","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","   -6",",,0",,,,,,,,,"   61",",,0",,,,,,,,,,,,
"USC00240821","1950-10-27","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","  -44",",,0",,,,,,,,,"  167",",,0",,,,,,,,,,,,
"USC00240821","1950-10-28","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  194",",,0","  -11",",,0",,,,,,,,,"  100",",,0",,,,,,,,,,,,
"USC00240821","1950-10-29","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","   11",",,0",,,,,,,,,"  150",",,0",,,,,,,,,,,,
"USC00240821","1950-10-30","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","    6",",,0",,,,,,,,,"  161",",,0",,,,,,,,,,,,
"USC00240821","1950-10-31","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","   17",",,0",,,,,,,,,"   22",",,0",,,,,,,,,,,,
"USC00240821","1950-11-01","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","   72",",,0","  -72",",,0",,,,,,,,,"   39",",,0",,,,,,,,,,,,
"USC00240821","1950-11-02","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","   94",",,0"," -122",",,0",,,,,,,,,"   22",",,0",,,,,,,,,,,,
"USC00240821","1950-11-03","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","  -17",",,0",,,,,,,,,"   44",",,0",,,,,,,,,,,,
"USC00240821","1950-11-04","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","    0",",,0",,,,,,,,,"  122",",,0",,,,,,,,,,,,
"USC00240821","1950-11-05","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,
"USC00240821","1950-11-06","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","  122",",,0","  -72",",,0",,,,,,,,,"   39",",,0",,,,,,,,,,,,
"USC00240821","1950-11-07","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","   56",",,0","  -44",",,0",,,,,,,,,"   22",",,0",,,,,,,"    1",",,0",,,,
"USC00240821","1950-11-08","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   81",",,0","   51",",,0",,,"   22",",,0","  -94",",,0",,,,,,,,,"  -67",",,0",,,,,,,,,,,,
"USC00240821","1950-11-09","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   50",",,0"," -167",",,0",,,,,,,,,"  -72",",,0",,,,,,,,,,,,
"USC00240821","1950-11-10","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   17",",,0"," -189",",,0",,,,,,,,,"  -94",",,0",,,,,,,,,,,,
"USC00240821","1950-11-11","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  -33",",,0"," -178",",,0",,,,,,,,,"  -78",",,0",,,,,,,,,,,,
"USC00240821","1950-11-12","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   39",",,0"," -111",",,0",,,,,,,,,"  -67",",,0",,,,,,,,,,,,
"USC00240821","1950-11-13","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   50",",,0"," -139",",,0",,,,,,,,,"  -56",",,0",,,,,,,,,,,,
"USC00240821","1950-11-14","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   78",",,0","  -56",",,0",,,,,,,,,"  -11",",,0",,,,,,,,,,,,
"USC00240821","1950-11-15","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  106",",,0","  -72",",,0",,,,,,,,,"   39",",,0",,,,,,,,,,,,
"USC00240821","1950-11-16","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   56",",,0","  -94",",,0",,,,,,,,,"  -61",",,0",,,,,,,,,,,,
"USC00240821","1950-11-17","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   67",",,0","  -61",",,0",,,,,,,,,"  -44",",,0",,,,,,,,,,,,
"USC00240821","1950-11-18","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   15",",,0",,,,,"   39",",,0"," -117",",,0",,,,,,,,," -111",",,0",,,,,,,"    1",",,0",,,,
"USC00240821","1950-11-19","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   78",",,0"," -128",",,0",,,,,,,,,"  -67",",,0",,,,,,,,,,,,
"USC00240821","1950-11-20","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   56",",,0"," -178",",,0",,,,,,,,,"   -6",",,0",,,,,,,,,,,,
"USC00240821","1950-11-21","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  111",",,0","  -67",",,0",,,,,,,,,"   50",",,0",,,,,,,,,"    1",",,0",,
"USC00240821","1950-11-22","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  111",",,0"," -178",",,0",,,,,,,,," -178",",,0",,,,,,,"    1",",,0",,,,
"USC00240821","1950-11-23","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  -11",",,0"," -289",",,0",,,,,,,,,"  -67",",,0",,,,,,,,,,,,
"USC00240821","1950-11-24","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  106",",,0"," -217",",,0",,,,,,,,,"    0",",,0",,,,,,,,,,,,
"USC00240821","1950-11-25","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  128",",,0","  -61",",,0",,,,,,,,,"   28",",,0",,,,,,,,,,,,
"USC00240821","1950-11-26","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  150",",,0","  -39",",,0",,,,,,,,,"   33",",,0",,,,,,,,,,,,
"USC00240821","1950-11-27","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  156",",,0","  -11",",,0",,,,,,,,,"   50",",,0",,,,,,,,,,,,
"USC00240821","1950-11-28","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  122",",,0","  -61",",,0",,,,,,,,,"   11",",,0",,,,,,,,,,,,
"USC00240821","1950-11-29","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   72",",,0","  -83",",,0",,,,,,,,,"   -6",",,0",,,,,,,,,,,,
"USC00240821","1950-11-30","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0","T,,0",,,"   44",",,0","  -89",",,0",,,,,,,,,"  -22",",,0",,,,,,,,,,,,
"USC00240821","1950-12-01","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"    0",",,0"," -178",",,0",,,,,,,,,"  -94",",,0",,,,,,,,,,,,
"USC00240821","1950-12-02","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   11",",,0"," -189",",,0",,,,,,,,," -111",",,0",,,,,,,,,,,,
"USC00240821","1950-12-03","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   44",",,0"," -161",",,0",,,,,,,,,"  -11",",,0",,,,,,,,,,,,
"USC00240821","1950-12-04","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  -11",",,0"," -128",",,0",,,,,,,,," -128",",,0",,,,,,,,,,,,
"USC00240821","1950-12-05","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  -44",",,0"," -322",",,0",,,,,,,,," -189",",,0",,,,,,,,,,,,
"USC00240821","1950-12-06","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  -67",",,0"," -272",",,0",,,,,,,,," -111",",,0",,,,,,,,,,,,
"USC00240821","1950-12-07","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   30",",,0","   30",",,0",,,"  -22",",,0"," -111",",,0",,,,,,,,,"  -44",",,0",,,,,,,,,,,,
"USC00240821","1950-12-08","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   44",",,0"," -128",",,0",,,,,,,,,"  -28",",,0",,,,,,,,,,,,
"USC00240821","1950-12-09","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   50",",,0"," -139",",,0",,,,,,,,,"  -39",",,0",,,,,,,,,,,,
"USC00240821","1950-12-10","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   44",",,0","  -83",",,0",,,,,,,,,"  -28",",,0",,,,,,,,,,,,
"USC00240821","1950-12-11","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   67",",,0","  -56",",,0",,,,,,,,,"   22",",,0",,,,,,,,,,,,
"USC00240821","1950-12-12","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   61",",,0","  -22",",,0",,,,,,,,,"  -11",",,0",,,,,,,,,,,,
"USC00240821","1950-12-13","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   17",",,0"," -111",",,0",,,,,,,,,"   -6",",,0",,,,,,,,,,,,
"USC00240821","1950-12-14","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   39",",,0"," -128",",,0",,,,,,,,,"  -72",",,0",,,,,,,,,,,,
"USC00240821","1950-12-15","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   67",",,0","  -78",",,0",,,,,,,,,"   -6",",,0",,,,,,,,,,,,
"USC00240821","1950-12-16","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   61",",,0","  -61",",,0",,,,,,,,,"  -11",",,0",,,,,,,,,,,,
"USC00240821","1950-12-17","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   56",",,0","  -11",",,0",,,,,,,,,"   17",",,0",,,,,,,,,,,,
"USC00240821","1950-12-18","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   39",",,0","  -72",",,0",,,,,,,,,"  -11",",,0",,,,,,,,,,,,
"USC00240821","1950-12-19","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   22",",,0","  -61",",,0",,,,,,,,,"  -11",",,0",,,,,,,,,,,,
"USC00240821","1950-12-20","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   72",",,0","  -44",",,0",,,,,,,,,"    6",",,0",,,,,,,,,,,,
"USC00240821","1950-12-21","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   89",",,0","  -50",",,0",,,,,,,,,"    0",",,0",,,,,,,,,,,,
"USC00240821","1950-12-22","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  111",",,0","    0",",,0",,,,,,,,,"   56",",,0",,,,,,,,,,,,
"USC00240821","1950-12-23","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   61",",,0","  -33",",,0",,,,,,,,,"  -11",",,0",,,,,,,,,,,,
"USC00240821","1950-12-24","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   78",",,0","  -11",",,0",,,,,,,,,"   22",",,0",,,,,,,,,,,,
"USC00240821","1950-12-25","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   50",",,0","  -39",",,0",,,,,,,,,"   39",",,0",,,,,,,,,"    1",",,0",,
"USC00240821","1950-12-26","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   39",",,0","  -56",",,0",,,,,,,,,"  -11",",,0",,,,,,,,,,,,
