"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00462488","1948-09-20","39.15","-80.4","326.1","DUCK CREEK, WV US","    3",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-09-21","39.15","-80.4","326.1","DUCK CREEK, WV US","  191",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-09-22","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-09-23","39.15","-80.4","326.1","DUCK CREEK, WV US","   20",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-09-24","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-09-25","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-09-26","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-09-27","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-09-28","39.15","-80.4","326.1","DUCK CREEK, WV US","   33",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-09-29","39.15","-80.4","326.1","DUCK CREEK, WV US","   38",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-09-30","39.15","-80.4","326.1","DUCK CREEK, WV US","   13",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-01","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-02","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-03","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-04","39.15","-80.4","326.1","DUCK CREEK, WV US","   33",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-05","39.15","-80.4","326.1","DUCK CREEK, WV US","   25",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-06","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-07","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-08","39.15","-80.4","326.1","DUCK CREEK, WV US","   38",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-09","39.15","-80.4","326.1","DUCK CREEK, WV US","   41",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-10","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-11","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-12","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-13","39.15","-80.4","326.1","DUCK CREEK, WV US","    3",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-14","39.15","-80.4","326.1","DUCK CREEK, WV US","   28",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-15","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-16","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-17","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-18","39.15","-80.4","326.1","DUCK CREEK, WV US","  249",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-19","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-20","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-21","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-22","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-23","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-24","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-25","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-26","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-27","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-28","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-29","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-30","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-10-31","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-01","39.15","-80.4","326.1","DUCK CREEK, WV US","  117",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-02","39.15","-80.4","326.1","DUCK CREEK, WV US","    5",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-03","39.15","-80.4","326.1","DUCK CREEK, WV US","   15",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-04","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-05","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-06","39.15","-80.4","326.1","DUCK CREEK, WV US","    5",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-07","39.15","-80.4","326.1","DUCK CREEK, WV US","   25",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-08","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-09","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-10","39.15","-80.4","326.1","DUCK CREEK, WV US","   51",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-11","39.15","-80.4","326.1","DUCK CREEK, WV US","   25",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-12","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-13","39.15","-80.4","326.1","DUCK CREEK, WV US","   66",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-14","39.15","-80.4","326.1","DUCK CREEK, WV US","    8",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-15","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-16","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-17","39.15","-80.4","326.1","DUCK CREEK, WV US","   10",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-18","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-19","39.15","-80.4","326.1","DUCK CREEK, WV US","   33",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-20","39.15","-80.4","326.1","DUCK CREEK, WV US","   71",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-21","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-22","39.15","-80.4","326.1","DUCK CREEK, WV US","   46",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-23","39.15","-80.4","326.1","DUCK CREEK, WV US","   51",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-24","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-25","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-26","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-27","39.15","-80.4","326.1","DUCK CREEK, WV US","  104",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-28","39.15","-80.4","326.1","DUCK CREEK, WV US","   46",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-29","39.15","-80.4","326.1","DUCK CREEK, WV US","  208",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-11-30","39.15","-80.4","326.1","DUCK CREEK, WV US","    5",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-01","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-02","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-03","39.15","-80.4","326.1","DUCK CREEK, WV US","   89",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-04","39.15","-80.4","326.1","DUCK CREEK, WV US","   46",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-05","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-06","39.15","-80.4","326.1","DUCK CREEK, WV US","   89",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-07","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-08","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-09","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-10","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-11","39.15","-80.4","326.1","DUCK CREEK, WV US","   13",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-12","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-13","39.15","-80.4","326.1","DUCK CREEK, WV US","    5",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-14","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-15","39.15","-80.4","326.1","DUCK CREEK, WV US","  381",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-16","39.15","-80.4","326.1","DUCK CREEK, WV US","  348",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-17","39.15","-80.4","326.1","DUCK CREEK, WV US","  102",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-18","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-19","39.15","-80.4","326.1","DUCK CREEK, WV US","  119",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-20","39.15","-80.4","326.1","DUCK CREEK, WV US","   53",",,0","   13",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-21","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-22","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-23","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-24","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-25","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-26","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-27","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-28","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-29","39.15","-80.4","326.1","DUCK CREEK, WV US","   23",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-30","39.15","-80.4","326.1","DUCK CREEK, WV US","   89",",,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1948-12-31","39.15","-80.4","326.1","DUCK CREEK, WV US","   18",",,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-01","39.15","-80.4","326.1","DUCK CREEK, WV US","    3",",,0","    5",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-02","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-03","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-04","39.15","-80.4","326.1","DUCK CREEK, WV US","   13",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-05","39.15","-80.4","326.1","DUCK CREEK, WV US","   89",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-06","39.15","-80.4","326.1","DUCK CREEK, WV US","   94",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-07","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-08","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-09","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-10","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-11","39.15","-80.4","326.1","DUCK CREEK, WV US","   64",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-12","39.15","-80.4","326.1","DUCK CREEK, WV US","  137",",,0","   64",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-13","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-14","39.15","-80.4","326.1","DUCK CREEK, WV US","    8",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-15","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-16","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-17","39.15","-80.4","326.1","DUCK CREEK, WV US","   25",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-18","39.15","-80.4","326.1","DUCK CREEK, WV US","   30",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-19","39.15","-80.4","326.1","DUCK CREEK, WV US","   15",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-20","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-21","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-22","39.15","-80.4","326.1","DUCK CREEK, WV US","  180",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-23","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-24","39.15","-80.4","326.1","DUCK CREEK, WV US","  213",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-25","39.15","-80.4","326.1","DUCK CREEK, WV US","   56",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-26","39.15","-80.4","326.1","DUCK CREEK, WV US","  203",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-27","39.15","-80.4","326.1","DUCK CREEK, WV US","   41",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-28","39.15","-80.4","326.1","DUCK CREEK, WV US","  114",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-29","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-30","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-01-31","39.15","-80.4","326.1","DUCK CREEK, WV US","  140",",,0","   13",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-01","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-02","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-03","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-04","39.15","-80.4","326.1","DUCK CREEK, WV US","   97",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-05","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-06","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-07","39.15","-80.4","326.1","DUCK CREEK, WV US","   38",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-08","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-09","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-10","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-11","39.15","-80.4","326.1","DUCK CREEK, WV US","   13",",,0","   13",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-12","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-13","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-14","39.15","-80.4","326.1","DUCK CREEK, WV US","  254",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-15","39.15","-80.4","326.1","DUCK CREEK, WV US","   13",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-16","39.15","-80.4","326.1","DUCK CREEK, WV US","  145",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-17","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-18","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-19","39.15","-80.4","326.1","DUCK CREEK, WV US","   15",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-20","39.15","-80.4","326.1","DUCK CREEK, WV US","  180",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-21","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-22","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-23","39.15","-80.4","326.1","DUCK CREEK, WV US","  132",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-24","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-25","39.15","-80.4","326.1","DUCK CREEK, WV US","   51",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-26","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-27","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-02-28","39.15","-80.4","326.1","DUCK CREEK, WV US","  102",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-03-01","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,0","    8",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-03-02","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-03-03","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1949-03-04","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
