"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00217009","1954-04-22","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  122",",,6","    0",",,6"
"USC00217009","1954-04-23","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    5",",,6","    0",",,6","    0",",,6","  161",",,6","   50",",,6"
"USC00217009","1954-04-24","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   18",",,6","    0",",,6","    0",",,6","  183",",,6","  117",",,6"
"USC00217009","1954-04-25","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   25",",,6","    0",",,6","    0",",,6","  133",",,6","  100",",,6"
"USC00217009","1954-04-26","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  140",",,6","    0",",,6","    0",",,6","  250",",,6","  111",",,6"
"USC00217009","1954-04-27","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   64",",,6","    0",",,6","    0",",,6","  117",",,6","   44",",,6"
"USC00217009","1954-04-28","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  139",",,6","   33",",,6"
"USC00217009","1954-04-29","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  133",",,6","   67",",,6"
"USC00217009","1954-04-30","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  340",",,6","    0",",,6",,,"  161",",,6","   67",",,6"
"USC00217009","1954-05-01","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    8",",,6","    0",",,6","    0",",,6","   78",",,6","   39",",,6"
"USC00217009","1954-05-02","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  264",",,6","   18",",,6","    0",",,6","   72",",,6","  -11",",,6"
"USC00217009","1954-05-03","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","   25",",,6","   17",",,6","  -33",",,6"
"USC00217009","1954-05-04","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","   78",",,6","  -11",",,6"
"USC00217009","1954-05-05","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  106",",,6","    0",",,6"
"USC00217009","1954-05-06","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  117",",,6","    0",",,6"
"USC00217009","1954-05-07","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   10",",,6","    0","T,,6","    0",",,6","   78",",,6","  -11",",,6"
"USC00217009","1954-05-08","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   15",",,6","    0","T,,6","    0",",,6","   83",",,6","    6",",,6"
"USC00217009","1954-05-09","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  128",",,6","   17",",,6"
"USC00217009","1954-05-10","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  161",",,6","   61",",,6"
"USC00217009","1954-05-11","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  161",",,6","   50",",,6"
"USC00217009","1954-05-12","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  200",",,6","   28",",,6"
"USC00217009","1954-05-13","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  228",",,6","   28",",,6"
"USC00217009","1954-05-14","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  239",",,6","   67",",,6"
"USC00217009","1954-05-15","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    8",",,6","    0",",,6","    0",",,6","  256",",,6","  128",",,6"
"USC00217009","1954-05-16","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  194",",,6","   83",",,6"
"USC00217009","1954-05-17","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  178",",,6","   50",",,6"
"USC00217009","1954-05-18","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  172",",,6","   28",",,6"
"USC00217009","1954-05-19","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  161",",,6","   28",",,6"
"USC00217009","1954-05-20","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  211",",,6","  -11",",,6"
"USC00217009","1954-05-21","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  194",",,6","  106",",,6"
"USC00217009","1954-05-22","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  261",",,6","  111",",,6"
"USC00217009","1954-05-23","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   74",",,6","    0",",,6","    0",",,6","  289",",,6","  139",",,6"
"USC00217009","1954-05-24","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    8",",,6","    0",",,6","    0",",,6","  178",",,6","   89",",,6"
"USC00217009","1954-05-25","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  200",",,6","   44",",,6"
"USC00217009","1954-05-26","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  107",",,6","    0",",,6","    0",",,6","  161",",,6","   67",",,6"
"USC00217009","1954-05-27","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  135",",,6","    0",",,6","    0",",,6","  211",",,6","   89",",,6"
"USC00217009","1954-05-28","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  112",",,6","    0",",,6","    0",",,6","  183",",,6","  100",",,6"
"USC00217009","1954-05-29","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  194",",,6","   72",",,6"
"USC00217009","1954-05-30","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  239",",,6","   78",",,6"
"USC00217009","1954-05-31","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","P,,6",,,,,"  233",",,6","  161",",,6"
"USC00217009","1954-06-01","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  156",",,6","   78",",,6"
"USC00217009","1954-06-02","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  172",",,6","   61",",,6"
"USC00217009","1954-06-03","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   89",",,6","    0",",,6","    0",",,6","  156",",,6","   78",",,6"
"USC00217009","1954-06-04","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    3",",,6","    0",",,6","    0",",,6","  194",",,6","   39",",,6"
"USC00217009","1954-06-05","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  217",",,6","   44",",,6"
"USC00217009","1954-06-06","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  267",",,6","  128",",,6"
"USC00217009","1954-06-07","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  256",",,6","  133",",,6"
"USC00217009","1954-06-08","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  283",",,6","  128",",,6"
"USC00217009","1954-06-09","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  294",",,6","  189",",,6"
"USC00217009","1954-06-10","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   41",",,6","    0",",,6","    0",",,6","  289",",,6","  194",",,6"
"USC00217009","1954-06-11","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  322",",,6","  217",",,6"
"USC00217009","1954-06-12","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  317",",,6","  178",",,6"
"USC00217009","1954-06-13","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    3",",,6","    0",",,6","    0",",,6","  306",",,6","  161",",,6"
"USC00217009","1954-06-14","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  107",",,6","    0",",,6","    0",",,6","  322",",,6","  189",",,6"
"USC00217009","1954-06-15","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  135",",,6","    0",",,6","    0",",,6","  278",",,6","  183",",,6"
"USC00217009","1954-06-16","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  150",",,6","    0",",,6","    0",",,6","  278",",,6","  172",",,6"
"USC00217009","1954-06-17","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  300",",,6","  161",",,6"
"USC00217009","1954-06-18","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   10",",,6","    0","T,,6","    0",",,6","  250",",,6","  172",",,6"
"USC00217009","1954-06-19","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  612",",,6","    0",",,6","    0",",,6","  267",",,6","  172",",,6"
"USC00217009","1954-06-20","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   64",",,6","    0",",,6","    0",",,6","  283",",,6","  183",",,6"
"USC00217009","1954-06-21","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   81",",,6","    0","T,,6","    0",",,6","  228",",,6","  167",",,6"
"USC00217009","1954-06-22","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   64",",,6","    0",",,6","    0",",,6","  244",",,6","  139",",,6"
"USC00217009","1954-06-23","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  289",",,6","  106",",,6"
"USC00217009","1954-06-24","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  344",",,6","  217",",,6"
"USC00217009","1954-06-25","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  328",",,6","  228",",,6"
"USC00217009","1954-06-26","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  289",",,6","  206",",,6"
"USC00217009","1954-06-27","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  267",",,6","  178",",,6"
"USC00217009","1954-06-28","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   33",",,6","    0",",,6","    0",",,6","  306",",,6","  172",",,6"
"USC00217009","1954-06-29","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  124",",,6","    0",",,6","    0",",,6","  306",",,6","  200",",,6"
"USC00217009","1954-06-30","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   76",",,6","    0",",,6",,,"  239",",,6","  150",",,6"
"USC00217009","1954-07-01","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  250",",,6","  117",",,6"
"USC00217009","1954-07-02","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  294",",,6","  156",",,6"
"USC00217009","1954-07-03","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   53",",,6","    0",",,6","    0",",,6","  283",",,6","  150",",,6"
"USC00217009","1954-07-04","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  283",",,6","  172",",,6"
"USC00217009","1954-07-05","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  289",",,6","  150",",,6"
"USC00217009","1954-07-06","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  356",",,6","  161",",,6"
"USC00217009","1954-07-07","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   38",",,6","    0",",,6","    0",",,6","  256",",,6","  167",",,6"
"USC00217009","1954-07-08","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  267",",,6","  156",",,6"
"USC00217009","1954-07-09","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  267",",,6","  156",",,6"
"USC00217009","1954-07-10","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   15",",,6","    0",",,6","    0",",,6","  283",",,6","  183",",,6"
"USC00217009","1954-07-11","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   18",",,6","    0",",,6","    0",",,6","  328",",,6","  183",",,6"
"USC00217009","1954-07-12","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  311",",,6","  189",",,6"
"USC00217009","1954-07-13","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  339",",,6","  178",",,6"
"USC00217009","1954-07-14","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  267",",,6","  172",",,6"
"USC00217009","1954-07-15","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  294",",,6","  139",",,6"
"USC00217009","1954-07-16","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  294",",,6","  178",",,6"
"USC00217009","1954-07-17","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  311",",,6","  183",",,6"
"USC00217009","1954-07-18","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    8",",,6","    0",",,6","    0",",,6","  289",",,6","  167",",,6"
"USC00217009","1954-07-19","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  356",",,6","  144",",,6"
"USC00217009","1954-07-20","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  244",",,6","  200",",,6"
"USC00217009","1954-07-21","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    5",",,6","    0",",,6","    0",",,6","  278",",,6","  156",",,6"
"USC00217009","1954-07-22","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  294",",,6","  128",",,6"
"USC00217009","1954-07-23","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   10",",,6","    0",",,6","    0",",,6","  244",",,6","  139",",,6"
"USC00217009","1954-07-24","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    8",",,6","    0",",,6","    0",",,6","  294",",,6","  106",",,6"
"USC00217009","1954-07-25","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  322",",,6","  128",",,6"
"USC00217009","1954-07-26","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  256",",,6","  161",",,6"
"USC00217009","1954-07-27","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  317",",,6","  178",",,6"
"USC00217009","1954-07-28","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    5",",,6","    0",",,6","    0",",,6","  261",",,6","  183",",,6"
"USC00217009","1954-07-29","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  311",",,6","  161",",,6"
"USC00217009","1954-07-30","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  294",",,6","  150",",,6"
"USC00217009","1954-07-31","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  185",",,6","    0",",,6","    0",",,6",,,"  144",",,6"
"USC00217009","1954-08-01","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  283",",,6","  122",",,6"
"USC00217009","1954-08-02","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  250",",,6","  144",",,6"
"USC00217009","1954-08-03","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US",,,"    0",",,6","    0",",,6","  267",",,6","  106",",,6"
"USC00217009","1954-08-04","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  256",",,6","  128",",,6"
"USC00217009","1954-08-05","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  239",",,6","  128",",,6"
"USC00217009","1954-08-06","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  267",",,6","  106",",,6"
"USC00217009","1954-08-07","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  250",",,6","  122",",,6"
"USC00217009","1954-08-08","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  272",",,6","  144",",,6"
"USC00217009","1954-08-09","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  124",",,6","    0",",,6","    0",",,6","  278",",,6","  139",",,6"
"USC00217009","1954-08-10","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  239",",,6","  122",",,6"
"USC00217009","1954-08-11","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  239",",,6","   83",",,6"
"USC00217009","1954-08-12","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  256",",,6","   78",",,6"
"USC00217009","1954-08-13","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  244",",,6","  111",",,6"
"USC00217009","1954-08-14","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  278",",,6","  172",",,6"
"USC00217009","1954-08-15","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  322",",,6","  139",",,6"
"USC00217009","1954-08-16","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   76",",,6","    0",",,6","    0",",,6","  239",",,6","  161",",,6"
"USC00217009","1954-08-17","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  211",",,6","  111",",,6"
"USC00217009","1954-08-18","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  239",",,6","    0",",,6","    0",",,6","  267",",,6","  156",",,6"
"USC00217009","1954-08-19","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  283",",,6","  117",",,6"
"USC00217009","1954-08-20","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  300",",,6","  144",",,6"
"USC00217009","1954-08-21","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  250",",,6","  167",",,6"
"USC00217009","1954-08-22","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  206",",,6","    0",",,6","    0",",,6","  272",",,6","  156",",,6"
"USC00217009","1954-08-23","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  283",",,6","  194",",,6"
"USC00217009","1954-08-24","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  306",",,6","  178",",,6"
"USC00217009","1954-08-25","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  127",",,6","    0",",,6","    0",",,6","  250",",,6","  183",",,6"
"USC00217009","1954-08-26","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  155",",,6","    0",",,6","    0",",,6","  211",",,6","  167",",,6"
"USC00217009","1954-08-27","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   15",",,6","    0",",,6","    0",",,6","  239",",,6","  167",",,6"
"USC00217009","1954-08-28","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  294",",,6","  161",",,6"
"USC00217009","1954-08-29","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  256",",,6","  150",",,6"
"USC00217009","1954-08-30","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  217",",,6","  106",",,6"
"USC00217009","1954-08-31","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  250",",,6","   72",",,6"
"USC00217009","1954-09-01","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  300",",,6","  128",",,6"
"USC00217009","1954-09-02","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  244",",,6","  139",",,6"
"USC00217009","1954-09-03","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  206",",,6","   94",",,6"
"USC00217009","1954-09-04","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   28",",,6","    0",",,6","    0",",,6","  267",",,6","  150",",,6"
"USC00217009","1954-09-05","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   18",",,6","    0",",,6","    0",",,6","  244",",,6","  172",",,6"
"USC00217009","1954-09-06","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  283",",,6","  167",",,6"
"USC00217009","1954-09-07","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  167",",,6","  122",",,6"
"USC00217009","1954-09-08","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  194",",,6","  100",",,6"
"USC00217009","1954-09-09","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  127",",,6","    0",",,6","    0",",,6","  156",",,6","  117",",,6"
"USC00217009","1954-09-10","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  189",",,6","   83",",,6"
"USC00217009","1954-09-11","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  239",",,6","   61",",,6"
"USC00217009","1954-09-12","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    5",",,6","    0",",,6","    0",",,6","  233",",,6","  156",",,6"
"USC00217009","1954-09-13","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  175",",,6","    0",",,6","    0",",,6","  183",",,6","  133",",,6"
"USC00217009","1954-09-14","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  133",",,6","   94",",,6"
"USC00217009","1954-09-15","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  144",",,6","  111",",,6"
"USC00217009","1954-09-16","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  127",",,6","    0",",,6","    0",",,6","  144",",,6","  111",",,6"
"USC00217009","1954-09-17","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  107",",,6","    0",",,6","    0",",,6","  189",",,6","  133",",,6"
"USC00217009","1954-09-18","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   71",",,6","    0",",,6","    0",",,6","  278",",,6","  144",",,6"
"USC00217009","1954-09-19","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  217",",,6","   72",",,6"
"USC00217009","1954-09-20","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  256",",,6","   67",",,6"
"USC00217009","1954-09-21","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  144",",,6","   44",",,6"
"USC00217009","1954-09-22","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  161",",,6","   11",",,6"
"USC00217009","1954-09-23","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  211",",,6","   33",",,6"
"USC00217009","1954-09-24","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  217",",,6","  111",",,6"
"USC00217009","1954-09-25","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  244",",,6","   50",",,6"
"USC00217009","1954-09-26","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  239",",,6","   83",",,6"
"USC00217009","1954-09-27","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  250",",,6","   89",",,6"
"USC00217009","1954-09-28","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  109",",,6","    0",",,6","    0",",,6","  172",",,6","   83",",,6"
"USC00217009","1954-09-29","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   13",",,6","    0",",,6","    0",",,6","  206",",,6","  128",",,6"
"USC00217009","1954-09-30","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  104",",,6","    0",",,6","    0",",,6","  128",",,6","   61",",,6"
"USC00217009","1954-10-01","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   43",",,6","    0",",,6","    0",",,6","  144",",,6","   33",",,6"
"USC00217009","1954-10-02","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  128",",,6","   72",",,6"
"USC00217009","1954-10-03","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  147",",,6","    0",",,6","    0",",,6","  183",",,6","  122",",,6"
"USC00217009","1954-10-04","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    8",",,6","    0",",,6","    0",",,6","  133",",,6","   78",",,6"
