"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00013755","1947-03-25","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X",,,"  144",",,X","   33",",,X",,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1947-03-26","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0","T,,X",,,"   33",",,X","    6",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00013755","1947-03-27","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0","T,,X",,,"   50",",,X","  -11",",,X",,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X"
"USW00013755","1947-03-28","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   15",",,X","   15",",,X",,,"   50",",,X","   -6",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,"    1",",,X"
"USW00013755","1947-03-29","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  150",",,X","   11",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-03-30","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  133",",,X","   28",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-03-31","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"   72",",,X","   17",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-04-01","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X",,,"  117",",,X","   33",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1947-04-02","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   46",",,X","    0",",,X",,,"  150",",,X","  100",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-04-03","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  133",",,X","    0",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-04-04","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  106",",,X","   -6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-04-05","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    5",",,X","    0",",,X",,,"  172",",,X","   94",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-04-06","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    3",",,X","    0",",,X",,,"  261",",,X","  139",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-04-07","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  244",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-04-08","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  100",",,X","   33",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-04-09","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   53",",,X","    0",",,X",,,"  144",",,X","   78",",,X",,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1947-04-10","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  117",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-04-11","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  178",",,X","   94",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-04-12","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   20",",,X","    0",",,X",,,"  256",",,X","  133",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-04-13","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X",,,"  150",",,X","   94",",,X",,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1947-04-14","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   23",",,X","    0",",,X",,,"  117",",,X","   83",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-04-15","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  144",",,X","   89",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-04-16","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   53",",,X","    0",",,X",,,"  172",",,X","   83",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-04-17","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   30",",,X","    0",",,X",,,"  178",",,X","   72",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-04-18","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  183",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-04-19","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  211",",,X","  117",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-04-20","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  222",",,X","  128",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-04-21","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X",,,"  144",",,X","   56",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-04-22","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X",,,"   67",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1947-04-23","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  106",",,X","   33",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-04-24","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  183",",,X","   83",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-04-25","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X",,,"  183",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1947-04-26","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    3",",,X","    0",",,X",,,"  156",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1947-04-27","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  217",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-04-28","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X",,,"  117",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1947-04-29","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  139",",,X","   11",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-04-30","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X",,,"  194",",,X","  133",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-05-01","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X",,,,,"  217",",,X","  156",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-05-02","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  211",",,X","  144",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-05-03","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X",,,,,"  161",",,X","  111",",,X",,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1947-05-04","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   58",",,X","    0",",,X",,,"  194",",,X","  106",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-05-05","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    8",",,X","    0",",,X",,,"  189",",,X","  122",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-05-06","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  211",",,X","  122",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-05-07","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X",,,"  222",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-05-08","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  144",",,X","   44",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-05-09","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  133",",,X","   17",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-05-10","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  117",",,X","   28",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-05-11","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  194",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-05-12","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  239",",,X","  100",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-05-13","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  250",",,X","  167",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-05-14","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X",,,"  267",",,X","  100",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-05-15","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  117",",,X","  100",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-05-16","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X",,,"  144",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-05-17","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   10",",,X","    0",",,X",,,"  189",",,X","  117",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-05-18","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X",,,"  306",",,X","  156",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-05-19","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  261",",,X","  178",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-05-20","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  267",",,X","  194",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-05-21","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  228",",,X","  178",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-05-22","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    8",",,X","    0",",,X",,,"  228",",,X","  167",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-05-23","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  206",",,X","  144",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-05-24","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  233",",,X","  167",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-05-25","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    5",",,X","    0",",,X",,,"  222",",,X","  178",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-05-26","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   30",",,X","    0",",,X",,,"  206",",,X","  150",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1947-05-27","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  256",",,X","  144",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-05-28","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  222",",,X","  156",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-05-29","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  256",",,X","  194",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-05-30","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    3",",,X","    0",",,X",,,"  211",",,X","  128",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-05-31","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  194",",,X","   94",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-01","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","  128",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-02","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  244",",,X","  167",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-03","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X",,,"  272",",,X","  178",",,X",,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-06-04","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  200",",,X","  122",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1947-06-05","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  178",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-06","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X",,,"  278",",,X","  156",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-07","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  229",",,X","    0",",,X","    0",",,X","  278",",,X","  178",",,X",,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-06-08","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  274",",,X","    0",",,X",,,"  294",",,X","  178",",,X",,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-06-09","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X",,,"  217",",,X","  161",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1947-06-10","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  244",",,X","  161",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-11","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  272",",,X","  200",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-12","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  356",",,X","  233",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-13","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  239",",,X","  211",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-14","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  250",",,X","  222",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-15","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  228",",,X","  178",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-16","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  228",",,X","  172",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-17","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  239",",,X","  150",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-18","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  239",",,X","  167",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-19","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  244",",,X","  161",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-20","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  233",",,X","  156",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-21","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  194",",,X","  144",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-22","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  233",",,X","  106",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-23","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  228",",,X","  122",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-24","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  239",",,X","  100",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-25","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  294",",,X","  206",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-26","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  267",",,X","  194",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-27","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  256",",,X","  194",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-28","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  244",",,X","  211",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-29","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  256",",,X","  217",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-06-30","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  267",",,X","  211",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-01","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  289",",,X","  222",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-02","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  283",",,X","  211",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-03","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  239",",,X","  167",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-04","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  283",",,X","  172",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-05","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  272",",,X","  233",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-06","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  267",",,X","  217",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-07","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  256",",,X","  228",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-08","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  239",",,X","  200",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-09","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  250",",,X","  206",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-10","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  250",",,X","  217",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-11","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  233",",,X","  200",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-12","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  272",",,X","  189",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-13","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  300",",,X","  200",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-14","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  267",",,X","  222",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-15","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  261",",,X","  200",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-16","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  261",",,X","  206",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-17","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  267",",,X","  206",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-18","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  267",",,X","  217",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-19","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  272",",,X","  217",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-20","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  239",",,X","  206",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-21","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  244",",,X","  183",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-22","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  239",",,X","  194",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-23","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  256",",,X","  156",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-24","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  267",",,X","  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-25","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  272",",,X","  161",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-26","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  272",",,X","  161",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-27","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  289",",,X","  206",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-28","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  283",",,X","  217",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-29","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  278",",,X","  217",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013755","1947-07-30","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US",,,,,,,"  278",",,X","  222",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
