"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00502493","1917-10-03","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"   78",",,6","  -44",",,6","   28",",,6",,,,
"USC00502493","1917-10-04","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"   72",",,6","  -83",",,6","    6",",,6",,,,
"USC00502493","1917-10-05","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"   56",",,6","  -89",",,6","   33",",,6",,,,
"USC00502493","1917-10-06","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"   78",",,6","  -50",",,6","   44",",,6",,,,
"USC00502493","1917-10-07","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"   61",",,6","  -67",",,6","   33",",,6",,,,
"USC00502493","1917-10-08","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"  106",",,6","   39",",,6","   67",",,6",,,,
"USC00502493","1917-10-09","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"   78",",,6","    0",",,6","   50",",,6",,,,
"USC00502493","1917-10-10","63.6667","-145.9",,"DONNELLY, AK US","    3",",,6","    0",",,6",,,"   94",",,6","   44",",,6","   72",",,6",,,,
"USC00502493","1917-10-11","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"   72",",,6","  -61",",,6","   44",",,6",,,,
"USC00502493","1917-10-12","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"   83",",,6","   39",",,6","   44",",,6",,,,
"USC00502493","1917-10-13","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"   83",",,6","   22",",,6","   50",",,6",,,,
"USC00502493","1917-10-14","63.6667","-145.9",,"DONNELLY, AK US",,,"   51",",,6",,,"   72",",,6","  -22",",,6","  -17",",,6",,,"    1",",,6"
"USC00502493","1917-10-15","63.6667","-145.9",,"DONNELLY, AK US",,,"   51",",,6",,,"  -11",",,6","  -56",",,6","  -44",",,6",,,"    1",",,6"
"USC00502493","1917-10-16","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"   11",",,6",,,"    0",",,6",,,,
"USC00502493","1917-10-17","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"   17",",,6","  -56",",,6","  -33",",,6",,,,
"USC00502493","1917-10-18","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"  -11",",,6"," -111",",,6","  -56",",,6",,,,
"USC00502493","1917-10-19","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"  -39",",,6"," -150",",,6","  -67",",,6",,,,
"USC00502493","1917-10-20","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"  -56",",,6"," -200",",,6","  -94",",,6",,,,
"USC00502493","1917-10-21","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"   -6",",,6"," -139",",,6","  -67",",,6",,,,
"USC00502493","1917-10-22","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"   11",",,6"," -200",",,6","  -11",",,6",,,,
"USC00502493","1917-10-23","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"  -11",",,6"," -200",",,6"," -111",",,6",,,,
"USC00502493","1917-10-24","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"  -94",",,6"," -194",",,6"," -117",",,6",,,,
"USC00502493","1917-10-25","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"  -61",",,6"," -156",",,6","  -72",",,6",,,"    1",",,6"
"USC00502493","1917-10-26","63.6667","-145.9",,"DONNELLY, AK US",,,"   51",",,6",,,"  -72",",,6"," -122",",,6"," -117",",,6",,,"    1",",,6"
"USC00502493","1917-10-27","63.6667","-145.9",,"DONNELLY, AK US",,,"   25",",,6",,," -117",",,6"," -183",",,6"," -167",",,6",,,"    1",",,6"
"USC00502493","1917-10-28","63.6667","-145.9",,"DONNELLY, AK US",,,"   51",",,6",,," -150",",,6"," -239",",,6"," -178",",,6",,,"    1",",,6"
"USC00502493","1917-10-29","63.6667","-145.9",,"DONNELLY, AK US",,,"   25",",,6",,," -172",",,6"," -244",",,6"," -211",",,6",,,"    1",",,6"
"USC00502493","1917-10-30","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"  -22",",,6"," -211",",,6","  -89",",,6",,,,
"USC00502493","1917-10-31","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"  -50",",,6"," -172",",,6","  -78",",I,6",,,,
"USC00502493","1917-11-01","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -100",",I,6"," -244",",,6"," -200",",,6",,,,
"USC00502493","1917-11-02","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -106",",,6"," -244",",,6"," -200",",,6",,,,
"USC00502493","1917-11-03","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -167",",,6"," -261",",,6"," -194",",,6",,,,
"USC00502493","1917-11-04","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -167",",,6"," -272",",,6"," -189",",,6",,,,
"USC00502493","1917-11-05","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -189",",,6"," -261",",,6"," -206",",,6",,,,
"USC00502493","1917-11-06","63.6667","-145.9",,"DONNELLY, AK US",,,"   76",",,6",,," -178",",,6"," -300",",,6"," -200",",,6",,,,
"USC00502493","1917-11-07","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -183",",,6"," -289",",,6"," -217",",,6",,,,
"USC00502493","1917-11-08","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -183",",,6"," -322",",,6"," -228",",,6",,,,
"USC00502493","1917-11-09","63.6667","-145.9",,"DONNELLY, AK US",,,"   25",",,6",,," -178",",,6"," -289",",,6"," -278",",,6",,,"    1",",,6"
"USC00502493","1917-11-10","63.6667","-145.9",,"DONNELLY, AK US",,,"   51",",,6",,," -194",",,6"," -322",",,6"," -206",",,6",,,"    1",",,6"
"USC00502493","1917-11-11","63.6667","-145.9",,"DONNELLY, AK US",,,"   76",",,6",,," -200",",,6"," -278",",,6"," -233",",,6",,,"    1",",,6"
"USC00502493","1917-11-12","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -222",",,6"," -361",",,6"," -283",",,6",,,,
"USC00502493","1917-11-13","63.6667","-145.9",,"DONNELLY, AK US",,,"   51",",,6",,," -211",",,6"," -344",",,6"," -233",",,6",,,"    1",",,6"
"USC00502493","1917-11-14","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -128",",,6"," -300",",,6"," -217",",,6",,,,
"USC00502493","1917-11-15","63.6667","-145.9",,"DONNELLY, AK US",,,"   25",",,6",,," -178",",,6"," -228",",,6"," -200",",,6",,,"    1",",,6"
"USC00502493","1917-11-16","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -178",",,6"," -233",",,6"," -211",",,6",,,,
"USC00502493","1917-11-17","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -194",",,6"," -317",",,6"," -139",",I,6",,,,
"USC00502493","1917-11-18","63.6667","-145.9",,"DONNELLY, AK US",,,"   51",",,6",,," -178",",,6"," -222",",,6"," -178",",,6",,,"    1",",,6"
"USC00502493","1917-11-19","63.6667","-145.9",,"DONNELLY, AK US",,,"  127",",,6",,," -178",",I,6"," -211",",,6"," -167",",I,6",,,"    1",",,6"
"USC00502493","1917-11-20","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"   39",",,6"," -183",",,6","   22",",,6",,,,
"USC00502493","1917-11-21","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"   44",",,6"," -156",",,6"," -156",",,6",,,,
"USC00502493","1917-11-22","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -144",",,6"," -178",",,6"," -156",",,6",,,,
"USC00502493","1917-11-23","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -144",",,6"," -206",",,6"," -183",",,6",,,,
"USC00502493","1917-11-24","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -328",",I,6"," -167",",I,6"," -200",",,6",,,,
"USC00502493","1917-11-25","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -150",",,6"," -200",",,6"," -178",",,6",,,,
"USC00502493","1917-11-26","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -156",",,6"," -222",",,6"," -211",",,6",,,,
"USC00502493","1917-11-27","63.6667","-145.9",,"DONNELLY, AK US",,,"   25",",,6",,," -178",",,6"," -300",",,6"," -278",",,6",,,,
"USC00502493","1917-11-28","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -239",",,6"," -328",",,6"," -306",",,6",,,,
"USC00502493","1917-11-29","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,," -300",",,6"," -522",",G,6"," -428",",,6",,,,
"USC00502493","1917-11-30","63.6667","-145.9",,"DONNELLY, AK US",,,"    0",",,6",,,"  -50",",I,6"," -544",",G,6","   44",",I,6",,,,
"USC00502493","1919-10-26","63.6667","-145.9",,"DONNELLY, AK US",,,,,,,"  117",",,6","   17",",,6","   28",",,6",,,,
"USC00502493","1919-10-27","63.6667","-145.9",,"DONNELLY, AK US","    3",",,6","   25",",,6",,,"   28",",,6","    0",",,6","    0",",,6",,,,
"USC00502493","1919-10-28","63.6667","-145.9",,"DONNELLY, AK US",,,"   25",",,6",,,"   17",",,6","  -39",",,6","  -39",",,6",,,,
"USC00502493","1919-10-29","63.6667","-145.9",,"DONNELLY, AK US",,,"   25",",,6",,,"  -17",",,6","  -78",",,6","  -33",",,6",,,,
"USC00502493","1919-10-30","63.6667","-145.9",,"DONNELLY, AK US","   38",",,6","   76",",,6",,,"    0",",,6","  -61",",,6","  -61",",,6",,,,
"USC00502493","1919-10-31","63.6667","-145.9",,"DONNELLY, AK US","  127",",,6","  254",",,6",,,"  -44",",,6"," -122",",,6","  -94",",,6",,,,
"USC00502493","1919-11-01","63.6667","-145.9",,"DONNELLY, AK US","   46",",,6",,,"  305",",,6","  -94",",,6"," -261",",,6"," -233",",,6",,,,
"USC00502493","1919-11-02","63.6667","-145.9",,"DONNELLY, AK US","   20",",,6",,,"  330",",,6"," -122",",,6"," -233",",,6"," -144",",,6",,,,
"USC00502493","1919-11-03","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  330",",,6"," -100",",,6"," -250",",,6"," -217",",,6",,,,
"USC00502493","1919-11-04","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  330",",,6"," -100",",,6"," -261",",,6"," -122",",,6",,,,
"USC00502493","1919-11-05","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  330",",,6","  -89",",,6"," -189",",,6"," -183",",,6",,,,
"USC00502493","1919-11-06","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  330",",,6","  -89",",,6"," -194",",,6"," -100",",,6",,,,
"USC00502493","1919-11-07","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  330",",,6","  -39",",,6"," -111",",,6","  -39",",,6",,,,
"USC00502493","1919-11-08","63.6667","-145.9",,"DONNELLY, AK US","   46",",,6",,,"  381",",,6","  -28",",,6"," -117",",,6","  -50",",,6",,,"    1",",,6"
"USC00502493","1919-11-09","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6","  -50",",,6"," -306",",,6"," -244",",,6",,,,
"USC00502493","1919-11-10","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6"," -178",",,6"," -289",",,6"," -189",",,6",,,,
"USC00502493","1919-11-11","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6"," -128",",,6"," -194",",,6"," -161",",,6",,,,
"USC00502493","1919-11-12","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6","  -56",",,6"," -222",",,6"," -178",",,6",,,,
"USC00502493","1919-11-13","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6","   33",",,6"," -228",",,6"," -139",",,6",,,,
"USC00502493","1919-11-14","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6","   28",",,6"," -161",",,6","   11",",,6",,,,
"USC00502493","1919-11-15","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6","   11",",,6"," -122",",,6"," -117",",,6",,,,
"USC00502493","1919-11-16","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6"," -117",",,6"," -178",",,6"," -167",",,6",,,,
"USC00502493","1919-11-17","63.6667","-145.9",,"DONNELLY, AK US","   18",",,6",,,"  381",",,6","   17",",,6"," -194",",,6"," -161",",,6",,,,
"USC00502493","1919-11-18","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6"," -161",",,6"," -250",",,6"," -244",",,6",,,,
"USC00502493","1919-11-19","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6"," -194",",,6"," -261",",,6"," -222",",,6",,,,
"USC00502493","1919-11-20","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6"," -178",",,6"," -344",",,6"," -222",",,6",,,,
"USC00502493","1919-11-21","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6"," -206",",,6"," -233",",,6"," -222",",,6",,,,
"USC00502493","1919-11-22","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6"," -217",",,6"," -244",",,6"," -244",",,6",,,,
"USC00502493","1919-11-23","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6"," -233",",,6"," -411",",,6"," -333",",,6",,,,
"USC00502493","1919-11-24","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6"," -267",",,6"," -411",",,6"," -300",",,6",,,,
"USC00502493","1919-11-25","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6"," -117",",,6"," -317",",,6"," -128",",,6",,,,
"USC00502493","1919-11-26","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6","  -33",",,6"," -194",",,6","  -39",",,6",,,,
"USC00502493","1919-11-27","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6","  -22",",,6"," -206",",,6"," -200",",,6",,,,
"USC00502493","1919-11-28","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6"," -133",",,6"," -233",",,6"," -133",",,6",,,,
"USC00502493","1919-11-29","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6","  -89",",,6"," -161",",,6",,,,,,
"USC00502493","1919-11-30","63.6667","-145.9",,"DONNELLY, AK US",,,,,"  381",",,6","  -67",",,6"," -183",",,6","  -72",",,6",,,,
"USC00502493","1919-12-01","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6","  -17",",,6","  -78",",G,6","  -22",",,6",,,,
"USC00502493","1919-12-02","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6","    0",",,6"," -317",",,6","  -11",",,6",,,,
"USC00502493","1919-12-03","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6","  -11",",,6"," -178",",,6","  -78",",,6",,,,
"USC00502493","1919-12-04","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6","   17",",,6"," -189",",,6","    6",",,6",,,,
"USC00502493","1919-12-05","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6","  -11",",I,6",,,"   17",",,6",,,,
"USC00502493","1919-12-06","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6","   17",",,6"," -211",",,6"," -194",",,6",,,,
"USC00502493","1919-12-07","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6","  -22",",,6"," -217",",,6","  -50",",,6",,,,
"USC00502493","1919-12-08","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6","  -28",",,6","  -56",",G,6","  -50",",,6",,,,
"USC00502493","1919-12-09","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6","  -50",",,6"," -206",",,6"," -178",",,6",,,,
"USC00502493","1919-12-10","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6"," -111",",,6"," -206",",,6"," -183",",,6",,,,
"USC00502493","1919-12-11","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6","  -67",",,6"," -194",",,6","  -72",",,6",,,,
"USC00502493","1919-12-12","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6","  -44",",,6"," -178",",,6",,,,,,
"USC00502493","1919-12-13","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6","  -67",",,6"," -200",",,6"," -167",",,6",,,,
"USC00502493","1919-12-14","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6"," -150",",,6"," -328",",,6"," -317",",,6",,,,
"USC00502493","1919-12-15","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6"," -300",",,6"," -411",",,6"," -389",",,6",,,,
"USC00502493","1919-12-16","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  381",",,6"," -289",",,6"," -439",",,6"," -283",",,6",,,,
"USC00502493","1919-12-17","63.6667","-145.9",,"DONNELLY, AK US","   30",",,6","   25",",,6","  406",",,6"," -239",",,6"," -300",",,6"," -239",",,6",,,,
"USC00502493","1919-12-18","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  406",",,6"," -189",",,6"," -244",",,6"," -194",",,6",,,,
"USC00502493","1919-12-19","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  406",",,6"," -194",",,6"," -267",",,6"," -261",",,6",,,,
"USC00502493","1919-12-20","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  406",",,6"," -239",",,6"," -261",",,6"," -244",",,6",,,,
"USC00502493","1919-12-21","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  406",",,6"," -206",",,6"," -372",",,6"," -294",",,6",,,,
"USC00502493","1919-12-22","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  406",",,6"," -289",",,6"," -344",",,6"," -311",",,6",,,,
"USC00502493","1919-12-23","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  406",",,6"," -217",",,6"," -344",",,6"," -217",",,6",,,,
"USC00502493","1919-12-24","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  406",",,6"," -178",",,6"," -244",",,6"," -239",",,6",,,,
"USC00502493","1919-12-25","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  406",",,6"," -194",",,6"," -256",",,6"," -194",",,6",,,,
"USC00502493","1919-12-26","63.6667","-145.9",,"DONNELLY, AK US","  127",",,6","  102",",,6","  508",",,6"," -189",",,6"," -217",",,6"," -194",",,6",,,,
"USC00502493","1919-12-27","63.6667","-145.9",,"DONNELLY, AK US","   76",",,6","   51",",,6","  559",",,6"," -183",",,6"," -356",",,6"," -328",",,6",,,,
"USC00502493","1919-12-28","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  559",",,6"," -239",",,6"," -400",",,6"," -322",",,6",,,,
"USC00502493","1919-12-29","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  559",",,6"," -122",",,6"," -433",",,6"," -144",",,6",,,,
"USC00502493","1919-12-30","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  559",",,6","  -33",",,6",,," -150",",,6",,,,
"USC00502493","1919-12-31","63.6667","-145.9",,"DONNELLY, AK US","    0","P,,6","    0",",,6","  559",",,6","  -11",",,6","  -67",",G,6","  -33",",,6",,,,
