"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00041112","1936-12-19","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  133",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1936-12-20","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   38",",,6,0800",,,,,"  111",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1936-12-21","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  117",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1936-12-22","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"   94",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1936-12-23","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"   72",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1936-12-24","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   15",",,6,0800",,,,,"   78",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1936-12-25","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  117",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1936-12-26","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","  257",",,6,0800",,,,,"   89",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1936-12-27","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   25",",,6,0800",,,,,"   83",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1936-12-28","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   71",",,6,0800",,,,,"   83",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1936-12-29","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"   89",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1936-12-30","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","  150",",,6,0800",,,,,"   72",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1936-12-31","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    5",",,6,0800",,,,,"   89",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-01","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   61",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-02","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    8",",,6,0800","    0",",,6",,,"   89",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-03","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  111",",,6","  -22",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-04","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  111",",,6","  -39",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-05","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   20",",,6,0800","    0",",,6",,,"  117",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-06","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   67",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-07","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   44",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-08","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   22",",,6","  -56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-09","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   28",",,6","  -94",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-10","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,"  254",",,6",,,"   11",",,6","  -50",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-11","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,"  203",",,6",,,"   11",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-12","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","  564",",,6,0800","   51",",,6",,,"   33",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-13","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   44",",,6","  -61",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-14","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   18",",,6,0800","    0",",,6",,,"   56",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-15","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   61",",,6","  -22",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-16","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   25",",,6,0800","    0",",,6",,,"   67",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-17","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   89",",,6","  -39",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-18","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  106",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-19","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   78",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-20","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   28",",,6","  -67",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-21","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   44",",,6","  -56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-22","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   72",",,6","  -78",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-23","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   67",",,6","  -56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-24","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","T,,6,0800","    0",",,6",,,"   61",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-25","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   72",",,6","  -67",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-26","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   76",",,6,0800","    0",",,6",,,"   72",",,6","  -39",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-27","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    8",",,6,0800","    0",",,6",,,"   94",",,6","  -22",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-28","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   84",",,6,0800","    0",",,6",,,"   72",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-29","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   64",",,6,0800","    0",",,6",,,"   67",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-30","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","  107",",,6,0800","   38",",,6",,,"   72",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-01-31","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   89",",,6","  -39",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-01","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   51",",,6,0800","    0",",,6",,,"   56",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-02","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","  132",",,6,0800","    0",",,6",,,"  100",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-03","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   20",",,6,0800","    0",",,6",,,"   89",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-04","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","  551",",,6,0800","    0",",,6",,,"  106",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-05","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   61",",,6,0800","    0",",,6",,,"  111",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-06","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","  132",",,6,0800","    0",",,6",,,"  100",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-07","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   94",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-08","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  133",",,6","  -22",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-09","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  122",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-10","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"   78",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-11","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","  241",",,6,0800","    0",",,6",,,"   50",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-12","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   15",",,6,0800","    0",",,6",,,"  100",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-13","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","  521",",,6,0800","    0",",,6",,,"   89",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-14","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   66",",,6,0800","    0",",,6",,,"  122",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-15","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  139",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-16","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  161",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-17","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  161",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-18","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  150",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-19","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  133",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-20","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  183",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-21","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  167",",,6","    6",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-22","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  178",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-23","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  178",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-24","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   13",",,6,0800","    0",",,6",,,"  133",",,6","   61",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-25","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   89",",,6,0800","    0",",,6",,,"  100",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-26","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  122",",,6","    6",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-27","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  128",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-02-28","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800","    0",",,6",,,"  156",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-01","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","T,,6,0800",,,,,"  178",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-02","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  200",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-03","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  222",",,6","   89",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-04","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  211",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-05","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  222",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-06","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  239",",,6","   72",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-07","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  233",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-08","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  311",",S,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-09","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   51",",,6,0800",,,,,"  200",",,6","  111",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-10","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","T,,6,0800",,,,,"  178",",,6","   78",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-11","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   25",",,6,0800",,,,,"  156",",,6","  100",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-12","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","  584",",,6,0800",,,,,"  128",",,6","   89",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-13","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    8",",,6,0800",,,,,"  139",",,6","   61",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-14","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  156",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-15","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  172",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-16","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  200",",,6","  100",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-17","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   13",",,6,0800",,,,,"  156",",,6","   72",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-18","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  128",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-19","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   76",",,6,0800",,,,,"  122",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-20","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    8",",,6,0800",,,,,"  128",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-21","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","  297",",,6,0800",,,,,"  117",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-22","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   46",",,6,0800",,,,,"  122",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-23","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   13",",,6,0800",,,,,"  111",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-24","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","  213",",,6,0800",,,,,"  111",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-25","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   20",",,6,0800",,,,,"  144",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-26","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  156",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-27","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  144",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-28","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  206",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-29","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  183",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-30","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  211",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-03-31","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  211",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-01","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    5",",,6,0800",,,,,"  194",",,6","   89",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-02","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  200",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-03","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  189",",,6","   78",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-04","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","T,,6,0800",,,,,"  189",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-05","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","T,,6,0800",,,,,"  156",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-06","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   43",",,6,0800",,,,,"  172",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-07","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  194",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-08","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    5",",,6,0800",,,,,"  189",",,6","   89",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-09","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  194",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-10","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  183",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-11","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  183",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-12","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  222",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-13","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  211",",,6","  128",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-14","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  239",",,6","  100",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-15","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  200",",,6","   89",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-16","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  194",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-17","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  239",",,6","   72",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-18","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  228",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-19","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  261",",,6","   78",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-20","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  289",",,6","  128",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-21","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  228",",,6","   94",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-22","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  211",",,6","   78",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-23","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  261",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-24","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  272",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-25","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  239",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-26","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   10",",,6,0800",,,,,"  161",",,6","   78",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-27","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   43",",,6,0800",,,,,"  156",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-28","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  178",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-29","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  211",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1937-04-30","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,0800",,,,,"  239",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,
