"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00236263","1946-10-01","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-02","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-03","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-04","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-05","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-06","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-07","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-08","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-09","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-10","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-11","37.53333","-91.05",,"OATES TOWER, MO US","   30",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-12","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-13","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-14","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-15","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-16","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-17","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-18","37.53333","-91.05",,"OATES TOWER, MO US","  130",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-19","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-20","37.53333","-91.05",,"OATES TOWER, MO US","    5",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-21","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-22","37.53333","-91.05",,"OATES TOWER, MO US","   13",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-23","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-24","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-25","37.53333","-91.05",,"OATES TOWER, MO US","   61",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-26","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-27","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-28","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-29","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-30","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-10-31","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-01","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-02","37.53333","-91.05",,"OATES TOWER, MO US","  264",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-03","37.53333","-91.05",,"OATES TOWER, MO US","  234",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-04","37.53333","-91.05",,"OATES TOWER, MO US","   28",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-05","37.53333","-91.05",,"OATES TOWER, MO US","    8",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-06","37.53333","-91.05",,"OATES TOWER, MO US","    8",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-07","37.53333","-91.05",,"OATES TOWER, MO US","  254",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-08","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-09","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-10","37.53333","-91.05",,"OATES TOWER, MO US","  363",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-11","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-12","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-13","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-14","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-15","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-16","37.53333","-91.05",,"OATES TOWER, MO US","  168",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-17","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-18","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-19","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-20","37.53333","-91.05",,"OATES TOWER, MO US","    3",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-21","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-22","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-23","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-24","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-25","37.53333","-91.05",,"OATES TOWER, MO US","   91",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-26","37.53333","-91.05",,"OATES TOWER, MO US","  183",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-27","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-28","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-29","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-11-30","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-01","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-02","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-03","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-04","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-05","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-06","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-07","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-08","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-09","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-10","37.53333","-91.05",,"OATES TOWER, MO US","  203",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-11","37.53333","-91.05",,"OATES TOWER, MO US","    8",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-12","37.53333","-91.05",,"OATES TOWER, MO US","  160",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-13","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-14","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-15","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-16","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-17","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-18","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-19","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-20","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-21","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-22","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-23","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-24","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-25","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-26","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-27","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-28","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-29","37.53333","-91.05",,"OATES TOWER, MO US","  178",",,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-30","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1946-12-31","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-01","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-02","37.53333","-91.05",,"OATES TOWER, MO US","  114",",,6","   13",",,6","   25",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-03","37.53333","-91.05",,"OATES TOWER, MO US","   15",",,6","    5",",,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-04","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0","T,,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-05","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-06","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-07","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-08","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-09","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-10","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-11","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-12","37.53333","-91.05",,"OATES TOWER, MO US","    5",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-13","37.53333","-91.05",,"OATES TOWER, MO US","    3",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-14","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-15","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-16","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-17","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-18","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-19","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-20","37.53333","-91.05",,"OATES TOWER, MO US","   74",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-21","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-22","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-23","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-24","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-25","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-26","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-27","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-28","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-29","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-30","37.53333","-91.05",,"OATES TOWER, MO US","   97",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-01-31","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-01","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-02","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-03","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-04","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-05","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-06","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-07","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-08","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-09","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-10","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-11","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-12","37.53333","-91.05",,"OATES TOWER, MO US","   18",",,6","   20",",,6","   25",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-13","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-14","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-15","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-16","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-17","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-18","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-19","37.53333","-91.05",,"OATES TOWER, MO US","   18",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-20","37.53333","-91.05",,"OATES TOWER, MO US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-21","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-22","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-23","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-24","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-25","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-26","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-27","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-02-28","37.53333","-91.05",,"OATES TOWER, MO US","   36",",,6","   51",",,6","   51",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-03-01","37.53333","-91.05",,"OATES TOWER, MO US","   58",",,6","   76",",,6","  127",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-03-02","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-03-03","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6","  102",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-03-04","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-03-05","37.53333","-91.05",,"OATES TOWER, MO US","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-03-06","37.53333","-91.05",,"OATES TOWER, MO US","   53",",,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-03-07","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-03-08","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-03-09","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-03-10","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-03-11","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-03-12","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-03-13","37.53333","-91.05",,"OATES TOWER, MO US","   28",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-03-14","37.53333","-91.05",,"OATES TOWER, MO US","   23",",,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00236263","1947-03-15","37.53333","-91.05",,"OATES TOWER, MO US","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
