"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00067969","1951-08-15","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0","  200",",,0","  278",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-08-16","41.06667","-73.5","34.1","STAMFORD, CT US","  193",",,0","    0",",,0","    0",",,0","  283",",,0","  189",",,0","  261",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-08-17","41.06667","-73.5","34.1","STAMFORD, CT US","  178",",,0","    0",",,0","    0",",,0","  267",",,0","  189",",,0","  233",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-08-18","41.06667","-73.5","34.1","STAMFORD, CT US","  130",",,0","    0",",,0","    0",",,0","  244",",,0","  144",",,0","  228",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-08-19","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","  133",",,0","  244",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-08-20","41.06667","-73.5","34.1","STAMFORD, CT US","    3",",,0","    0",",,0","    0",",,0","  272",",,0","  156",",,0","  250",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-08-21","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","  272",",,0","  183",",,0","  261",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-08-22","41.06667","-73.5","34.1","STAMFORD, CT US","   20",",,0","    0",",,0","    0",",,0","  278",",,0","  183",",,0","  244",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-08-23","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  250",",,0","  122",",,0","  217",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-08-24","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  239",",,0","  128",",,0","  222",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-08-25","41.06667","-73.5","34.1","STAMFORD, CT US","  516",",,0","    0",",,0","    0",",,0","  239",",,0","  144",",,0","  178",",,0",,,"    1",",,0",,,,,,,,,,,,
"USC00067969","1951-08-26","41.06667","-73.5","34.1","STAMFORD, CT US","   23",",,0","    0",",,0","    0",",,0","  244",",,0","  128",",,0","  222",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-08-27","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","  128",",,0","  239",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-08-28","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0","  144",",,0","  261",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-08-29","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  294",",,0","  167",",,0","  278",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-08-30","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  306",",,0","  167",",,0","  289",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-08-31","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  311",",,0","  178",",,0","  267",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-09-01","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","  161",",,0","  161",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-02","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","  161",",,0","  128",",,0","  161",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-03","41.06667","-73.5","34.1","STAMFORD, CT US","    5",",,0","    0",",,0","    0",",,0","  228",",,0","  144",",,0","  217",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-04","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  250",",,0","  111",",,0","  228",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-05","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  250",",,0","  106",",,0","  244",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-06","41.06667","-73.5","34.1","STAMFORD, CT US","   18",",,0","    0",",,0","    0",",,0","  244",",,0","  106",",,0","  194",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-07","41.06667","-73.5","34.1","STAMFORD, CT US","   64",",,0","    0",",,0","    0",",,0","  272",",,0","  150",",,0","  233",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-08","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  233",",,0","  100",",,0","  194",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-09","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  250",",,0","   89",",,0","  228",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-10","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","  100",",,0","  239",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-11","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","  250",",,0","  161",",,0","  239",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-12","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0","  161",",,0","  250",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-13","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0","  189",",,0","  250",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-14","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0","  200",",,0","  250",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-15","41.06667","-73.5","34.1","STAMFORD, CT US","   13",",,0","    0",",,0","    0",",,0","  250",",,0","  178",",,0","  194",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-16","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","  117",",,0","  228",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-17","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  233",",,0","  139",",,0","  217",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-18","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","  133",",,0","  206",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-19","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","  100",",,0","  239",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-09-20","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","  106",",,0","  239",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-09-21","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","  128",",,0","  244",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-09-22","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","  128",",,0","  233",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-09-23","41.06667","-73.5","34.1","STAMFORD, CT US","   36",",,0","    0",",,0","    0",",,0","  267",",,0","  206",",,0","  228",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-24","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","   67",",,0","  189",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-25","41.06667","-73.5","34.1","STAMFORD, CT US","   58",",,0","    0",",,0","    0",",,0","  217",",,0","  128",",,0","  217",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-09-26","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","   89",",,0","  156",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-27","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","   72",",,0","  217",",,0",,,"    1",",,0",,,,,,,,,,,,
"USC00067969","1951-09-28","41.06667","-73.5","34.1","STAMFORD, CT US","   36",",,0","    0",",,0","    0",",,0","  217",",,0","  106",",,0","  150",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-29","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  156",",,0","   39",",,0","  133",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-09-30","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","  133",",,0","    6",",,0","  111",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-01","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  211",",,0","   94",",,0","  189",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-02","41.06667","-73.5","34.1","STAMFORD, CT US","   38",",,0","    0",",,0","    0",",,0","  250",",,0","  128",",,0","  200",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-10-03","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","  200",",,0","  133",",,0","  189",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-04","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  211",",,0","  150",",,0","  206",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-05","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","  283",",,0","  189",",,0","  256",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-06","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","  156",",,0","  189",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-07","41.06667","-73.5","34.1","STAMFORD, CT US","  142",",,0","    0",",,0","    0",",,0","  189",",,0","  117",",,0","  144",",,0",,,"    1",",,0",,,,,,,,,,,,
"USC00067969","1951-10-08","41.06667","-73.5","34.1","STAMFORD, CT US","  396",",,0","    0",",,0","    0",",,0","  194",",,0","  106",",,0","  133",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-09","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","   44",",,0","  133",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-10","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  139",",,0","   50",",,0","  128",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-11","41.06667","-73.5","34.1","STAMFORD, CT US","  279",",,0","    0",",,0","    0",",,0","  128",",,0","   67",",,0","   83",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-12","41.06667","-73.5","34.1","STAMFORD, CT US","    8",",,0","    0",",,0","    0",",,0","  178",",,0","   67",",,0","  139",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-13","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  139",",,0","   11",",,0","  106",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-14","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  156",",,0","    6",",,0","  128",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-15","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","   50",",,0","  167",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-10-16","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  194",",,0","   72",",,0","  172",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-10-17","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  211",",,0","  106",",,0","  183",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-18","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  194",",,0","  128",",,0","  167",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-19","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","  100",",,0","  139",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-20","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","   61",",,0","  117",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-21","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  150",",,0","   17",",,0","  133",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-22","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  172",",,0","  122",",,0","  144",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-23","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  172",",,0","  100",",,0","  161",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-24","41.06667","-73.5","34.1","STAMFORD, CT US","   30",",,0","    0",",,0","    0",",,0","  194",",,0","  100",",,0","  183",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-10-25","41.06667","-73.5","34.1","STAMFORD, CT US","  142",",,0","    0",",,0","    0",",,0","  183",",,0","   78",",,0","  117",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-26","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  194",",,0","   22",",,0","  150",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-27","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","   78",",,0","  167",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-28","41.06667","-73.5","34.1","STAMFORD, CT US","   46",",,0","    0",",,0","    0",",,0","  167",",,0","   61",",,0","  100",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-29","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  122",",,0","   39",",,0","   83",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-30","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  139",",,0","   11",",,0","  128",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-10-31","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","  172",",,0","  100",",,0","  144",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-01","41.06667","-73.5","34.1","STAMFORD, CT US","  272",",,0","    0",",,0","    0",",,0","  144",",,0","   28",",,0","   39",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-02","41.06667","-73.5","34.1","STAMFORD, CT US","   13",",,0","    0",",,0","    0",",,0","   39",",,0","   17",",,0","   39",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-03","41.06667","-73.5","34.1","STAMFORD, CT US","  495",",,0","    0","T,,0","    0",",,0","  161",",,0","    6",",,0","   17",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-04","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  117",",,0","  -56",",,0","   56",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-05","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   72",",,0","  -44",",,0","   28",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-06","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   39",",,0","  -50",",,0","   22",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-07","41.06667","-73.5","34.1","STAMFORD, CT US","  401",",,0","    0",",,0","    0",",,0","  183",",,0","    6",",,0","  167",",,0",,,,,,,,,,,,,"    1",",,0",,
"USC00067969","1951-11-08","41.06667","-73.5","34.1","STAMFORD, CT US","    3",",,0","    0",",,0","    0",",,0","  167",",,0","   50",",,0","   56",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-09","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  106",",,0","   11",",,0","   61",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-10","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  150",",,0","   -6",",,0","  106",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-11","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","   17",",,0","  106",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-12","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  111",",,0","  -11",",,0","   67",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-13","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","  161",",,0","   44",",,0","  139",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-14","41.06667","-73.5","34.1","STAMFORD, CT US","   30",",,0","    0",",,0","    0",",,0","  189",",,0","  106",",,0","  150",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-15","41.06667","-73.5","34.1","STAMFORD, CT US","   61",",,0","    0",",,0","    0",",,0","  200",",,0","   78",",,0","  139",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-11-16","41.06667","-73.5","34.1","STAMFORD, CT US","  114",",,0","    0",",,0","    0",",,0","  139",",,0","   72",",,0","  128",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-11-17","41.06667","-73.5","34.1","STAMFORD, CT US","   30",",,0","    0",",,0","    0",",,0","  167",",,0","   28",",,0","   56",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-18","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   56",",,0","  -22",",,0","   11",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-19","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   33",",,0","  -39",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-20","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   17",",,0","  -83",",,0","  -17",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-21","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   56",",,0","  -72",",,0","   11",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-22","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","   89",",,0","  -39",",,0","   61",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-11-23","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","  122",",,0","   61",",,0","  111",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-24","41.06667","-73.5","34.1","STAMFORD, CT US","   41",",,0","    0",",,0","    0",",,0","  111",",,0","   44",",,0","   44",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-25","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   44",",,0","  -56",",,0","   17",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-26","41.06667","-73.5","34.1","STAMFORD, CT US","  163",",,0","    0",",,0","    0",",,0","   89",",,0","   17",",,0","   50",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-27","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   50",",,0","  -28",",,0","  -28",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-28","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   -6",",,0","  -83",",,0","  -11",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-29","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   83",",,0","  -17",",,0","   44",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-11-30","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  122",",,0","  -33",",,0","   56",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-01","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  139",",,0","   -6",",,0","  100",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-12-02","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  128",",,0","    0",",,0","   72",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-03","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   83",",,0","    0",",,0","   56",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-04","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  122",",,0","   11",",,0","  122",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-12-05","41.06667","-73.5","34.1","STAMFORD, CT US","  170",",,0","    0",",,0","    0",",,0","  139",",,0","  111",",,0","  133",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-06","41.06667","-73.5","34.1","STAMFORD, CT US","    8",",,0","    0",",,0","    0",",,0","  139",",,0","   94",",,0","  100",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-12-07","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  156",",,0","   22",",,0","  117",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-12-08","41.06667","-73.5","34.1","STAMFORD, CT US","   15",",,0","    0",",,0","    0",",,0","  172",",,0","  106",",,0","  128",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-09","41.06667","-73.5","34.1","STAMFORD, CT US","    8",",,0","    0",",,0","    0",",,0","  128",",,0","   67",",,0","  122",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-10","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  122",",,0","   22",",,0","   33",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-11","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   50",",,0","  -50",",,0","   22",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-12","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0","T,,0","    0",",,0","   56",",,0","  -50",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-13","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","    6",",,0","  -50",",,0","  -39",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-14","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    3",",,0","    0",",,0","  -22",",,0","  -89",",,0","  -28",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-15","41.06667","-73.5","34.1","STAMFORD, CT US","  191",",,0","   51",",,0","   51",",,0","   22",",,0","  -50",",,0","  -50",",,0",,,,,,,,,,,,,"    1",",,0",,
"USC00067969","1951-12-16","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","   51",",,0","  -50",",,0"," -111",",,0","  -89",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-17","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","   51",",,0","  -50",",,0"," -156",",,0","  -78",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-18","41.06667","-73.5","34.1","STAMFORD, CT US","  371",",,0","    0","T,,0","   25",",,0","   83",",,0"," -106",",,0","   28",",,0",,,"    1",",,0","    1",",,0",,,,,,,,,,
"USC00067969","1951-12-19","41.06667","-73.5","34.1","STAMFORD, CT US","   13",",,0","    0",",,0","    0",",,0","   28",",,0","  -72",",,0","  -50",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-20","41.06667","-73.5","34.1","STAMFORD, CT US","    3",",,0","    0","T,,0","    0",",,0","   39",",,0"," -117",",,0","   39",",,0","    1",",,0",,,,,,,"    1",",,0",,,,,,
"USC00067969","1951-12-21","41.06667","-73.5","34.1","STAMFORD, CT US","  201",",,0","    0",",,0","    0",",,0","  122",",,0","   28",",,0","  100",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1951-12-22","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  100",",,0","  -17",",,0","  -17",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-23","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   28",",,0","  -61",",,0","    6",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-24","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   50",",,0","  -11",",,0","   17",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-25","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   28",",,0","  -44",",,0","    6",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-26","41.06667","-73.5","34.1","STAMFORD, CT US","  122",",,0","    0","T,,0","    0",",,0","   56",",,0","  -11",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-27","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   11",",,0","  -56",",,0","  -44",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-28","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  -17",",,0"," -100",",,0","  -22",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-29","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0","T,,0","    0",",,0","   33",",,0","  -28",",,0","   28",",,0",,,,,,,,,,,,,,,,
"USC00067969","1951-12-30","41.06667","-73.5","34.1","STAMFORD, CT US","   18",",,0","    0",",,0","    0",",,0","   72",",,0","   22",",,0","   61",",,0","    1",",,0",,,,,,,,,,,,,,
