"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00023191","2000-11-06","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"   94",",,W","  -67",",S,W",,,,,"   23",",,W"," 1255",",,W"," 1555",",,W","   17",",,W","    0",",,W",,,"  250",",,W","  250",",,W",,,,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-07","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  161",",,W"," -406",",G,W",,,,,"   51",",,W"," 1031",",,W"," 1027",",,W"," -122",",G,W","    0",",,W",,,"   80",",,W","   70",",,W",,,,,"   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-08","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  167",",,W","  100",",,W",,,,,"   28",",,W"," 1450",",,W"," 1453",",,W","  133",",,W","    0",",,W",,,"  260",",,W","  250",",,W",,,,,"   67",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-09","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  117",",,W","   89",",,W",,,,,"   50",",,W"," 1556",",,W"," 1532",",,W","  106",",,W",,,,,"  260",",,W","  250",",,W",,,,,"  103",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-10","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0","T,,W",,,,,"  122",",,W","   83",",,W",,,,,"   76",",,W"," 2209",",,W"," 0104",",,W","  106",",,W","    0",",,W",,,"  270",",,W","  280",",,W",,,,,"   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-11","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  111",",,W","   72",",,W",,,,,"   54",",,W"," 1810",",,W"," 1606",",,W","   94",",,W","    0",",,W",,,"  270",",,W","  260",",,W",,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-12","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  128",",,W","   67",",,W",,,,,"   37",",,W"," 2117",",,W"," 2132",",,W","  100",",,W","    0",",,W",,,"  320",",,W","  310",",,W",,,,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-13","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  133",",,W","   72",",,W",,,,,"   32",",,W"," 2148",",,W"," 2147",",,W","  106",",,W","    0",",,W",,,"  240",",,W","  240",",,W",,,,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-14","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  117",",,W","   72",",,W",,,,,"   37",",,W"," 2348",",,W"," 2348",",,W","   94",",,W",,,,,"  340",",,W","  340",",,W",,,,,"   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-15","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  122",",,W","   67",",,W",,,,,"   35",",,W"," 1624",",,W"," 1507",",,W","   94",",,W",,,,,"  250",",,W","  260",",,W",,,,,"   67",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-16","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  133",",,W","   72",",,W",,,,,"   26",",,W"," 2339",",,W"," 1135",",,W","  106",",,W",,,,,"   50",",,W","  240",",,W",,,,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-17","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  156",",,W","   83",",,W",,,,,"   38",",,W"," 0922",",,W"," 0928",",,W","  122",",,W",,,,,"   80",",,W","   90",",,W",,,,,"   72",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-18","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  172",",,W","  111",",,W",,,,,"   42",",,W"," 2038",",,W"," 0910",",,W","  144",",,W",,,,,"  320",",,W","   50",",,W",,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-19","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  217",",,W","  144",",,W",,,,,"   22",",,W"," 1726",",,W"," 1726",",,W","  183",",,W",,,,,"  320",",,W","  320",",,W",,,,,"   45",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-20","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  239",",,W","  167",",,W",,,,,"   20",",,W"," 0637",",,W"," 0637",",,W","  206",",,W",,,,,"   20",",,W","   20",",,W",,,,,"   40",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-21","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  228",",,W","  100",",,W",,,,,"   25",",,W"," 1936",",,W"," 1932",",,W","  167",",,W",,,,,"  260",",,W","  250",",,W",,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-22","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  128",",,W","   89",",,W",,,,,"   45",",,W"," 1431",",,W"," 0233",",,W","  111",",,W",,,,,"  260",",,W","  270",",,W",,,,,"   80",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-23","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  172",",,W","   94",",,W",,,,,"   21",",,W"," 1232",",,W"," 1145",",,W","  133",",,W",,,,,"  250",",,W","  310",",,W",,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-24","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  161",",,W","  100",",,W",,,,,"   17",",,W"," 2010",",,W"," 1946",",,W","  133",",,W","    0",",,W",,,"   60",",,W","   50",",,W",,,,,"   40",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-25","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  222",",,W","  133",",,W",,,,,"   21",",,W"," 2117",",,W"," 2025",",,W","  178",",,W","    0",",,W",,,"  320",",,W","  320",",,W",,,,,"   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-26","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  228",",,W","  139",",,W",,,,,"   24",",,W"," 1850",",,W"," 1615",",,W","  183",",,W","    0",",,W",,,"  280",",,W","  290",",,W",,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-27","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  217",",,W","  161",",,W",,,,,"   20",",,W"," 2103",",,W"," 1242",",,W","  189",",,W","    0",",,W",,,"  310",",,W","  260",",,W",,,,,"   31",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-28","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  228",",,W","  100",",,W",,,,,"   21",",,W"," 2219",",,W"," 2222",",,W","  167",",,W","    0",",,W",,,"  130",",,W","  140",",,W",,,,,"   72",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-29","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  139",",,W","   89",",,W",,,,,"   30",",,W"," 0004",",,W"," 0003",",,W","  117",",,W","    0",",,W",,,"  270",",,W","  270",",,W",,,,,"   76",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-11-30","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  156",",,W","   89",",,W",,,,,"   22",",,W"," 0017",",,W"," 0016",",,W","  122",",,W",,,,,"  280",",,W","  290",",,W",,,,,"   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-01","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  178",",,W","  100",",,W",,,,,"   14",",,W"," 2207",",,W"," 2206",",,W","  139",",,W",,,,,"  260",",,W","  260",",,W",,,,,"   36",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-02","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  189",",,W","  100",",,W",,,,,"   19",",,W"," 2123",",,W"," 2001",",,W","  144",",,W",,,,,"   20",",,W","  350",",,W",,,,,"   36",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-03","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  211",",,W","  100",",,W",,,,,"   28",",,W"," 2227",",,W"," 2255",",,W","  156",",,W",,,,,"  130",",,W","  120",",,W",,,,,"   45",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-04","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  211",",,W","  100",",,W",,,,,"   31",",,W"," 1104",",,W"," 1053",",,W","  156",",,W",,,,,"  100",",,W","  110",",,W",,,,,"   67",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-05","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  233",",,W","  167",",,W",,,,,"   18",",,W"," 0540",",,W"," 0539",",,W","  200",",,W",,,,,"   90",",,W","  100",",,W",,,,,"   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-06","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0","T,,W",,,,,"  228",",,W","  139",",,W",,,,,"   29",",,W"," 1056",",,W"," 1056",",,W","  183",",,W",,,,,"  250",",,W","  260",",,W",,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-07","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    5",",,W",,,,,"  189",",,W","  111",",,W",,,,,"   49",",,W"," 2124",",,W"," 2118",",,W","  150",",,W",,,,,"  260",",,W","  260",",,W",,,,,"   80",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-08","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0","T,,W",,,,,"  122",",,W","  106",",,W",,,,,"   37",",,W"," 1238",",,W"," 1238",",,W","  117",",,W",,,,,"  270",",,W","  270",",,W",,,,,"   63",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-09","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    5",",,W",,,,,"  128",",,W","  100",",,W",,,,,"   21",",,W"," 1548",",,W"," 1546",",,W","  117",",,W",,,,,"  260",",,W","  260",",,W",,,,,"   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-10","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0","T,,W",,,,,"  111",",,W","   83",",,W",,,,,"   27",",,W"," 1516",",,W"," 1515",",,W","  100",",,W",,,,,"  260",",,W","  260",",,W",,,,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-11","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  139",",,W","   83",",,W",,,,,"   24",",,W"," 1904",",,W"," 1920",",,W","  111",",,W",,,,,"  240",",,W","  250",",,W",,,,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-12","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    8",",,W",,,,,"  111",",,W","   83",",,W",,,,,"   65",",,W"," 1102",",,W"," 1042",",,W","  100",",,W",,,,,"  280",",,W","  270",",,W",,,,,"  134",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-13","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  117",",,W","   83",",,W",,,,,"   22",",,W"," 1428",",,W"," 1433",",,W","  100",",,W",,,,,"  260",",,W","  250",",,W",,,,,"   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-14","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0","T,,W",,,,,"  122",",,W","   78",",,W",,,,,"   24",",,W"," 1944",",,W"," 1414",",,W","  100",",,W",,,,,"  270",",,W","  300",",,W",,,,,"   54",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-15","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  144",",,W","   83",",,W",,,,,"   26",",,W"," 1957",",,W"," 1956",",,W","  117",",,W",,,,,"  320",",,W","  320",",,W",,,,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-16","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  217",",,W","  100",",,W",,,,,"   36",",,W"," 0017",",,W"," 1220",",,W","  161",",,W",,,,,"   90",",,W","   80",",,W",,,,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-17","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  239",",,W","  167",",,W",,,,,"   35",",,W"," 2322",",,W"," 1121",",,W","  206",",,W",,,,,"   80",",,W","  310",",,W",,,,,"   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-18","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  206",",,W","  144",",,W",,,,,"   51",",,W"," 0835",",,W"," 0833",",,W","  178",",,W",,,,,"  110",",,W","  110",",,W",,,,,"   98",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-19","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  211",",,W","  150",",,W",,,,,"   34",",,W"," 1212",",,W"," 1105",",,W","  183",",,W",,,,,"  250",",,W","  260",",,W",,,,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-20","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  206",",,W","  133",",,W",,,,,"   18",",,W"," 0237",",,W"," 0216",",,W","  172",",,W",,,,,"  260",",,W","  270",",,W",,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-21","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  194",",,W","  106",",,W",,,,,"   17",",,W"," 0330",",,W"," 0328",",,W","  150",",,W",,,,,"  250",",,W","  250",",,W",,,,,"   45",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-22","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  156",",,W","  100",",,W",,,,,"   21",",,W"," 1753",",,W"," 0434",",,W","  128",",,W",,,,,"  290",",,W","  320",",,W",,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-23","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  150",",,W","   83",",,W",,,,,"   18",",,W"," 1710",",,W"," 1707",",,W","  117",",,W",,,,,"  290",",,W","  290",",,W",,,,,"   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-24","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  167",",,W","  106",",,W",,,,,"   15",",,W"," 0152",",,W"," 1356",",,W","  139",",,W",,,,,"  270",",,W","  240",",,W",,,,,"   40",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-25","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  183",",,W","  111",",,W",,,,,"   71",",,W"," 0759",",,W"," 0546",",,W","  150",",,W",,,,,"   80",",,W","   70",",,W",,,,,"  130",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-26","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  189",",,W","  133",",,W",,,,,"   40",",,W"," 0059",",,W"," 2355",",,W","  161",",,W",,,,,"   90",",,W","   70",",,W",,,,,"  103",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-27","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  189",",,W","  122",",,W",,,,,"   39",",,W"," 0504",",,W"," 0451",",,W","  156",",,W",,,,,"  120",",,W","  120",",,W",,,,,"   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-28","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  200",",,W","  139",",,W",,,,,"   22",",,W"," 0021",",,W"," 0014",",,W","  172",",,W",,,,,"  320",",,W","  320",",,W",,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-29","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  239",",,W","  156",",,W",,,,,"   16",",,W"," 1405",",,W"," 1346",",,W","  200",",,W",,,,,"  260",",,W","  260",",,W",,,,,"   36",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-30","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  217",",,W","  161",",,W",,,,,"   12",",,W"," 1144",",,W"," 1338",",,W","  189",",,W",,,,,"  260",",,W","  250",",,W",,,,,"   40",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2000-12-31","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  206",",,W","  139",",,W",,,,,"   16",",,W"," 1141",",,W"," 1140",",,W","  172",",,W","    0",",,W",,,"   30",",,W","   50",",,W",,,,,"   36",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-01","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  211",",,W","  128",",,W",,,,,"   21",",,W"," 2142",",,W"," 1623",",,W","  172",",,W",,,,,"  320",",,W","  260",",,W",,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-02","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  217",",,W","  156",",,W",,,,,"   61",",,W"," 1149",",,W"," 1148",",,W","  189",",,W",,,,,"   60",",,W","   60",",,W",,,,,"  116",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-03","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  222",",,W","  156",",,W",,,,,"   41",",,W"," 0001",",,W"," 1055",",,W","  189",",,W",,,,,"  100",",,W","   90",",,W",,,,,"   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-04","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  233",",,W","  161",",,W",,,,,"   21",",,W"," 0023",",,W"," 0018",",,W","  200",",,W",,,,,"  100",",,W","  110",",,W",,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-05","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  206",",,W","  144",",,W",,,,,"   17",",,W"," 2135",",,W"," 2123",",,W","  178",",,W",,,,,"   90",",,W","  100",",,W",,,,,"   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-06","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  183",",,W","  117",",,W",,,,,"   14",",,W"," 1300",",,W"," 1300",",,W","  150",",,W","    0",",,W",,,"  260",",,W","  260",",,W",,,,,"   45",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-07","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  194",",,W","   89",",,W",,,,,"   21",",,W"," 2347",",,W"," 2346",",,W","  144",",,W",,,,,"  260",",,W","  250",",,W",,,,,"   63",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-08","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","   41",",,W",,,,,"  117",",,W","   83",",,W",,,,,"   39",",,W"," 1038",",,W"," 1037",",,W","  100",",,W",,,,,"  310",",,W","  310",",,W",,,,,"   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-09","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0","T,,W",,,,,"  133",",,W","   83",",,W",,,,,"   47",",,W"," 1510",",,W"," 1528",",,W","  111",",,W",,,,,"  250",",,W","  250",",,W",,,,,"   80",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-10","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","  419",",,W",,,,,"  117",",,W","   78",",,W",,,,,"   63",",,W"," 2248",",,W"," 2329",",,W","  100",",,W",,,,,"  170",",,W","  180",",,W",,,,,"  183",",,W","  246",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-11","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","  236",",,W",,,,,"  106",",,W","   67",",,W",,,,,"   46",",,W"," 2354",",,W"," 2353",",,W","   89",",,W","    0",",,W",,,"  170",",,W","  170",",,W",,,,,"  134",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-12","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","   20",",,W",,,,,"  100",",,W","   61",",,W",,,,,"   34",",,W"," 1642",",,W"," 1640",",,W","   83",",,W","    0",",,W",,,"  110",",,W","  120",",,W",,,,,"   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-13","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  111",",,W","   67",",,W",,,,,"   30",",,W"," 1917",",,W"," 1235",",,W","   89",",,W","    0",",,W",,,"  260",",,W","  260",",,W",,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-14","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  106",",,W","   72",",,W",,,,,"   24",",,W"," 2227",",,W"," 2145",",,W","   89",",,W","    0",",,W",,,"  320",",,W","  310",",,W",,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-15","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  100",",,W","   61",",,W",,,,,"   51",",,W"," 2133",",,W"," 1931",",,W","   83",",,W",,,,,"  360",",,W","  290",",,W",,,,,"  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-16","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  100",",,W","   56",",,W",,,,,"   38",",,W"," 2234",",,W"," 2047",",,W","   78",",,W",,,,,"   70",",,W","  100",",,W",,,,,"   80",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-17","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  111",",,W","   61",",,W",,,,,"   52",",,W"," 0337",",,W"," 0305",",,W","   89",",,W",,,,,"   60",",,W","   60",",,W",,,,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-18","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  133",",,W","   83",",,W",,,,,"   20",",,W"," 1349",",,W"," 1349",",,W","  111",",,W",,,,,"  240",",,W","  240",",,W",,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-19","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  144",",,W","   78",",,W",,,,,"   17",",,W"," 1135",",,W"," 1134",",,W","  111",",,W",,,,,"  270",",,W","  270",",,W",,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-20","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  183",",,W","  106",",,W",,,,,"   25",",,W"," 0703",",,W"," 1033",",,W","  144",",,W",,,,,"   90",",,W","   50",",,W",,,,,"   54",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-21","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  178",",,W","  106",",,W",,,,,"   21",",,W"," 0826",",,W"," 1032",",,W","  144",",,W",,,,,"  150",",,W","  170",",,W",,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023191","2001-01-22","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,W",,,,,"  139",",,W","   72",",,W",,,,,"   30",",,W"," 1628",",,W"," 1527",",,W","  106",",,W",,,,,"  250",",,W","  240",",,W",,,,,"   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,
