"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00365216","1927-10-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-06","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-07","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  117",",,6",,,,,,,,
"USC00365216","1927-10-08","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-09","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-10","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-11","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-12","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-13","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  696",",,6",,,,,,,,
"USC00365216","1927-10-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-15","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-16","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-18","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-19","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  787",",,6",,,,,,,,
"USC00365216","1927-10-20","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   51",",,6",,,,,,,,
"USC00365216","1927-10-21","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    8",",,6",,,,,,,,
"USC00365216","1927-10-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-23","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-24","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-25","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-26","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-28","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-29","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-30","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-31","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-11-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  122",",,6",,,,,,,,
"USC00365216","1927-11-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  117",",,6",,,,,,,,
"USC00365216","1927-11-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   23",",,6",,,,,,,,
"USC00365216","1927-11-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  472",",,6",,,,,,,,
"USC00365216","1927-11-21","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   25",",,6",,,,,,,,
"USC00365216","1927-11-24","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   84",",,6",,,,,,,,
"USC00365216","1927-11-26","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  185",",,6",,,,,,,,
"USC00365216","1927-11-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   33",",,6",,,,,,,,
"USC00365216","1927-11-28","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  127",",,6",,,,,,,,
"USC00365216","1927-12-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   46",",,6",,,,,,,,
"USC00365216","1927-12-02","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  173",",,6","  102",",,6",,,,,,
"USC00365216","1927-12-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   91",",,6",,,,,,,,
"USC00365216","1927-12-08","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  198",",,6",,,,,,,,
"USC00365216","1927-12-11","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   46",",,6",,,,,,,,
"USC00365216","1927-12-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  236",",,6",,,,,,,,
"USC00365216","1927-12-16","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  213",",,6",,,,,,,,
"USC00365216","1927-12-29","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   41",",,6",,,,,,,,
"USC00365216","1927-12-31","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   38",",,6",,,,,,,,
"USC00365216","1928-01-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-02","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-03","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-06","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-07","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-08","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-09","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   76",",,6",,,,,,,,
"USC00365216","1928-01-10","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-11","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-12","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-13","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-15","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-16","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-18","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-19","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-20","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  168",",,6",,,,,,,,
"USC00365216","1928-01-21","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-23","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-24","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-25","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  114",",,6",,,,,,,,
"USC00365216","1928-01-26","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   38",",,6","   64",",,6",,,,,,
"USC00365216","1928-01-28","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-29","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-30","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-01-31","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-02","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-03","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   69",",,6",,,,,,,,
"USC00365216","1928-02-06","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-07","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-08","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-09","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  193",",,6",,,,,,,,
"USC00365216","1928-02-10","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-11","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-12","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-13","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  279",",,6",,,,,,,,
"USC00365216","1928-02-15","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-16","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-18","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   76",",,6","  152",",,6",,,,,,
"USC00365216","1928-02-19","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-20","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-21","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-23","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   99",",,6","  127",",,6",,,,,,
"USC00365216","1928-02-24","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-25","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-26","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-28","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-02-29","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-03-07","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  274",",,6",,,,,,,,
"USC00365216","1928-03-12","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   61",",,6",,,,,,,,
"USC00365216","1928-03-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  173",",,6",,,,,,,,
"USC00365216","1928-03-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   10",",,6","   25",",,6",,,,,,
"USC00365216","1928-03-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  157",",,6",,,,,,,,
"USC00365216","1928-03-23","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  107",",,6",,,,,,,,
"USC00365216","1928-03-28","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  630",",,6",,,,,,,,
"USC00365216","1928-03-30","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   20",",,6",,,,,,,,
"USC00365216","1928-04-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-02","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-03","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-06","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-07","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   51",",,6","   25",",,6",,,,,,
"USC00365216","1928-04-08","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-09","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  152",",,6","  165",",,6",,,,,,
"USC00365216","1928-04-10","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-11","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-12","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   23",",,6",,,,,,,,
"USC00365216","1928-04-13","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-15","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-16","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-18","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  191",",,6","  254",",,6",,,,,,
"USC00365216","1928-04-19","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-20","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-21","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-23","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-24","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-25","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-26","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-28","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-29","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-04-30","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  292",",,6",,,,,,,,
"USC00365216","1928-05-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-02","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-03","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-06","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-07","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-08","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-09","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-10","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-11","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-12","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-13","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-15","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-16","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-18","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   76",",,6",,,,,,,,
"USC00365216","1928-05-19","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-20","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  208",",,6",,,,,,,,
"USC00365216","1928-05-21","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   48",",,6",,,,,,,,
"USC00365216","1928-05-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   10",",,6",,,,,,,,
"USC00365216","1928-05-23","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-24","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-25","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-26","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-28","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-29","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-05-30","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  102",",,6",,,,,,,,
"USC00365216","1928-05-31","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-02","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   41",",,6",,,,,,,,
"USC00365216","1928-06-03","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-06","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  686",",,6",,,,,,,,
"USC00365216","1928-06-07","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-08","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-09","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  244",",,6",,,,,,,,
"USC00365216","1928-06-10","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-11","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-12","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-13","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   25",",,6",,,,,,,,
"USC00365216","1928-06-15","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-16","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-18","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   46",",,6",,,,,,,,
"USC00365216","1928-06-19","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   36",",,6",,,,,,,,
"USC00365216","1928-06-20","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-21","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  152",",,6",,,,,,,,
"USC00365216","1928-06-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-23","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-24","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  132",",,6",,,,,,,,
"USC00365216","1928-06-25","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  163",",,6",,,,,,,,
"USC00365216","1928-06-26","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  173",",,6",,,,,,,,
"USC00365216","1928-06-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-28","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-29","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-06-30","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  538",",,6",,,,,,,,
"USC00365216","1928-07-03","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   30",",,6",,,,,,,,
"USC00365216","1928-07-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  528",",,6",,,,,,,,
"USC00365216","1928-07-10","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  142",",,6",,,,,,,,
"USC00365216","1928-07-11","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  114",",,6",,,,,,,,
"USC00365216","1928-07-13","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   97",",,6",,,,,,,,
"USC00365216","1928-07-19","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   20",",,6",,,,,,,,
"USC00365216","1928-07-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  445",",,6",,,,,,,,
"USC00365216","1928-07-23","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  109",",,6",,,,,,,,
"USC00365216","1928-07-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  104",",,6",,,,,,,,
"USC00365216","1928-08-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  119",",,6",,,,,,,,
"USC00365216","1928-08-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   10",",,6",,,,,,,,
"USC00365216","1928-08-07","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   66",",,6",,,,,,,,
"USC00365216","1928-08-08","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   33",",,6",,,,,,,,
"USC00365216","1928-08-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    8",",,6",,,,,,,,
"USC00365216","1928-08-18","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   61",",,6",,,,,,,,
"USC00365216","1928-08-21","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  249",",,6",,,,,,,,
"USC00365216","1928-08-24","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   76",",,6",,,,,,,,
"USC00365216","1928-08-29","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  104",",,6",,,,,,,,
"USC00365216","1928-08-30","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   30",",,6",,,,,,,,
"USC00365216","1928-09-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-09-02","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-09-03","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   89",",,6",,,,,,,,
"USC00365216","1928-09-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-09-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-09-06","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   30",",,6",,,,,,,,
"USC00365216","1928-09-07","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-09-08","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-09-09","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-09-10","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-09-11","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-09-12","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-09-13","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-09-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1928-09-15","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
