"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USC00355689","1898-12-16","44.85","-123.23333","61.0","MONMOUTH, OR US","    8",",,6","    0",",,6",,,"   22",",,6","    0",",,6",,
"USC00355689","1898-12-17","44.85","-123.23333","61.0","MONMOUTH, OR US","   76",",,6","    0",",,6",,,"   78",",,6","   11",",,6",,
"USC00355689","1898-12-18","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"  106",",,6","   33",",,6",,
"USC00355689","1898-12-19","44.85","-123.23333","61.0","MONMOUTH, OR US","  137",",,6","    0",",,6",,,"  122",",,6","   56",",,6",,
"USC00355689","1898-12-20","44.85","-123.23333","61.0","MONMOUTH, OR US","   69",",,6","    0",",,6",,,"   83",",,6","   33",",,6",,
"USC00355689","1898-12-21","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"  122",",,6","   11",",,6",,
"USC00355689","1898-12-22","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"   94",",,6","  -17",",,6",,
"USC00355689","1898-12-23","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"   72",",,6","  -22",",,6",,
"USC00355689","1898-12-24","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"   67",",,6","   -6",",,6",,
"USC00355689","1898-12-25","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6","    0",",,6",,,"  117",",,6","   11",",,6",,
"USC00355689","1898-12-26","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"  122",",,6","   67",",,6",,
"USC00355689","1898-12-27","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"  122",",,6","   61",",,6",,
"USC00355689","1898-12-28","44.85","-123.23333","61.0","MONMOUTH, OR US","   41",",,6","    0",",,6",,,"   94",",,6","   11",",,6",,
"USC00355689","1898-12-29","44.85","-123.23333","61.0","MONMOUTH, OR US","   64",",,6","   38",",,6","   25",",,6","   94",",,6","    0",",,6",,
"USC00355689","1898-12-30","44.85","-123.23333","61.0","MONMOUTH, OR US",,,"   38",",,6","    0",",,6","   44",",,6","  -17",",,6",,
"USC00355689","1898-12-31","44.85","-123.23333","61.0","MONMOUTH, OR US","   66",",,6","    0",",,6",,,"   72",",,6","  -11",",,6",,
"USC00355689","1899-01-01","44.85","-123.23333","61.0","MONMOUTH, OR US","   66",",,6",,,,,"   72",",,6","   17",",,6",,
"USC00355689","1899-01-02","44.85","-123.23333","61.0","MONMOUTH, OR US","  112",",,6",,,,,"   44",",,6","   11",",,6",,
"USC00355689","1899-01-03","44.85","-123.23333","61.0","MONMOUTH, OR US",,,"    0","T,,6",,,"   56",",,6","  -17",",,6",,
"USC00355689","1899-01-04","44.85","-123.23333","61.0","MONMOUTH, OR US","   25",",,6",,,,,"   39",",,6","   -6",",,6",,
"USC00355689","1899-01-05","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   56",",,6","    6",",,6",,
"USC00355689","1899-01-06","44.85","-123.23333","61.0","MONMOUTH, OR US","   41",",,6",,,,,"   44",",,6","    0",",,6",,
"USC00355689","1899-01-07","44.85","-123.23333","61.0","MONMOUTH, OR US","   61",",,6",,,,,"   17",",,6","  -22",",,6",,
"USC00355689","1899-01-08","44.85","-123.23333","61.0","MONMOUTH, OR US","   51",",,6",,,,,"   67",",,6","  -22",",,6",,
"USC00355689","1899-01-09","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   89",",,6","    6",",,6",,
"USC00355689","1899-01-10","44.85","-123.23333","61.0","MONMOUTH, OR US","  157",",,6",,,,,"   78",",,6","   33",",,6",,
"USC00355689","1899-01-11","44.85","-123.23333","61.0","MONMOUTH, OR US","  104",",,6",,,,,"   56",",,6","   39",",,6",,
"USC00355689","1899-01-12","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   56",",,6","    0",",,6",,
"USC00355689","1899-01-13","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   89",",,6","   33",",,6",,
"USC00355689","1899-01-14","44.85","-123.23333","61.0","MONMOUTH, OR US","   61",",,6",,,,,"  100",",,6","   22",",,6",,
"USC00355689","1899-01-15","44.85","-123.23333","61.0","MONMOUTH, OR US","   30",",,6",,,,,"  139",",,6","   78",",,6",,
"USC00355689","1899-01-16","44.85","-123.23333","61.0","MONMOUTH, OR US","   48",",,6",,,,,"  122",",,6","   78",",,6",,
"USC00355689","1899-01-17","44.85","-123.23333","61.0","MONMOUTH, OR US","   25",",,6",,,,,"  128",",,6","   78",",,6",,
"USC00355689","1899-01-18","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  106",",,6","   72",",,6",,
"USC00355689","1899-01-19","44.85","-123.23333","61.0","MONMOUTH, OR US","   48",",,6",,,,,"  128",",,6","   72",",,6",,
"USC00355689","1899-01-20","44.85","-123.23333","61.0","MONMOUTH, OR US","   25",",,6",,,,,"  144",",,6","   72",",,6",,
"USC00355689","1899-01-21","44.85","-123.23333","61.0","MONMOUTH, OR US","   33",",,6",,,,,"  133",",,6","  100",",I,6",,
"USC00355689","1899-01-22","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   56",",I,6","  -11",",,6",,
"USC00355689","1899-01-23","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   94",",,6","   28",",,6",,
"USC00355689","1899-01-24","44.85","-123.23333","61.0","MONMOUTH, OR US","   18",",,6",,,,,"  100",",,6","   61",",,6",,
"USC00355689","1899-01-25","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  111",",,6","   44",",,6",,
"USC00355689","1899-01-26","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  117",",,6","   22",",,6",,
"USC00355689","1899-01-27","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  133",",,6","   22",",,6",,
"USC00355689","1899-01-28","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   83",",,6","   17",",,6",,
"USC00355689","1899-01-29","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  117",",,6","   28",",,6",,
"USC00355689","1899-01-30","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  128",",,6","   44",",,6",,
"USC00355689","1899-01-31","44.85","-123.23333","61.0","MONMOUTH, OR US","  114",",,6",,,,,"   78",",,6","   44",",I,6",,
"USC00355689","1899-02-01","44.85","-123.23333","61.0","MONMOUTH, OR US",,,"  140",",,6","  152",",,6","   11",",I,6","    0",",I,6",,
"USC00355689","1899-02-02","44.85","-123.23333","61.0","MONMOUTH, OR US","  140",",,6","    0",",,6","  127",",,6","  -50",",I,6"," -122",",,6",,
"USC00355689","1899-02-03","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6","  127",",,6","  -61",",,6"," -161",",,6",,
"USC00355689","1899-02-04","44.85","-123.23333","61.0","MONMOUTH, OR US","  635",",,6","   64",",,6","  102",",,6","  -61",",,6"," -211",",,6",,
"USC00355689","1899-02-05","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6","  152",",,6","  -39",",,6"," -117",",,6",,
"USC00355689","1899-02-06","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6","  102",",,6","  -39",",,6"," -172",",,6",,
"USC00355689","1899-02-07","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"   78",",,6","  -61",",,6",,
"USC00355689","1899-02-08","44.85","-123.23333","61.0","MONMOUTH, OR US","  114",",,6","    0",",,6",,,"  100",",,6","   28",",,6",,
"USC00355689","1899-02-09","44.85","-123.23333","61.0","MONMOUTH, OR US","  147",",,6","    0",",,6",,,"  117",",,6","   78",",,6",,
"USC00355689","1899-02-10","44.85","-123.23333","61.0","MONMOUTH, OR US","   13",",,6","    0",",,6",,,"  100",",,6","   28",",,6",,
"USC00355689","1899-02-11","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"   72",",,6","  -17",",,6",,
"USC00355689","1899-02-12","44.85","-123.23333","61.0","MONMOUTH, OR US","   64",",,6","    0",",,6",,,"  117",",,6","   44",",,6",,
"USC00355689","1899-02-13","44.85","-123.23333","61.0","MONMOUTH, OR US","   15",",,6","    0",",,6",,,"  128",",,6","   72",",,6",,
"USC00355689","1899-02-14","44.85","-123.23333","61.0","MONMOUTH, OR US","   36",",,6","    0",",,6",,,"  133",",,6","   61",",,6",,
"USC00355689","1899-02-15","44.85","-123.23333","61.0","MONMOUTH, OR US","   20",",,6","    0",",,6",,,"  122",",,6","   61",",,6",,
"USC00355689","1899-02-16","44.85","-123.23333","61.0","MONMOUTH, OR US","   10",",,6","    0",",,6",,,"  128",",,6","   89",",,6",,
"USC00355689","1899-02-17","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"  122",",,6","   61",",,6",,
"USC00355689","1899-02-18","44.85","-123.23333","61.0","MONMOUTH, OR US","    8",",,6","    0",",,6",,,"  139",",,6","   78",",,6",,
"USC00355689","1899-02-19","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"  144",",,6","   50",",,6",,
"USC00355689","1899-02-20","44.85","-123.23333","61.0","MONMOUTH, OR US","   10",",,6","    0",",,6",,,"  111",",,6","   22",",,6",,
"USC00355689","1899-02-21","44.85","-123.23333","61.0","MONMOUTH, OR US","    5",",,6","    0",",,6",,,"  122",",,6","   44",",,6",,
"USC00355689","1899-02-22","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"  117",",,6","  -11",",,6",,
"USC00355689","1899-02-23","44.85","-123.23333","61.0","MONMOUTH, OR US","   13",",,6","    0",",,6",,,"  106",",,6","   39",",,6",,
"USC00355689","1899-02-24","44.85","-123.23333","61.0","MONMOUTH, OR US","   15",",,6","    0",",,6",,,"  111",",,6","    6",",,6",,
"USC00355689","1899-02-25","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"  106",",,6","   11",",,6",,
"USC00355689","1899-02-26","44.85","-123.23333","61.0","MONMOUTH, OR US","   23",",,6","    0",",,6",,,"  106",",,6","   11",",,6",,
"USC00355689","1899-02-27","44.85","-123.23333","61.0","MONMOUTH, OR US","  104",",,6","    0",",,6",,,"  106",",,6","   67",",,6",,
"USC00355689","1899-02-28","44.85","-123.23333","61.0","MONMOUTH, OR US","  267",",,6","    0",",,6",,,"  117",",,6","   83",",,6",,
"USC00355689","1899-03-01","44.85","-123.23333","61.0","MONMOUTH, OR US","  201",",,6",,,,,"  111",",,6","   50",",,6",,
"USC00355689","1899-03-02","44.85","-123.23333","61.0","MONMOUTH, OR US","   69",",,6",,,,,"   78",",,6","   28",",,6",,
"USC00355689","1899-03-03","44.85","-123.23333","61.0","MONMOUTH, OR US","   71",",,6",,,,,"  117",",,6","   17",",,6",,
"USC00355689","1899-03-04","44.85","-123.23333","61.0","MONMOUTH, OR US","    8",",,6",,,,,"  133",",,6","   22",",,6",,
"USC00355689","1899-03-05","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  144",",,6","  -11",",,6",,
"USC00355689","1899-03-06","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  133",",,6","   22",",,6",,
"USC00355689","1899-03-07","44.85","-123.23333","61.0","MONMOUTH, OR US","    5",",,6",,,,,"  128",",,6","   72",",,6",,
"USC00355689","1899-03-08","44.85","-123.23333","61.0","MONMOUTH, OR US","   89",",,6",,,,,"   83",",,6","   50",",,6",,
"USC00355689","1899-03-09","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  100",",,6","   22",",,6",,
"USC00355689","1899-03-10","44.85","-123.23333","61.0","MONMOUTH, OR US","    8",",,6",,,,,"  122",",,6","  -11",",,6",,
"USC00355689","1899-03-11","44.85","-123.23333","61.0","MONMOUTH, OR US","   33",",,6",,,,,"  128",",,6","   17",",,6",,
"USC00355689","1899-03-12","44.85","-123.23333","61.0","MONMOUTH, OR US","   58",",,6",,,,,"  128",",,6","   22",",,6",,
"USC00355689","1899-03-13","44.85","-123.23333","61.0","MONMOUTH, OR US","   84",",,6",,,,,"   83",",,6","    6",",,6",,
"USC00355689","1899-03-14","44.85","-123.23333","61.0","MONMOUTH, OR US","   33",",,6",,,,,"   83",",,6","   11",",,6",,
"USC00355689","1899-03-15","44.85","-123.23333","61.0","MONMOUTH, OR US","   38",",,6",,,,,"   67",",,6","    6",",,6",,
"USC00355689","1899-03-16","44.85","-123.23333","61.0","MONMOUTH, OR US","   69",",,6",,,,,"  150",",,6","    0",",,6",,
"USC00355689","1899-03-17","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  150",",,6","    0",",,6",,
"USC00355689","1899-03-18","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  156",",,6","    6",",,6",,
"USC00355689","1899-03-19","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  100",",,6","  -11",",,6",,
"USC00355689","1899-03-20","44.85","-123.23333","61.0","MONMOUTH, OR US","   38",",,6",,,,,"   83",",,6","   11",",,6",,
"USC00355689","1899-03-21","44.85","-123.23333","61.0","MONMOUTH, OR US","   33",",,6","    0","T,,6",,,"  100",",,6","    0",",,6",,
"USC00355689","1899-03-22","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  106",",,6","  -22",",,6",,
"USC00355689","1899-03-23","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  144",",,6","  -22",",,6",,
"USC00355689","1899-03-24","44.85","-123.23333","61.0","MONMOUTH, OR US","  102",",,6",,,,,"  122",",,6","   17",",,6",,
"USC00355689","1899-03-25","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  117",",,6","  -22",",,6",,
"USC00355689","1899-03-26","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  139",",,6","  -22",",,6",,
"USC00355689","1899-03-27","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  167",",,6","  -17",",,6",,
"USC00355689","1899-03-28","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"   72",",,6","   67",",,6",,
"USC00355689","1899-03-29","44.85","-123.23333","61.0","MONMOUTH, OR US","   71",",,6",,,,,"  122",",,6","   61",",,6",,
"USC00355689","1899-03-30","44.85","-123.23333","61.0","MONMOUTH, OR US","   10",",,6",,,,,"  133",",,6","   72",",,6",,
"USC00355689","1899-03-31","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  122",",,6","   72",",,6",,
"USC00355689","1899-04-01","44.85","-123.23333","61.0","MONMOUTH, OR US","    3",",,6",,,,,"   94",",,6","   33",",,6",,
"USC00355689","1899-04-02","44.85","-123.23333","61.0","MONMOUTH, OR US","   79",",,6",,,,,"  150",",,6","   56",",,6",,
"USC00355689","1899-04-03","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  150",",,6","   78",",,6",,
"USC00355689","1899-04-04","44.85","-123.23333","61.0","MONMOUTH, OR US","    8",",,6",,,,,"  144",",,6","    6",",,6",,
"USC00355689","1899-04-05","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  144",",,6","    0",",,6",,
"USC00355689","1899-04-06","44.85","-123.23333","61.0","MONMOUTH, OR US","   15",",,6",,,,,"  150",",,6","    6",",,6",,
"USC00355689","1899-04-07","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  211",",,6","    0",",,6",,
"USC00355689","1899-04-08","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  233",",,6","   39",",,6",,
"USC00355689","1899-04-09","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  167",",,6","   61",",,6",,
"USC00355689","1899-04-10","44.85","-123.23333","61.0","MONMOUTH, OR US","  170",",,6",,,,,"  117",",,6","   72",",,6",,
"USC00355689","1899-04-11","44.85","-123.23333","61.0","MONMOUTH, OR US","  140",",,6",,,,,"  139",",,6","   56",",,6",,
"USC00355689","1899-04-12","44.85","-123.23333","61.0","MONMOUTH, OR US","  178",",,6",,,,,"  122",",,6","   39",",,6",,
"USC00355689","1899-04-13","44.85","-123.23333","61.0","MONMOUTH, OR US","   18",",,6",,,,,"  139",",,6","  -17",",,6",,
"USC00355689","1899-04-14","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  178",",,6","    0",",,6",,
"USC00355689","1899-04-15","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  189",",,6","   28",",,6",,
"USC00355689","1899-04-16","44.85","-123.23333","61.0","MONMOUTH, OR US","   79",",,6",,,,,"  122",",,6","   28",",,6",,
"USC00355689","1899-04-17","44.85","-123.23333","61.0","MONMOUTH, OR US","    5",",,6",,,,,"  133",",,6","    0",",,6",,
"USC00355689","1899-04-18","44.85","-123.23333","61.0","MONMOUTH, OR US","  122",",,6",,,,,"  122",",,6","   28",",,6",,
"USC00355689","1899-04-19","44.85","-123.23333","61.0","MONMOUTH, OR US","   89",",,6",,,,,"  183",",,6","   33",",,6",,
"USC00355689","1899-04-20","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  200",",,6","   56",",,6",,
"USC00355689","1899-04-21","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  128",",,6","   78",",,6",,
"USC00355689","1899-04-22","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  128",",,6","    0",",,6",,
"USC00355689","1899-04-23","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  167",",,6","   11",",,6",,
"USC00355689","1899-04-24","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  139",",,6","   67",",,6",,
"USC00355689","1899-04-25","44.85","-123.23333","61.0","MONMOUTH, OR US","   64",",,6",,,,,"  117",",,6","   56",",,6",,
"USC00355689","1899-04-26","44.85","-123.23333","61.0","MONMOUTH, OR US","   30",",,6",,,,,"  111",",,6","   56",",,6",,
"USC00355689","1899-04-27","44.85","-123.23333","61.0","MONMOUTH, OR US","   81",",,6",,,,,"  122",",,6","   28",",,6",,
"USC00355689","1899-04-28","44.85","-123.23333","61.0","MONMOUTH, OR US","   38",",,6",,,,,"  128",",,6","   28",",,6",,
"USC00355689","1899-04-29","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  128",",,6","   28",",,6",,
"USC00355689","1899-04-30","44.85","-123.23333","61.0","MONMOUTH, OR US","  114",",,6",,,,,"  100",",,6",,,,
"USC00355689","1899-05-01","44.85","-123.23333","61.0","MONMOUTH, OR US","   13",",,6",,,,,"  128",",,6","   17",",,6",,
"USC00355689","1899-05-02","44.85","-123.23333","61.0","MONMOUTH, OR US","   10",",,6",,,,,"  122",",,6","   17",",,6",,
"USC00355689","1899-05-03","44.85","-123.23333","61.0","MONMOUTH, OR US","    8",",,6",,,,,"  133",",,6","   44",",,6",,
"USC00355689","1899-05-04","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  172",",,6","   44",",,6",,
"USC00355689","1899-05-05","44.85","-123.23333","61.0","MONMOUTH, OR US","   43",",,6",,,,,"  167",",,6","   72",",,6",,
"USC00355689","1899-05-06","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  167",",,6","   44",",,6",,
"USC00355689","1899-05-07","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  150",",,6","   39",",,6",,
"USC00355689","1899-05-08","44.85","-123.23333","61.0","MONMOUTH, OR US","   30",",,6",,,,,"  144",",,6","   61",",,6",,
"USC00355689","1899-05-09","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  183",",,6","   33",",,6",,
"USC00355689","1899-05-10","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  133",",,6","   44",",,6",,
"USC00355689","1899-05-11","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  183",",,6","   44",",,6",,
"USC00355689","1899-05-12","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  150",",,6","   17",",,6",,
"USC00355689","1899-05-13","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  128",",,6","   17",",,6",,
"USC00355689","1899-05-14","44.85","-123.23333","61.0","MONMOUTH, OR US","   51",",,6",,,,,"  156",",,6","    0",",,6",,
"USC00355689","1899-05-15","44.85","-123.23333","61.0","MONMOUTH, OR US","   13",",,6",,,,,"  167",",,6","    6",",,6",,
"USC00355689","1899-05-16","44.85","-123.23333","61.0","MONMOUTH, OR US","   38",",,6",,,,,"  144",",,6","   50",",,6",,
"USC00355689","1899-05-17","44.85","-123.23333","61.0","MONMOUTH, OR US","   13",",,6",,,,,"  133",",,6","   56",",,6",,
"USC00355689","1899-05-18","44.85","-123.23333","61.0","MONMOUTH, OR US","    8",",,6",,,,,"  139",",,6","   50",",,6",,
"USC00355689","1899-05-19","44.85","-123.23333","61.0","MONMOUTH, OR US","   20",",,6",,,,,"  144",",,6","   56",",,6",,
"USC00355689","1899-05-20","44.85","-123.23333","61.0","MONMOUTH, OR US","   15",",,6",,,,,"  189",",,6","   72",",,6",,
"USC00355689","1899-05-21","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  194",",,6","   89",",,6",,
"USC00355689","1899-05-22","44.85","-123.23333","61.0","MONMOUTH, OR US","   86",",,6",,,,,"  200",",,6","   83",",,6",,
"USC00355689","1899-05-23","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  156",",,6","   83",",,6",,
"USC00355689","1899-05-24","44.85","-123.23333","61.0","MONMOUTH, OR US","   38",",,6",,,,,"  100",",,6","   83",",,6",,
"USC00355689","1899-05-25","44.85","-123.23333","61.0","MONMOUTH, OR US","   38",",,6",,,,,"  161",",,6","   78",",,6",,
"USC00355689","1899-05-26","44.85","-123.23333","61.0","MONMOUTH, OR US","   10",",,6",,,,,"  161",",,6","   94",",,6",,
"USC00355689","1899-05-27","44.85","-123.23333","61.0","MONMOUTH, OR US","   20",",,6",,,,,"  167",",,6","   89",",,6",,
"USC00355689","1899-05-28","44.85","-123.23333","61.0","MONMOUTH, OR US","    8",",,6",,,,,"  161",",,6","   83",",,6",,
"USC00355689","1899-05-29","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  161",",,6","   67",",,6",,
"USC00355689","1899-05-30","44.85","-123.23333","61.0","MONMOUTH, OR US","    8",",,6",,,,,"  150",",,6","   72",",,6",,
"USC00355689","1899-05-31","44.85","-123.23333","61.0","MONMOUTH, OR US","  109",",,6",,,,,"  167",",,6","   83",",,6",,
"USC00355689","1899-06-01","44.85","-123.23333","61.0","MONMOUTH, OR US","   91",",,6",,,,,"  161",",,6","   89",",,6",,
"USC00355689","1899-06-02","44.85","-123.23333","61.0","MONMOUTH, OR US","   13",",,6",,,,,"  189",",,6","   83",",,6",,
"USC00355689","1899-06-03","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  161",",,6","   94",",,6",,
"USC00355689","1899-06-04","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  161",",,6","   83",",,6",,
"USC00355689","1899-06-05","44.85","-123.23333","61.0","MONMOUTH, OR US","    5",",,6",,,,,"  178",",,6","   28",",,6",,
"USC00355689","1899-06-06","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  167",",,6","   28",",,6",,
"USC00355689","1899-06-07","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  222",",,6","   28",",,6",,
"USC00355689","1899-06-08","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  256",",,6","   61",",,6",,
"USC00355689","1899-06-09","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  278",",,6","   83",",,6",,
"USC00355689","1899-06-10","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  239",",,6","  100",",,6",,
"USC00355689","1899-06-11","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  178",",,6","  117",",,6",,
"USC00355689","1899-06-12","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  172",",,6","   83",",,6",,
"USC00355689","1899-06-13","44.85","-123.23333","61.0","MONMOUTH, OR US","    8",",,6",,,,,"  200",",,6","   83",",,6",,
"USC00355689","1899-06-14","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  222",",,6","   67",",,6",,
"USC00355689","1899-06-15","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  278",",,6","   61",",,6",,
"USC00355689","1899-06-16","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  289",",,6","   67",",,6",,
"USC00355689","1899-06-17","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  289",",,6","   78",",,6",,
"USC00355689","1899-06-18","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  272",",,6","   72",",,6",,
"USC00355689","1899-06-19","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  228",",,6","   72",",,6",,
"USC00355689","1899-06-20","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  189",",,6","   61",",,6",,
"USC00355689","1899-06-21","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  222",",,6","   22",",,6",,
"USC00355689","1899-06-22","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  222",",,6","   44",",,6",,
"USC00355689","1899-06-23","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  278",",,6","   50",",,6",,
"USC00355689","1899-06-24","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  167",",,6","   56",",,6",,
"USC00355689","1899-06-25","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  161",",,6","  100",",,6",,
"USC00355689","1899-06-26","44.85","-123.23333","61.0","MONMOUTH, OR US","  102",",,6",,,,,"  172",",,6","   94",",,6",,
"USC00355689","1899-06-27","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  183",",,6","   61",",,6",,
"USC00355689","1899-06-28","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  217",",,6","   50",",,6",,
"USC00355689","1899-06-29","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  222",",,6","   44",",,6",,
"USC00355689","1899-06-30","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  250",",,6","   33",",,6",,
"USC00355689","1899-07-01","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  261",",,6","   56",",,6",,
"USC00355689","1899-07-02","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  300",",,6","   72",",,6",,
