"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00392438","1952-08-16","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","  203",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00392438","1952-08-17","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","  368",",,0","    0","T,,0","    0",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00392438","1952-08-18","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00392438","1952-08-19","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","  145",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-08-20","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-08-21","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-08-22","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-08-23","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-08-24","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-08-25","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-08-26","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,
"USC00392438","1952-08-27","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-08-28","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-08-29","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","   43",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00392438","1952-08-30","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-08-31","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-01","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-02","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-03","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-04","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-05","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-06","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-07","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00392438","1952-09-08","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00392438","1952-09-09","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","   15",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00392438","1952-09-10","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-11","44.83333","-101.61667","723.0","DUPREE 16 S, SD US",,,"    0",",,0","    0",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00392438","1952-09-12","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00392438","1952-09-13","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","   33",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-14","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-15","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-16","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-17","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-18","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-19","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    3",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-20","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-21","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-22","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-23","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-24","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-25","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-26","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-27","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-28","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-29","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-09-30","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-01","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-02","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-03","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-04","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-05","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-06","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-07","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-08","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-09","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-10","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-11","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-12","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-13","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-14","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-15","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-16","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-17","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-18","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-19","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-20","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-21","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-22","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-23","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-24","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-25","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-26","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-27","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-28","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-29","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-30","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-10-31","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-01","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-02","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-03","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-04","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-05","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-06","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-07","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-08","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-09","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-10","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-11","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-12","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-13","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-14","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-15","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-16","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-17","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    5",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-18","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0"
"USC00392438","1952-11-19","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-20","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-21","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-22","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-23","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-24","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-25","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0","T,,0","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-26","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-27","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-28","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-29","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-11-30","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-01","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-02","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-03","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-04","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-05","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-06","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-07","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-08","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-09","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-10","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-11","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-12","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-13","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,
"USC00392438","1952-12-14","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-15","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-16","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-17","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-18","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-19","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-20","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-21","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    8",",,0","   13",",,0","    0","T,,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,
"USC00392438","1952-12-22","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    5",",,0","    5",",,0","    0","T,,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,
"USC00392438","1952-12-23","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-24","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0","T,,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,
"USC00392438","1952-12-25","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-26","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-27","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-28","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-29","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-30","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1952-12-31","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-01","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-02","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-03","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-04","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-05","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-06","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-07","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-08","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-09","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-10","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-11","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-12","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-13","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-14","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","   20",",,0","   46",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-15","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00392438","1953-01-16","44.83333","-101.61667","723.0","DUPREE 16 S, SD US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,,,,,
