"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USC00308633","1893-07-18","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  233",",,6","  156",",,6",,,,
"USC00308633","1893-07-19","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  206",",,6","  111",",,6",,,,
"USC00308633","1893-07-20","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  228",",,6","   78",",,6",,,,
"USC00308633","1893-07-21","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  267",",,6","  150",",,6",,,,
"USC00308633","1893-07-22","43.616667","-75.416667","396.2","TURIN, NY US","   46",",,6",,,"  267",",,6","  167",",,6",,,,
"USC00308633","1893-07-23","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6",,,"  172",",,6","  106",",,6",,,,
"USC00308633","1893-07-24","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  183",",,6","   89",",,6",,,,
"USC00308633","1893-07-25","43.616667","-75.416667","396.2","TURIN, NY US","    3",",,6",,,"  278",",,6","   83",",,6",,,,
"USC00308633","1893-07-26","43.616667","-75.416667","396.2","TURIN, NY US","   66",",,6",,,"  256",",,6","  189",",,6",,,,
"USC00308633","1893-07-27","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  206",",,6","  111",",,6",,,,
"USC00308633","1893-07-28","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  233",",,6","   94",",,6",,,,
"USC00308633","1893-07-29","43.616667","-75.416667","396.2","TURIN, NY US","   33",",,6",,,"  222",",,6","  144",",,6",,,,
"USC00308633","1893-07-30","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  244",",,6","  122",",,6",,,,
"USC00308633","1893-07-31","43.616667","-75.416667","396.2","TURIN, NY US","   46",",,6",,,"  261",",,6","  111",",,6",,,,
"USC00308633","1893-08-01","43.616667","-75.416667","396.2","TURIN, NY US","   28",",,6",,,"  228",",,6","  150",",,6",,,,
"USC00308633","1893-08-02","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  217",",,6","  106",",,6",,,,
"USC00308633","1893-08-03","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  261",",,6","   72",",,6",,,,
"USC00308633","1893-08-04","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  278",",,6","  133",",,6",,,,
"USC00308633","1893-08-05","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  278",",,6","  133",",,6",,,,
"USC00308633","1893-08-06","43.616667","-75.416667","396.2","TURIN, NY US","  211",",,6",,,"  228",",,6","  144",",,6",,,,
"USC00308633","1893-08-07","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6",,,"  178",",,6","  106",",,6",,,,
"USC00308633","1893-08-08","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  256",",,6","  117",",,6",,,,
"USC00308633","1893-08-09","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  289",",,6","  106",",,6",,,,
"USC00308633","1893-08-10","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  311",",,6","  156",",,6",,,,
"USC00308633","1893-08-11","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  317",",,6","  161",",,6",,,,
"USC00308633","1893-08-12","43.616667","-75.416667","396.2","TURIN, NY US","   89",",,6",,,"  228",",,6","  167",",,6",,,,
"USC00308633","1893-08-13","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  167",",,6","   89",",,6",,,,
"USC00308633","1893-08-14","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  211",",,6","   72",",,6",,,,
"USC00308633","1893-08-15","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  250",",,6","   94",",,6",,,,
"USC00308633","1893-08-16","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  261",",,6","  117",",,6",,,,
"USC00308633","1893-08-17","43.616667","-75.416667","396.2","TURIN, NY US","   76",",,6",,,"  194",",,6","  156",",,6",,,,
"USC00308633","1893-08-18","43.616667","-75.416667","396.2","TURIN, NY US",,,,,"  200",",,6","  156",",,6",,,,
"USC00308633","1893-08-19","43.616667","-75.416667","396.2","TURIN, NY US","   20",",,6",,,"  228",",,6","  133",",,6",,,,
"USC00308633","1893-08-20","43.616667","-75.416667","396.2","TURIN, NY US","   15",",,6",,,"  206",",,6","  117",",,6",,,,
"USC00308633","1893-08-21","43.616667","-75.416667","396.2","TURIN, NY US","   10",",,6",,,"  211",",,6","  117",",,6",,,,
"USC00308633","1893-08-22","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  217",",,6","  122",",,6",,,,
"USC00308633","1893-08-23","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  261",",,6","  111",",,6",,,,
"USC00308633","1893-08-24","43.616667","-75.416667","396.2","TURIN, NY US","  320",",,6",,,"  211",",,6","  167",",,6",,,,
"USC00308633","1893-08-25","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  278",",,6","  150",",,6",,,,
"USC00308633","1893-08-26","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  233",",,6","  167",",,6",,,,
"USC00308633","1893-08-27","43.616667","-75.416667","396.2","TURIN, NY US","  391",",,6",,,"  239",",,6","  139",",,6",,,,
"USC00308633","1893-08-28","43.616667","-75.416667","396.2","TURIN, NY US","   18",",,6",,,"  261",",,6","  156",",,6",,,,
"USC00308633","1893-08-29","43.616667","-75.416667","396.2","TURIN, NY US","  622",",,6",,,"  211",",,6","  122",",,6",,,,
"USC00308633","1893-08-30","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  178",",,6","   78",",,6",,,,
"USC00308633","1893-08-31","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  194",",,6","   89",",,6",,,,
"USC00308633","1893-09-01","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  206",",,6","   61",",,6",,,,
"USC00308633","1893-09-02","43.616667","-75.416667","396.2","TURIN, NY US","   28",",,6",,,"  156",",,6","   72",",,6",,,,
"USC00308633","1893-09-03","43.616667","-75.416667","396.2","TURIN, NY US","   56",",,6",,,"  156",",,6","   17",",,6",,,,
"USC00308633","1893-09-04","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  156",",,6","   33",",,6",,,,
"USC00308633","1893-09-05","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  222",",,6","   78",",,6",,,,
"USC00308633","1893-09-06","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  144",",,6","   61",",,6",,,,
"USC00308633","1893-09-07","43.616667","-75.416667","396.2","TURIN, NY US","  208",",,6",,,"  150",",,6","   72",",,6",,,,
"USC00308633","1893-09-08","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  139",",,6","   61",",,6",,,,
"USC00308633","1893-09-09","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  206",",,6","   28",",,6",,,,
"USC00308633","1893-09-10","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  206",",,6","  100",",,6",,,,
"USC00308633","1893-09-11","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  194",",,6","   50",",,6",,,,
"USC00308633","1893-09-12","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  206",",,6","   72",",,6",,,,
"USC00308633","1893-09-13","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  211",",,6","   83",",,6",,,,
"USC00308633","1893-09-14","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  200",",,6","  150",",,6",,,,
"USC00308633","1893-09-15","43.616667","-75.416667","396.2","TURIN, NY US","   69",",,6",,,"  194",",,6","  144",",,6",,,,
"USC00308633","1893-09-16","43.616667","-75.416667","396.2","TURIN, NY US","  109",",,6",,,"  172",",,6","   94",",,6",,,,
"USC00308633","1893-09-17","43.616667","-75.416667","396.2","TURIN, NY US","  173",",,6",,,"  111",",,6","   56",",,6","    1",",,6",,
"USC00308633","1893-09-18","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6",,,"  128",",,6","   22",",,6",,,"    1",",,6"
"USC00308633","1893-09-19","43.616667","-75.416667","396.2","TURIN, NY US","   58",",,6",,,"  194",",,6","  106",",,6",,,"    1",",,6"
"USC00308633","1893-09-20","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  167",",,6","  100",",,6",,,,
"USC00308633","1893-09-21","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  128",",,6","   33",",,6",,,,
"USC00308633","1893-09-22","43.616667","-75.416667","396.2","TURIN, NY US","   18",",,6",,,"  178",",,6","   78",",,6",,,,
"USC00308633","1893-09-23","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  139",",,6","   50",",,6",,,,
"USC00308633","1893-09-24","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  139",",,6","   61",",,6",,,,
"USC00308633","1893-09-25","43.616667","-75.416667","396.2","TURIN, NY US","   94",",,6",,,"  161",",,6","   61",",,6",,,,
"USC00308633","1893-09-26","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  100",",,6","   28",",,6",,,,
"USC00308633","1893-09-27","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  144",",,6","    0",",,6",,,,
"USC00308633","1893-09-28","43.616667","-75.416667","396.2","TURIN, NY US","   33",",,6",,,"  128",",,6","   22",",,6",,,,
"USC00308633","1893-09-29","43.616667","-75.416667","396.2","TURIN, NY US","    8",",,6",,,"   94",",,6","   28",",,6",,,,
"USC00308633","1893-09-30","43.616667","-75.416667","396.2","TURIN, NY US","    0","P,,6",,,,,"    6",",,6",,,,
"USC00308633","1893-10-01","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  128",",,6","    6",",,6",,,,
"USC00308633","1893-10-02","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  172",",,6","   72",",,6",,,,
"USC00308633","1893-10-03","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6",,,,,,,,
"USC00308633","1893-10-04","43.616667","-75.416667","396.2","TURIN, NY US","   25",",,6","    0",",,6",,,,,,,,
"USC00308633","1893-10-05","43.616667","-75.416667","396.2","TURIN, NY US","    3",",,6","    0",",,6",,,,,,,,
"USC00308633","1893-10-06","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6",,,,,,,,
"USC00308633","1893-10-07","43.616667","-75.416667","396.2","TURIN, NY US","   46",",,6","    0",",,6","  228",",,6","   56",",,6",,,,
"USC00308633","1893-10-08","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  172",",,6","   50",",,6",,,,
"USC00308633","1893-10-09","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  183",",,6","   89",",,6",,,,
"USC00308633","1893-10-10","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6",,,,,,,,
"USC00308633","1893-10-11","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  206",",,6","   11",",,6",,,,
"USC00308633","1893-10-12","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  228",",,6","   67",",,6",,,,
"USC00308633","1893-10-13","43.616667","-75.416667","396.2","TURIN, NY US","    0","P,,6","    0",",,6","  228",",,6","   67",",,6",,,,
"USC00308633","1893-10-14","43.616667","-75.416667","396.2","TURIN, NY US","    0","P,,6","    0",",,6","  200",",,6","   78",",,6",,,,
"USC00308633","1893-10-15","43.616667","-75.416667","396.2","TURIN, NY US","  117",",,6","    0","T,,6","   94",",,6","   28",",,6",,,,
"USC00308633","1893-10-16","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","   39",",,6","   -6",",,6",,,,
"USC00308633","1893-10-17","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  139",",,6","  -39",",,6",,,,
"USC00308633","1893-10-18","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  133",",,6","   22",",,6",,,,
"USC00308633","1893-10-19","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  150",",,6","   22",",,6",,,,
"USC00308633","1893-10-20","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  144",",,6","   22",",,6",,,,
"USC00308633","1893-10-21","43.616667","-75.416667","396.2","TURIN, NY US","    5",",,6","    0",",,6",,,,,,,,
"USC00308633","1893-10-22","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  183",",,6","   39",",,6",,,,
"USC00308633","1893-10-23","43.616667","-75.416667","396.2","TURIN, NY US","   15",",,6","    0",",,6","  172",",,6","  100",",,6",,,,
"USC00308633","1893-10-24","43.616667","-75.416667","396.2","TURIN, NY US","   28",",,6","    0",",,6","  178",",,6","  133",",,6",,,,
"USC00308633","1893-10-25","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  156",",,6","    6",",,6",,,,
"USC00308633","1893-10-26","43.616667","-75.416667","396.2","TURIN, NY US","    3",",,6","    0",",,6","   94",",,6","  -11",",,6",,,,
"USC00308633","1893-10-27","43.616667","-75.416667","396.2","TURIN, NY US","  142",",,6","    0",",,6","  117",",,6","   72",",,6",,,,
"USC00308633","1893-10-28","43.616667","-75.416667","396.2","TURIN, NY US","   66",",,6","    0",",,6","   94",",,6","   28",",,6",,,,
"USC00308633","1893-10-29","43.616667","-75.416667","396.2","TURIN, NY US","   48",",,6","   53",",,6","   33",",,6","  -17",",,6",,,,
"USC00308633","1893-10-30","43.616667","-75.416667","396.2","TURIN, NY US","    3",",,6","    0","T,,6","    0",",,6","  -39",",,6",,,,
"USC00308633","1893-10-31","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","   44",",,6","  -39",",,6",,,,
"USC00308633","1893-11-01","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  106",",,6","  -11",",,6",,,,
"USC00308633","1893-11-02","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  144",",,6","  -11",",,6",,,,
"USC00308633","1893-11-03","43.616667","-75.416667","396.2","TURIN, NY US","   91",",,6","    0",",,6","   89",",,6","   17",",,6",,,,
"USC00308633","1893-11-04","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","   33",",,6","  -11",",,6",,,,
"USC00308633","1893-11-05","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","   56",",,6","  -50",",,6",,,,
"USC00308633","1893-11-06","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","   72",",,6","  -22",",,6",,,,
"USC00308633","1893-11-07","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  117",",,6","  -28",",,6",,,,
"USC00308633","1893-11-08","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  100",",,6","    0",",,6",,,,
"USC00308633","1893-11-09","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","   78",",,6","   11",",,6",,,,
"USC00308633","1893-11-10","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","   72",",,6","  -67",",,6",,,,
"USC00308633","1893-11-11","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  100",",,6","  -33",",,6",,,,
"USC00308633","1893-11-12","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","   89",",,6","    0",",,6",,,,
"USC00308633","1893-11-13","43.616667","-75.416667","396.2","TURIN, NY US","   41",",,6","    0",",,6","   78",",,6","   11",",,6",,,,
"USC00308633","1893-11-14","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0",",,6","   67",",,6","    0",",,6",,,,
"USC00308633","1893-11-15","43.616667","-75.416667","396.2","TURIN, NY US","  140",",,6","    0",",,6","   22",",,6","  -56",",,6",,,,
"USC00308633","1893-11-16","43.616667","-75.416667","396.2","TURIN, NY US",,,"  157",",,6","  -22",",,6","  -67",",,6",,,,
"USC00308633","1893-11-17","43.616667","-75.416667","396.2","TURIN, NY US","    0","P,,6","    0",",,6","   56",",,6","  -83",",,6",,,,
"USC00308633","1893-11-18","43.616667","-75.416667","396.2","TURIN, NY US","   66",",,6","    0","T,,6","   50",",,6","  -17",",,6",,,,
"USC00308633","1893-11-19","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  -11",",,6","  -33",",,6",,,,
"USC00308633","1893-11-20","43.616667","-75.416667","396.2","TURIN, NY US","   91",",,6","  142",",,6","  -11",",,6","  -83",",,6",,,,
"USC00308633","1893-11-21","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0",",,6","    0",",,6"," -100",",,6",,,,
"USC00308633","1893-11-22","43.616667","-75.416667","396.2","TURIN, NY US","  188",",,6","  117",",,6","   44",",,6","  -22",",,6",,,,
"USC00308633","1893-11-23","43.616667","-75.416667","396.2","TURIN, NY US","   53",",,6","   43",",,6","   17",",,6","  -28",",,6",,,,
"USC00308633","1893-11-24","43.616667","-75.416667","396.2","TURIN, NY US","   69",",,6","  119",",,6","  -17",",,6","  -67",",,6",,,,
"USC00308633","1893-11-25","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0","T,,6","  -39",",,6"," -133",",,6",,,,
"USC00308633","1893-11-26","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  -67",",,6"," -167",",,6",,,,
"USC00308633","1893-11-27","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0",",,6","    6",",,6"," -139",",,6",,,,
"USC00308633","1893-11-28","43.616667","-75.416667","396.2","TURIN, NY US","  104",",,6","    0","T,,6","   56",",,6","    6",",,6",,,,
"USC00308633","1893-11-29","43.616667","-75.416667","396.2","TURIN, NY US","  122",",,6","    0","T,,6","   44",",,6","   -6",",,6",,,,
"USC00308633","1893-11-30","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0","T,,6","   39",",,6","    0",",,6",,,,
"USC00308633","1893-12-01","43.616667","-75.416667","396.2","TURIN, NY US","   86",",,6","   99",",,6","   22",",,6","  -72",",,6",,,,
"USC00308633","1893-12-02","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0","T,,6","  -61",",,6"," -133",",,6",,,,
"USC00308633","1893-12-03","43.616667","-75.416667","396.2","TURIN, NY US","  257",",,6","  185",",,6","   11",",,6"," -117",",,6",,,,
"USC00308633","1893-12-04","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,," -106",",,6"," -189",",,6",,,,
"USC00308633","1893-12-05","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  -72",",,6"," -206",",,6",,,,
"USC00308633","1893-12-06","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,,"  -17",",,6"," -111",",,6",,,,
"USC00308633","1893-12-07","43.616667","-75.416667","396.2","TURIN, NY US","   66",",,6","   79",",,6","  -22",",,6"," -100",",,6",,,,
"USC00308633","1893-12-08","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0","T,,6","  -56",",,6","  -89",",,6",,,,
"USC00308633","1893-12-09","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0","T,,6","    0",",,6"," -100",",,6",,,,
"USC00308633","1893-12-10","43.616667","-75.416667","396.2","TURIN, NY US","  325",",,6","  173",",,6","   22",",,6","  -39",",,6",,,,
"USC00308633","1893-12-11","43.616667","-75.416667","396.2","TURIN, NY US","  201",",,6","  183",",,6","  -39",",,6"," -189",",,6",,,,
"USC00308633","1893-12-12","43.616667","-75.416667","396.2","TURIN, NY US","   28",",,6","   41",",,6","  -33",",,6"," -211",",,6",,,,
"USC00308633","1893-12-13","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6",,," -200",",,6"," -244",",,6",,,,
"USC00308633","1893-12-14","43.616667","-75.416667","396.2","TURIN, NY US","   20",",,6","   30",",,6"," -117",",,6"," -250",",,6",,,,
"USC00308633","1893-12-15","43.616667","-75.416667","396.2","TURIN, NY US","   86",",,6","   64",",,6","    0",",,6"," -122",",,6",,,,
"USC00308633","1893-12-16","43.616667","-75.416667","396.2","TURIN, NY US","  173",",,6",,,"   72",",,6","    0",",,6",,,,
"USC00308633","1893-12-17","43.616667","-75.416667","396.2","TURIN, NY US","   28",",,6","   66",",,6","    0",",,6"," -156",",,6",,,,
"USC00308633","1893-12-18","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0","T,,6","  -67",",,6"," -183",",,6",,,,
"USC00308633","1893-12-19","43.616667","-75.416667","396.2","TURIN, NY US","  107",",,6","    8",",,6","  -11",",,6","  -67",",,6",,,,
"USC00308633","1893-12-20","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","   10",",,6","  -56",",,6"," -211",",,6",,,,
"USC00308633","1893-12-21","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","   23",",,6","    0",",,6"," -122",",,6",,,,
"USC00308633","1893-12-22","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,I,6"," 1115",",I,6","    6",",,6","  -56",",,6","    1",",,6",,
"USC00308633","1893-12-23","43.616667","-75.416667","396.2","TURIN, NY US","   53",",,6",,,"   56",",,6","  -11",",,6",,,,
"USC00308633","1893-12-24","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6",,,"   61",",,6","   -6",",,6","    1",",,6",,
"USC00308633","1893-12-25","43.616667","-75.416667","396.2","TURIN, NY US","  180",",,6",,,"   94",",,6","   33",",,6","    1",",,6",,
"USC00308633","1893-12-26","43.616667","-75.416667","396.2","TURIN, NY US","   10",",,6","   10",",,6","   67",",,6"," -167",",,6",,,,
"USC00308633","1893-12-27","43.616667","-75.416667","396.2","TURIN, NY US","   28",",,6","   28",",,6","  -28",",,6"," -150",",,6",,,,
"USC00308633","1893-12-28","43.616667","-75.416667","396.2","TURIN, NY US","   79",",,6","    0","T,,6","   33",",,6","  -39",",,6",,,,
"USC00308633","1893-12-29","43.616667","-75.416667","396.2","TURIN, NY US","    8",",,6",,,"   33",",,6","  -61",",,6","    1",",,6",,
"USC00308633","1893-12-30","43.616667","-75.416667","396.2","TURIN, NY US","   10",",,6",,,"  -61",",,6"," -161",",,6","    1",",,6",,
"USC00308633","1893-12-31","43.616667","-75.416667","396.2","TURIN, NY US","   15",",,6",,,"  -67",",,6"," -122",",,6",,,,
"USC00308633","1894-01-01","43.616667","-75.416667","396.2","TURIN, NY US","   20",",,6","   30",",,6","  -44",",,6"," -122",",,6",,,,
"USC00308633","1894-01-02","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","   11",",,6"," -128",",,6",,,,
"USC00308633","1894-01-03","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","   17",",,6","  -44",",,6",,,,
"USC00308633","1894-01-04","43.616667","-75.416667","396.2","TURIN, NY US","   23",",,6","    0",",,6","   78",",,6","  -33",",,6",,,,
"USC00308633","1894-01-05","43.616667","-75.416667","396.2","TURIN, NY US","   18",",,6","    8",",,6","   17",",,6","  -89",",,6",,,,
"USC00308633","1894-01-06","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0",",,6","  -44",",,6"," -106",",,6",,,,
"USC00308633","1894-01-07","43.616667","-75.416667","396.2","TURIN, NY US","  130",",,6","  147",",,6","   -6",",,6","  -78",",,6",,,,
"USC00308633","1894-01-08","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0","T,,6","  -72",",,6"," -111",",,6",,,,
"USC00308633","1894-01-09","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0","T,,6","  -78",",,6"," -150",",,6",,,,
"USC00308633","1894-01-10","43.616667","-75.416667","396.2","TURIN, NY US","   13",",,6","   13",",,6","  -61",",I,6"," -128",",,6",,,,
"USC00308633","1894-01-11","43.616667","-75.416667","396.2","TURIN, NY US","   25",",,6","   25",",,6","    0",",,6","  -22",",I,6",,,,
"USC00308633","1894-01-12","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  -17",",,6"," -161",",,6",,,,
"USC00308633","1894-01-13","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6"," -106",",,6"," -206",",,6",,,,
"USC00308633","1894-01-14","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","   11",",,6"," -106",",,6",,,,
"USC00308633","1894-01-15","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0",",,6","   22",",,6","  -67",",,6","    1",",,6",,
"USC00308633","1894-01-16","43.616667","-75.416667","396.2","TURIN, NY US","   48",",,6","    0",",,6","   17",",,6","  -33",",,6",,,,
"USC00308633","1894-01-17","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","   -6",",,6","  -94",",,6",,,,
"USC00308633","1894-01-18","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0",",,6","   17",",,6","  -78",",,6",,,,
"USC00308633","1894-01-19","43.616667","-75.416667","396.2","TURIN, NY US","   94",",,6","    0",",,6","   17",",,6"," -100",",,6",,,,
"USC00308633","1894-01-20","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","   11",",,6"," -117",",,6",,,,
"USC00308633","1894-01-21","43.616667","-75.416667","396.2","TURIN, NY US","   66",",,6","   51",",,6","   17",",,6","  -28",",,6",,,,
"USC00308633","1894-01-22","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","   17",",,6","  -56",",,6",,,,
"USC00308633","1894-01-23","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  -28",",,6","  -67",",,6",,,,
"USC00308633","1894-01-24","43.616667","-75.416667","396.2","TURIN, NY US","  147",",,6","    0",",,6","   56",",,6","  -50",",,6",,,,
"USC00308633","1894-01-25","43.616667","-75.416667","396.2","TURIN, NY US","   38",",,6","   38",",,6","    6",",,6"," -150",",,6",,,,
"USC00308633","1894-01-26","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0","T,,6","  -72",",,6"," -178",",,6",,,,
"USC00308633","1894-01-27","43.616667","-75.416667","396.2","TURIN, NY US","   53",",,6","  117",",,6","  -56",",,6"," -106",",,6",,,,
"USC00308633","1894-01-28","43.616667","-75.416667","396.2","TURIN, NY US","   15",",,6","   36",",,6","  -50",",,6"," -122",",,6",,,,
"USC00308633","1894-01-29","43.616667","-75.416667","396.2","TURIN, NY US","    0","T,,6","    0","T,,6","  -22",",,6","  -94",",,6",,,,
"USC00308633","1894-01-30","43.616667","-75.416667","396.2","TURIN, NY US","  251",",,6","  279",",,6","  -11",",,6","  -78",",,6",,,,
"USC00308633","1894-01-31","43.616667","-75.416667","396.2","TURIN, NY US","   25",",,6","   41",",,6","  -33",",,6"," -100",",,6",,,,
"USC00308633","1894-02-01","43.616667","-75.416667","396.2","TURIN, NY US","    0",",,6","    0",",,6","  -78",",,6"," -139",",,6",,,,
"USC00308633","1894-02-02","43.616667","-75.416667","396.2","TURIN, NY US","   36",",,6","   36",",,6","  -61",",,6"," -189",",,6",,,,
