"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00014855","1950-10-24","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-10-25","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   23",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-10-26","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-10-27","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-10-28","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-10-29","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-10-30","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-10-31","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-01","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-02","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-03","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  117",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-04","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  114",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-05","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   15",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-06","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-07","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-08","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-09","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-10","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   61",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-11","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-12","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-13","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-14","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-15","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-16","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-17","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  277",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-18","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-19","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-20","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-21","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  203",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-22","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-23","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-24","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-25","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-26","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-27","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-28","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-29","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-11-30","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-01","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-02","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-03","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  150",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-04","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  272",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-05","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-06","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  114",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-07","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   99",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-08","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-09","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   91",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-10","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-11","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-12","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-13","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-14","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   18",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-15","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-16","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-17","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-18","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-19","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-20","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-21","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-22","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-23","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-24","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-25","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-26","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-27","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-28","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   20",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-29","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  157",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-30","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1950-12-31","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-01","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-02","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   46",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-03","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   13",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-04","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  249",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-05","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-06","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-07","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   89",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-08","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-09","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-10","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-11","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   81",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-12","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0","T,,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-13","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  117",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-14","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   13",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-15","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  376",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-16","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-17","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-18","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   10",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-19","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   36",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-20","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-21","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   10",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-22","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-23","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   71",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-24","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-25","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-26","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-27","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-28","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-29","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    3",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-30","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   51",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-01-31","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   33",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-01","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  442",",,0,0700","    5",",,0",,,,,,,,,,,,
"USC00014855","1951-02-02","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0",,,,,,,,,,,,
"USC00014855","1951-02-03","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0",,,,,,,,,,,,
"USC00014855","1951-02-04","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-05","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-06","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-07","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  229",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-08","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-09","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-10","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   18",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-11","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-12","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-13","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-14","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-15","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-16","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  193",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-17","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   48",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-18","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-19","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   20",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-20","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   48",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-21","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  330",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-22","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-23","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-24","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-25","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-26","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-27","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-02-28","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-01","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   18",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-02","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-03","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-04","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  104",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-05","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  218",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-06","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    3",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-07","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    3",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-08","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-09","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-10","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-11","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-12","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  269",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-13","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   64",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-14","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-15","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-16","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-17","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-18","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  249",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-19","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  201",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-20","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   20",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-21","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-22","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-23","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-24","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   61",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-25","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-26","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-27","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-28","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  526",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-29","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US"," 1184",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-30","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    3",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-03-31","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-04-01","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-04-02","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    5",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-04-03","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-04-04","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-04-05","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-04-06","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-04-07","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","   76",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-04-08","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","  170",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
"USC00014855","1951-04-09","33.45","-87.35","85.3","BANKHEAD LOCK AND DAM, AL US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,
