"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00358190","1899-12-19","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  686",",,6","   22",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1899-12-20","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   94",",,6","    0",",,6","  584",",,6","   56",",,6","  -22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1899-12-21","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  206",",,6","    0",",,6","  457",",,6","   72",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1899-12-22","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   61",",,6","    0",",,6","  406",",,6","   78",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1899-12-23","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   30",",,6","    0",",,6","  381",",,6","  122",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1899-12-24","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  356",",,6","   94",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1899-12-25","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  356",",,6","   72",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1899-12-26","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  330",",,6","   44",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1899-12-27","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  330",",,6","   17",",,6","  -72",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1899-12-28","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  330",",,6","   67",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1899-12-29","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  305",",,6","   56",",,6","  -22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1899-12-30","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0","T,,6","    0","T,,6","  305",",,6","   50",",,6","    6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1899-12-31","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   43",",,6","   25",",,6","  330",",,6","   22",",,6","  -22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-01","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   13",",,6","   25",",,6","  356",",,6","   44",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-02","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  119",",,6","    0",",,6","  356",",,6","   44",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-03","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   43",",,6","   51",",,6","  381",",,6","   56",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-04","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  381",",,6","   56",",,6","  -22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-05","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0","T,,6","    0",",,6","  356",",,6","   67",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-06","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  356",",,6","   72",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-07","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   97",",,6","    0",",,6","  330",",,6","   67",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-08","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  114",",,6","   76",",,6","  381",",,6","   39",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-09","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   38",",,6","    0","T,,6","  381",",,6","   50",",,6","  -94",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-10","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   97",",,6","    0",",,6","  356",",,6","   72",",,6","    6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-11","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  264",",,6","    0",",,6","  330",",,6","   56",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-12","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  711",",,6","    0",",,6","  152",",,6","   83",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-13","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  356",",,6","  102",",,6","  203",",,6","   61",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-14","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   51",",,6","   51",",,6","  203",",,6","   56",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-15","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   51",",,6","   51",",,6","  203",",,6","   33",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-16","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  160",",,6","    0","T,,6","  178",",,6","   44",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-17","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  135",",,6","    0",",,6","  127",",,6","  100",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-18","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  102",",,6","  117",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-19","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   99",",,6","    0",",,6","   76",",,6","   56",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-20","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","    0",",,6","   83",",,6","  -50",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-21","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","    0",",,6","   89",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-22","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","    0",",,6","   94",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-23","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  218",",,6","  203",",,6","  203",",,6","   78",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-24","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  203",",,6","   -6",",,6"," -128",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-25","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  203",",,6","   11",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-26","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  178",",,6","   39",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-27","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  178",",,6","   28",",,6","  -61",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-28","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  152",",,6","   50",",,6","  -72",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-29","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   38",",,6","    0",",,6","  102",",,6","   50",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-30","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","   76",",,6","   83",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-01-31","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","   51",",,6","   83",",,6","  -39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-01","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","   51",",,6","  106",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-02","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  107",",,6","   51",",,6","   76",",,6","   50",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-03","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  117",",,6","   76",",,6","  127",",,6","   39",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-04","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  127",",,6","   78",",,6","  -56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-05","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   51",",,6","   51",",,6","  178",",,6","   17",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-06","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  257",",,6","  203",",,6","  381",",,6","   28",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-07","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  130",",,6","  127",",,6","  406",",,6","   28",",,6","  -50",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-08","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  356",",,6","  203",",,6","  508",",,6","   22",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-09","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  157",",,6","   76",",,6","  533",",,6","   17",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-10","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   94",",,6","    0",",,6","  508",",,6","   50",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-11","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  124",",,6","    0",",,6","  483",",,6","   39",",,6","  -39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-12","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   13",",,6","   13",",,6","  483",",,6","  -11",",,6","  -56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-13","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  127",",,6","  127",",,6","  584",",,6","  -17",",,6","  -72",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-14","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  152",",,6","  152",",,6","  686",",,6","  -44",",,6"," -100",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-15","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  102",",,6","  178",",,6","  787",",,6","  -89",",,6"," -167",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-16","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0","T,,6","    0","T,,6","  787",",,6","  -44",",,6"," -167",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-17","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  787",",,6","   44",",,6","  -89",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-18","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  762",",,6","   89",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-19","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  119",",,6","   76",",,6","  762",",,6","   50",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-20","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  208",",,6","   51",",,6","  762",",,6","   56",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-21","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  577",",,6","   51",",,6","  711",",,6","   61",",,6","    6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-22","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  193",",,6","  102",",,6","  762",",,6","   28",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-23","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  762",",,6","  111",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-24","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   33",",,6","    0",",,6","  737",",,6","   67",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-25","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0","T,,6","    0","T,,6","  711",",,6","   50",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-26","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   86",",,6","   76",",,6","  737",",,6","   22",",,6","  -22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-27","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0","T,,6","    0","T,,6","  711",",,6","  100",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-02-28","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  130",",,6","   51",",,6","  686",",,6","   56",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-01","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  660",",,6","  128",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-02","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  635",",,6","  117",",,6","    6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-03","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  178",",,6","   76",",,6","  610",",,6","   50",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-04","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   76",",,6","   76",",,6","  610",",,6","   56",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-05","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   43",",,6","   25",",,6","  584",",,6","   72",",,6","  -61",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-06","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   36",",,6","   25",",,6","  584",",,6","   67",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-07","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  259",",,6","   25",",,6","  559",",,6","   44",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-08","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  274",",,6","   51",",,6","  584",",,6","   44",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-09","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  559",",,6","  150",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-10","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  533",",,6","  128",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-11","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  201",",,6","    0",",,6","  508",",,6","   89",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-12","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  483",",,6","  156",",,6","  -22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-13","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  457",",,6","  161",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-14","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  457",",,6","  161",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-15","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  432",",,6","  156",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-16","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  406",",,6","  167",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-17","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  356",",,6","  189",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-18","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  305",",,6","  122",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-19","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   23",",,6","    0",",,6","  229",",,6","   72",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-20","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  127",",,6","  111",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-21","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","   51",",,6","  167",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-22","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   84",",,6","   76",",,6","   51",",,6","   67",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-23","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","    0",",,6","   67",",,6","  -22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-24","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","    0",",,6","  106",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-25","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  234",",,6","  203",",,6","   76",",,6","   72",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-26","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  201",",,6","  178",",,6","  229",",,6","   17",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-27","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   15",",,6","   25",",,6","  203",",,6","   44",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-28","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  178",",,6","   67",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-29","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  353",",,6","    0",",,6","   76",",,6","   72",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-30","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","    0",",,6","  144",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-03-31","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","    0",",,6","  172",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-01","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","    0",",,6","  172",",,6","   72",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-02","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  124",",,6","    0","T,,6","    0",",,6","   78",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-03","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   43",",,6","   25",",,6","    0",",,6","   39",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-04","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","    0",",,6","   78",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-05","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","    0",",,6","  133",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-06","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  142",",,6","    0","T,,6","    0",",,6","  106",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-07","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  249",",,6","  254",",,6","  229",",,6","    6",",,6","  -50",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-08","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   58",",,6","   51",",,6","  203",",,6","    0",",,6","  -56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-09","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  152",",,6","   61",",,6"," -106",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-10","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","  178",",,6","  100",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-11","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","   51",",,6","   94",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-12","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","   89",",,6","    0",",,6","    0",",,6","   72",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-13","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  160",",,6","  102",",,6","    0",",,6","   33",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-14","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","  132",",,6","   76",",,6","    0",",,6","   44",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-15","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","    0",",,6","  144",",,6","  -22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-16","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","    0",",,6","  161",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-17","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","    0",",,6","  178",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00358190","1900-04-18","45.3","-121.75","1189.9","SUMMIT GUARD STATION, OR US","    0",",,6","    0",",,6","    0",",,6","  133",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
