"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00273855","2011-07-17","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  133",",,7"
"USC00273855","2011-07-18","43.7186","-72.2724","161.5","HANOVER 2, NH US","   46",",,7,0700",,,,,"  211",",,7"
"USC00273855","2011-07-19","43.7186","-72.2724","161.5","HANOVER 2, NH US","   61",",,7,0700",,,,,"  178",",,7"
"USC00273855","2011-07-20","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  144",",,7"
"USC00273855","2011-07-21","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  200",",,7"
"USC00273855","2011-07-22","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  222",",,7"
"USC00273855","2011-07-23","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  200",",,7"
"USC00273855","2011-07-24","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  183",",,7"
"USC00273855","2011-07-25","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  133",",,7"
"USC00273855","2011-07-26","43.7186","-72.2724","161.5","HANOVER 2, NH US","   76",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-07-27","43.7186","-72.2724","161.5","HANOVER 2, NH US","   66",",,7,0700",,,,,"  122",",,7"
"USC00273855","2011-07-28","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  133",",,7"
"USC00273855","2011-07-29","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  178",",,7"
"USC00273855","2011-07-30","43.7186","-72.2724","161.5","HANOVER 2, NH US","  193",",,7,0700",,,,,"  183",",,7"
"USC00273855","2011-07-31","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  133",",,7"
"USC00273855","2011-08-01","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-08-02","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  144",",,7"
"USC00273855","2011-08-03","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700",,,,,"  111",",,7"
"USC00273855","2011-08-04","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-08-05","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  167",",,7"
"USC00273855","2011-08-06","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  189",",,7"
"USC00273855","2011-08-07","43.7186","-72.2724","161.5","HANOVER 2, NH US","   66",",,7,0700",,,,,"  211",",,7"
"USC00273855","2011-08-08","43.7186","-72.2724","161.5","HANOVER 2, NH US","   25",",,7,0700",,,,,"  211",",,7"
"USC00273855","2011-08-09","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  144",",,7"
"USC00273855","2011-08-10","43.7186","-72.2724","161.5","HANOVER 2, NH US","   61",",,7,0700",,,,,"  178",",,7"
"USC00273855","2011-08-11","43.7186","-72.2724","161.5","HANOVER 2, NH US","   41",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-08-12","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  111",",,7"
"USC00273855","2011-08-13","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  133",",,7"
"USC00273855","2011-08-14","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-08-15","43.7186","-72.2724","161.5","HANOVER 2, NH US","  142",",,7,0700",,,,,"  167",",,7"
"USC00273855","2011-08-16","43.7186","-72.2724","161.5","HANOVER 2, NH US","  381",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-08-17","43.7186","-72.2724","161.5","HANOVER 2, NH US","  168",",,7,0700",,,,,"  144",",,7"
"USC00273855","2011-08-18","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  122",",,7"
"USC00273855","2011-08-19","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  167",",,7"
"USC00273855","2011-08-20","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-08-21","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-08-22","43.7186","-72.2724","161.5","HANOVER 2, NH US","  193",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-08-23","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  100",",,7"
"USC00273855","2011-08-24","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  100",",,7"
"USC00273855","2011-08-25","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  200",",,7"
"USC00273855","2011-08-26","43.7186","-72.2724","161.5","HANOVER 2, NH US","   66",",,7,0700",,,,,"  167",",,7"
"USC00273855","2011-08-27","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-08-28","43.7186","-72.2724","161.5","HANOVER 2, NH US","  320",",,7,0700",,,,,"  222",",,7"
"USC00273855","2011-08-29","43.7186","-72.2724","161.5","HANOVER 2, NH US","   63",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-08-30","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  117",",,7"
"USC00273855","2011-08-31","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  111",",,7"
"USC00273855","2011-09-01","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  122",",,7"
"USC00273855","2011-09-02","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  133",",,7"
"USC00273855","2011-09-03","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-09-04","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  211",",,7"
"USC00273855","2011-09-05","43.7186","-72.2724","161.5","HANOVER 2, NH US","  320",",,7,0700",,,,,"  200",",,7"
"USC00273855","2011-09-06","43.7186","-72.2724","161.5","HANOVER 2, NH US","  269",",,7,0700",,,,,"  133",",,7"
"USC00273855","2011-09-07","43.7186","-72.2724","161.5","HANOVER 2, NH US","   81",",,7,0700",,,,,"  144",",,7"
"USC00273855","2011-09-08","43.7186","-72.2724","161.5","HANOVER 2, NH US","  241",",,7,0700",,,,,"  133",",,7"
"USC00273855","2011-09-09","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-09-10","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  122",",,7"
"USC00273855","2011-09-11","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   89",",,7"
"USC00273855","2011-09-12","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  122",",,7"
"USC00273855","2011-09-13","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  122",",,7"
"USC00273855","2011-09-14","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700",,,,,"  167",",,7"
"USC00273855","2011-09-15","43.7186","-72.2724","161.5","HANOVER 2, NH US","    5",",,7,0700",,,,,"  144",",,7"
"USC00273855","2011-09-16","43.7186","-72.2724","161.5","HANOVER 2, NH US","   81",",,7,0700",,,,,"   44",",,7"
"USC00273855","2011-09-17","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   28",",,7"
"USC00273855","2011-09-18","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   78",",,7"
"USC00273855","2011-09-19","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   44",",,7"
"USC00273855","2011-09-20","43.7186","-72.2724","161.5","HANOVER 2, NH US","   10",",,7,0700",,,,,"  100",",,7"
"USC00273855","2011-09-21","43.7186","-72.2724","161.5","HANOVER 2, NH US","   25",",,7,0700",,,,,"  111",",,7"
"USC00273855","2011-09-22","43.7186","-72.2724","161.5","HANOVER 2, NH US","   10",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-09-23","43.7186","-72.2724","161.5","HANOVER 2, NH US","  102",",,7,0700",,,,,"  167",",,7"
"USC00273855","2011-09-24","43.7186","-72.2724","161.5","HANOVER 2, NH US","   51",",,7,0700",,,,,"  189",",,7"
"USC00273855","2011-09-25","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-09-26","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  144",",,7"
"USC00273855","2011-09-27","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  111",",,7"
"USC00273855","2011-09-28","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-09-29","43.7186","-72.2724","161.5","HANOVER 2, NH US","   81",",,7,0700",,,,,"  156",",,7"
"USC00273855","2011-09-30","43.7186","-72.2724","161.5","HANOVER 2, NH US","  193",",,7,0700",,,,,"  100",",,7"
"USC00273855","2011-10-01","43.7186","-72.2724","161.5","HANOVER 2, NH US","   30",",,7,0700","    0",",,7","    0",",,7","  156",",,7"
"USC00273855","2011-10-02","43.7186","-72.2724","161.5","HANOVER 2, NH US","  117",",,7,0700",,,,,"   78",",,7"
"USC00273855","2011-10-03","43.7186","-72.2724","161.5","HANOVER 2, NH US","   41",",,7,0700",,,,,"  128",",,7"
"USC00273855","2011-10-04","43.7186","-72.2724","161.5","HANOVER 2, NH US","   36",",,7,0700",,,,,"  100",",,7"
"USC00273855","2011-10-05","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  100",",,7"
"USC00273855","2011-10-06","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"    0",",,7"
"USC00273855","2011-10-07","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"    0",",,7"
"USC00273855","2011-10-08","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   44",",,7"
"USC00273855","2011-10-09","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   72",",,7"
"USC00273855","2011-10-10","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   78",",,7"
"USC00273855","2011-10-11","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   72",",,7"
"USC00273855","2011-10-12","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   67",",,7"
"USC00273855","2011-10-13","43.7186","-72.2724","161.5","HANOVER 2, NH US","   30",",,7,0700",,,,,"  111",",,7"
"USC00273855","2011-10-14","43.7186","-72.2724","161.5","HANOVER 2, NH US","   66",",,7,0700",,,,,"  133",",,7"
"USC00273855","2011-10-15","43.7186","-72.2724","161.5","HANOVER 2, NH US","  190",",,7,0700",,,,,"  111",",,7"
"USC00273855","2011-10-16","43.7186","-72.2724","161.5","HANOVER 2, NH US","    5",",,7,0700",,,,,"  100",",,7"
"USC00273855","2011-10-17","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   44",",,7"
"USC00273855","2011-10-18","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  100",",,7"
"USC00273855","2011-10-19","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   72",",,7"
"USC00273855","2011-10-20","43.7186","-72.2724","161.5","HANOVER 2, NH US","   66",",,7,0700",,,,,"  122",",,7"
"USC00273855","2011-10-21","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"  100",",,7"
"USC00273855","2011-10-22","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   78",",,7"
"USC00273855","2011-10-23","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   33",",,7"
"USC00273855","2011-10-24","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"    6",",,7"
"USC00273855","2011-10-25","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   33",",,7"
"USC00273855","2011-10-26","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700",,,,,"   11",",,7"
"USC00273855","2011-10-27","43.7186","-72.2724","161.5","HANOVER 2, NH US","   41",",,7,0700",,,,,"   33",",,7"
"USC00273855","2011-10-28","43.7186","-72.2724","161.5","HANOVER 2, NH US","   91",",,7,0700","   25",",,7","   25",",,7","  -11",",,7"
"USC00273855","2011-10-29","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -22",",,7"
"USC00273855","2011-10-30","43.7186","-72.2724","161.5","HANOVER 2, NH US","   66",",,7,0700","   76",",,7","   76",",,7","   11",",,7"
"USC00273855","2011-10-31","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   51",",,7","  -67",",,7"
"USC00273855","2011-11-01","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   25",",,7","  -33",",,7"
"USC00273855","2011-11-02","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -33",",,7"
"USC00273855","2011-11-03","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -22",",,7"
"USC00273855","2011-11-04","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   39",",,7"
"USC00273855","2011-11-05","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -33",",,7"
"USC00273855","2011-11-06","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -67",",,7"
"USC00273855","2011-11-07","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -56",",,7"
"USC00273855","2011-11-08","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","    0",",,7"
"USC00273855","2011-11-09","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   44",",,7"
"USC00273855","2011-11-10","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  100",",,7"
"USC00273855","2011-11-11","43.7186","-72.2724","161.5","HANOVER 2, NH US","   46",",,7,0700","    0",",,7","    0",",,7","   44",",,7"
"USC00273855","2011-11-12","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700","    0",",,7","    0",",,7","    0",",,7"
"USC00273855","2011-11-13","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -22",",,7"
"USC00273855","2011-11-14","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   89",",,7"
"USC00273855","2011-11-15","43.7186","-72.2724","161.5","HANOVER 2, NH US","   41",",,7,0700","    0",",,7","    0",",,7","  117",",,7"
"USC00273855","2011-11-16","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   11",",,7"
"USC00273855","2011-11-17","43.7186","-72.2724","161.5","HANOVER 2, NH US","   63",",,7,0700","    0",",,7","    0",",,7","   44",",,7"
"USC00273855","2011-11-18","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -11",",,7"
"USC00273855","2011-11-19","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","    0",",,7"
"USC00273855","2011-11-20","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   44",",,7"
"USC00273855","2011-11-21","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   33",",,7"
"USC00273855","2011-11-22","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -72",",,7"
"USC00273855","2011-11-23","43.7186","-72.2724","161.5","HANOVER 2, NH US","  218",",,7,0700","   51",",,7","   51",",,7","  -11",",,7"
"USC00273855","2011-11-24","43.7186","-72.2724","161.5","HANOVER 2, NH US","   25",",,7,0700","   51",",,7","  102",",,7","  -11",",,7"
"USC00273855","2011-11-25","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   51",",,7","  -39",",,7"
"USC00273855","2011-11-26","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   51",",,7","  -56",",,7"
"USC00273855","2011-11-27","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   51",",,7","  -22",",,7"
"USC00273855","2011-11-28","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   56",",,7"
"USC00273855","2011-11-29","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   67",",,7"
"USC00273855","2011-11-30","43.7186","-72.2724","161.5","HANOVER 2, NH US","  122",",,7,0700","    0",",,7","    0",",,7","  111",",,7"
"USC00273855","2011-12-01","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","    0",",,7"
"USC00273855","2011-12-02","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -50",",,7"
"USC00273855","2011-12-03","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -28",",,7"
"USC00273855","2011-12-04","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -67",",,7"
"USC00273855","2011-12-05","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   33",",,7"
"USC00273855","2011-12-06","43.7186","-72.2724","161.5","HANOVER 2, NH US","   51",",,7,0700","    0",",,7","    0",",,7","   72",",,7"
"USC00273855","2011-12-07","43.7186","-72.2724","161.5","HANOVER 2, NH US","  142",",,7,0700","    0",",,7","    0",",,7","   83",",,7"
"USC00273855","2011-12-08","43.7186","-72.2724","161.5","HANOVER 2, NH US","  244",",,7,0700","   51",",,7","   51",",,7","  -11",",,7"
"USC00273855","2011-12-09","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   25",",,7","  -22",",,7"
"USC00273855","2011-12-10","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   25",",,7","    0",",,7"
"USC00273855","2011-12-11","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   25",",,7","  -89",",,7"
"USC00273855","2011-12-12","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -67",",,7"
"USC00273855","2011-12-13","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -78",",,7"
"USC00273855","2011-12-14","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","    0",",,7"
"USC00273855","2011-12-15","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700","    0",",,7","    0",",,7","   33",",,7"
"USC00273855","2011-12-16","43.7186","-72.2724","161.5","HANOVER 2, NH US","   51",",,7,0700","    0",",,7","    0",",,7","   61",",,7"
"USC00273855","2011-12-17","43.7186","-72.2724","161.5","HANOVER 2, NH US","   10",",,7,0700","    8",",,7","    0","T,,7","  -11",",,7"
"USC00273855","2011-12-19","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0","T,,7"," -150",",,7"
"USC00273855","2011-12-20","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0","T,,7","  -22",",,7"
"USC00273855","2011-12-21","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0","T,,7","  -44",",,7"
"USC00273855","2011-12-22","43.7186","-72.2724","161.5","HANOVER 2, NH US","  218",",,7,0700","    0",",,7","    0","T,,7","   44",",,7"
"USC00273855","2011-12-23","43.7186","-72.2724","161.5","HANOVER 2, NH US","  107",",,7,0700","   51",",,7","   51",",,7","   11",",,7"
"USC00273855","2011-12-24","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0","T,,7"," -100",",,7"
"USC00273855","2011-12-25","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0","T,,7"," -111",",,7"
"USC00273855","2011-12-26","43.7186","-72.2724","161.5","HANOVER 2, NH US","    5",",,7,0700","    0","T,,7","    0","T,,7","  -44",",,7"
"USC00273855","2011-12-27","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0","T,,7","  -78",",,7"
"USC00273855","2011-12-28","43.7186","-72.2724","161.5","HANOVER 2, NH US","  102",",,7,0700","    0",",,7","    0",",,7","   44",",,7"
"USC00273855","2011-12-29","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7"," -111",",,7"
"USC00273855","2011-12-30","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -89",",,7"
"USC00273855","2011-12-31","43.7186","-72.2724","161.5","HANOVER 2, NH US","    3",",,7,0700","    3",",,7","    0","T,,7","  -17",",,7"
"USC00273855","2012-01-01","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   72",",,7"
"USC00273855","2012-01-02","43.7186","-72.2724","161.5","HANOVER 2, NH US","   76",",,7,0700","    0",",,7","    0",",,7","   17",",,7"
"USC00273855","2012-01-03","43.7186","-72.2724","161.5","HANOVER 2, NH US","    3",",,7,0700","    3",",,7","    0","T,,7","  -83",",,7"
"USC00273855","2012-01-04","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0","T,,7"," -178",",,7"
"USC00273855","2012-01-05","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -56",",,7"
"USC00273855","2012-01-06","43.7186","-72.2724","161.5","HANOVER 2, NH US","    3",",,7,0700","    3",",,7","    0","T,,7","  -67",",,7"
"USC00273855","2012-01-07","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0","T,,7","  -33",",,7"
"USC00273855","2012-01-08","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","   17",",,7"
"USC00273855","2012-01-09","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -78",",,7"
"USC00273855","2012-01-10","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -33",",,7"
"USC00273855","2012-01-11","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","    0",",,7","  -78",",,7"
"USC00273855","2012-01-12","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700","   15",",,7","    0","T,,7","  -22",",,7"
"USC00273855","2012-01-13","43.7186","-72.2724","161.5","HANOVER 2, NH US","   51",",,7,0700","   51",",,7","   51",",,7","    0",",,7"
"USC00273855","2012-01-14","43.7186","-72.2724","161.5","HANOVER 2, NH US","  102",",,7,0700","  102",",,7","  178",",,7","  -56",",,7"
"USC00273855","2012-01-15","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","  178",",,7"," -211",",,7"
"USC00273855","2012-01-16","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","  178",",,7"," -233",",,7"
"USC00273855","2012-01-17","43.7186","-72.2724","161.5","HANOVER 2, NH US","    5",",,7,0700","    0","T,,7","  178",",,7","  -33",",,7"
"USC00273855","2012-01-18","43.7186","-72.2724","161.5","HANOVER 2, NH US","   76",",,7,0700","   25",",,7","  203",",,7","   11",",,7"
"USC00273855","2012-01-19","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","  152",",,7"," -167",",,7"
"USC00273855","2012-01-20","43.7186","-72.2724","161.5","HANOVER 2, NH US","   15",",,7,0700","   51",",,7","  203",",,7","  -78",",,7"
"USC00273855","2012-01-21","43.7186","-72.2724","161.5","HANOVER 2, NH US","    3",",,7,0700","    3",",,7","  203",",,7"," -122",",,7"
"USC00273855","2012-01-22","43.7186","-72.2724","161.5","HANOVER 2, NH US","    8",",,7,0700","    3",",,7","  203",",,7"," -211",",,7"
"USC00273855","2012-01-23","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","  152",",,7","  -44",",,7"
"USC00273855","2012-01-24","43.7186","-72.2724","161.5","HANOVER 2, NH US","  178",",,7,0700","    0",",,7","  102",",,7","   17",",,7"
"USC00273855","2012-01-25","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   76",",,7","    6",",,7"
"USC00273855","2012-01-26","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   76",",,7","  -33",",,7"
"USC00273855","2012-01-27","43.7186","-72.2724","161.5","HANOVER 2, NH US","  127",",,7,0700","   25",",,7","  102",",,7","   11",",,7"
"USC00273855","2012-01-28","43.7186","-72.2724","161.5","HANOVER 2, NH US","   66",",,7,0700","    0",",,7","   76",",,7","    6",",,7"
"USC00273855","2012-01-29","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   76",",,7","  -11",",,7"
"USC00273855","2012-01-30","43.7186","-72.2724","161.5","HANOVER 2, NH US","    3",",,7,0700","    3",",,7","   76",",,7","  -33",",,7"
"USC00273855","2012-02-01","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   51",",,7","   -6",",,7"
"USC00273855","2012-02-02","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   25",",,7","    6",",,7"
"USC00273855","2012-02-03","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   25",",,7","  -89",",,7"
"USC00273855","2012-02-04","43.7186","-72.2724","161.5","HANOVER 2, NH US","    0",",,7,0700","    0",",,7","   25",",,7","  -22",",,7"
